BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge
t321,209.83771480222754,108.32413860977707,-74.28107736533102,0.0,0.0,0.0,4.711264302494781e-11,0.0,0.0,-76.0,63.37262171259418,-65.59169939121664
t322,215.18857905827542,69.99999999905602,-110.1972803186076,0.0,0.0,0.0,4.725214653421897e-11,0.0,0.0,-72.0,63.29551987955199,-62.949097071041706
t323,217.77999807154333,91.17413886355877,-91.43107714045442,0.0,0.0,0.0,4.711577224107535e-11,0.0,0.0,-64.0,63.372564987075286,-65.59164253347137
t324,219.30261237688921,67.12869986807029,-115.4765158618369,0.0,0.0,0.0,4.716032096571292e-11,0.0,0.0,-68.0,62.17782531656913,-64.33782484967985
t325,221.63272437124508,88.72413735498091,-93.88107818806225,0.0,0.0,0.0,4.7173985891942266e-11,0.0,0.0,-65.0,63.37251847010549,-65.59159372938245
t326,223.16326947252355,49.508239432733646,-133.0969765619945,0.0,0.0,0.0,4.7098990807592713e-11,0.0,0.0,-54.0,62.14829630143815,-64.36737349519109
t327,222.43638200732167,81.42414033132687,-101.18107577254528,0.0,0.0,0.0,4.7072654540315086e-11,0.0,0.0,-59.0,63.372601258280795,-65.59168007313238
t328,217.9576930271418,63.10536706637901,-114.4306219356772,0.0,0.0,0.0,4.725130506461337e-11,0.0,0.0,-70.0,63.167273083276214,-63.10726788746388
t329,201.4511631108856,111.29460080390893,-71.31061537044361,0.0,0.0,0.0,4.7056080934618613e-11,0.0,0.0,-79.0,63.402235797067284,-65.56223576668
t330,198.19990611323414,69.99999991529525,-82.75061260032709,0.0,0.0,0.0,4.72791906674011e-11,0.0,0.0,-92.0,64.16612191908834,-61.886122472663345
t331,198.22468949011704,123.07460001085312,-59.53061388295313,0.0,0.0,0.0,4.719405170938484e-11,0.0,0.0,-93.0,64.36102414301679,-64.30102461645669
t332,198.14414394825516,69.99999939113779,-83.7506123031631,0.0,0.0,0.0,4.727919086345604e-11,0.0,0.0,-91.0,64.16616946615693,-61.88617002655186
t333,198.19371073688205,120.29460019814005,-62.31061547172788,0.0,0.0,0.0,4.7171983990597643e-11,0.0,0.0,-88.0,63.40231838567982,-65.56231707718418
t334,197.93968312166135,65.0000001114606,-85.75061363699194,0.0,0.0,0.0,4.727919092016555e-11,0.0,0.0,-89.0,64.16617767288413,-61.88617828426199
t335,197.8529424125624,100.00000585065206,-73.75061654510526,0.0,0.0,0.0,4.727918950301439e-11,0.0,0.0,-81.0,65.32916689307746,-63.04916745340313
t336,197.80957172882304,70.00000006720636,-98.75061321104718,0.0,0.0,0.0,4.727919062622263e-11,0.0,0.0,-76.0,64.16617107872368,-61.88617166168225
t337,197.71043936230396,69.99999996730712,-72.72061402571198,0.0,0.0,0.0,4.7279191217973926e-11,0.0,0.0,-82.0,65.29910861501428,-63.07910908787862
t338,197.8839212220939,30.000002607124085,-94.72061722931332,0.0,0.0,0.0,4.727919143065414e-11,0.0,0.0,-80.0,64.13615084896954,-61.916151251645275
t339,197.679460433665,60.00000307638069,-79.7206116872714,0.0,0.0,0.0,4.7279191291458435e-11,0.0,0.0,-75.0,65.29909704144208,-63.07909742651374
t340,197.636090105823,33.95167903084163,-100.72061609457441,0.0,0.0,0.0,4.7279191352956645e-11,0.0,0.0,-74.0,64.136142335887,-61.91614281422772
t341,197.61750238576684,69.99999810684504,-76.72061643721139,0.0,0.0,0.0,4.7279191312015204e-11,0.0,0.0,-78.0,65.2990738209767,-63.07907422115659
t342,197.38825810814228,39.99999976827647,-88.72061307259091,0.0,0.0,0.0,4.727919154261022e-11,0.0,0.0,-86.0,64.13611647465387,-61.91611676516639
t343,197.54067983598185,126.00538190640148,-51.530613817031806,0.0,0.0,0.0,4.722395320146035e-11,0.0,0.0,-101.0,64.3609301910074,-64.30093027132688
t344,201.408699476169,64.99999992962125,-61.750614596398634,0.0,0.0,0.0,4.727919184415076e-11,0.0,0.0,-113.0,64.16606900297953,-61.886069581045575
t345,211.01053819019455,129.99999957861192,-46.75061499301579,0.0,0.0,0.0,4.727918918086129e-11,0.0,0.0,-108.0,65.32898858845401,-63.04898914022354
t346,215.5329941777891,70.00000009416962,-89.3947313918073,0.0,0.0,0.0,4.727919113582325e-11,0.0,0.0,-95.0,64.16604650027543,-61.88604700425621
t347,217.19139807609562,101.85538199227307,-75.6806140552855,0.0,0.0,0.0,4.721213835228374e-11,0.0,0.0,-82.0,64.36082475796826,-64.300824914139
t348,218.29269913315937,64.83948232356259,-112.69651335034695,0.0,0.0,0.0,4.7226340746761036e-11,0.0,0.0,-73.0,63.167236646515505,-63.10723666763401
t349,220.38117547505314,82.18537867566852,-95.35061471511685,0.0,0.0,0.0,4.7266125721816997e-11,0.0,0.0,-68.0,65.32895374976643,-63.04895474660817
t350,221.7320423944959,50.969477227373666,-126.56651453735063,0.0,0.0,0.0,4.72721162284124e-11,0.0,0.0,-65.0,64.1660465362847,-61.88604729912872
t351,220.9867182962227,87.10537969696998,-90.43061554524388,0.0,0.0,0.0,4.7240559380638387e-11,0.0,0.0,-72.0,64.36084918144923,-64.30084906625436
t352,216.17851246552172,70.00000003466894,-109.65061703629917,0.0,0.0,0.0,4.727918951720753e-11,0.0,0.0,-77.0,64.16607547605456,-61.88607601776431
t353,198.73919403366685,116.29460003645809,-66.3106158961658,0.0,0.0,0.0,4.714252994988713e-11,0.0,0.0,-84.0,63.402210872805725,-65.56221059914117
t354,194.92233516245116,70.00000002070155,-78.75061600471972,0.0,0.0,0.0,4.727919159316356e-11,0.0,0.0,-96.0,64.16613712983593,-61.8861376583596
t355,194.92233530810665,120.00538229160506,-57.53061373276464,0.0,0.0,0.0,4.72129022743541e-11,0.0,0.0,-95.0,64.36103836932085,-64.30103854125713
t356,194.9657052187146,65.00000030838976,-80.75061891871458,0.0,0.0,0.0,4.727919155805128e-11,0.0,0.0,-94.0,64.16618498928709,-61.8861855447654
t357,195.021467470252,120.00538276103721,-57.530613356809454,0.0,0.0,0.0,4.721071186628044e-11,0.0,0.0,-95.0,64.36108450409782,-64.30108468173772
t358,195.02146777387887,65.00000004737046,-79.75061297787909,0.0,0.0,0.0,4.7279191591224585e-11,0.0,0.0,-95.0,64.16619969401437,-61.88620026852743
t359,195.00288028687447,80.00000032063224,-65.75061549632045,0.0,0.0,0.0,4.727919147031608e-11,0.0,0.0,-89.0,65.32918183606867,-63.04918293401181
t360,195.00288027630472,30.00001552403645,-91.72061478512818,0.0,0.0,0.0,4.727919168134496e-11,0.0,0.0,-83.0,64.13619245931108,-61.91619287481765
t361,195.0028804060669,55.960666068635824,-74.72061408898251,0.0,0.0,0.0,4.727919166864003e-11,0.0,0.0,-80.0,65.2991511032729,-63.07915158173
t362,194.96570592579982,34.999997097192946,-101.720614537739,0.0,0.0,0.0,4.7279191506658364e-11,0.0,0.0,-73.0,64.13619118231841,-61.91619163810374
t363,194.9285308762886,60.00000242098342,-84.72061532563617,0.0,0.0,0.0,4.7279191409931514e-11,0.0,0.0,-70.0,65.29914806354302,-63.07914849442385
t364,194.89135616550934,30.000000849263422,-104.7206164900721,0.0,0.0,0.0,4.727919148674764e-11,0.0,0.0,-70.0,64.13618021912812,-61.91618064469066
t365,194.88516085642237,69.99999878581602,-82.72061442124681,0.0,0.0,0.0,4.7279191350572755e-11,0.0,0.0,-72.0,65.29912236584754,-63.07912275921629
t366,194.8913563663458,40.00000017988413,-94.72061859932326,0.0,0.0,0.0,4.7279191538982146e-11,0.0,0.0,-80.0,64.1361544052034,-61.91615418413792
t367,195.3243737826165,126.07460115230916,-56.53061386459285,0.0,0.0,0.0,4.719053263626336e-11,0.0,0.0,-96.0,64.36099170054331,-64.30099241007012
t368,199.4035451319866,64.99999929088162,-67.75061389177822,0.0,0.0,0.0,4.727919177185567e-11,0.0,0.0,-107.0,64.1660921071884,-61.88609269726604
t369,209.27849263519698,135.06921978972858,-47.535995260009116,0.0,0.0,0.0,4.725215393930022e-11,0.0,0.0,-107.0,65.23538907318023,-63.1700110667764
t370,214.40194065163197,69.99999995992809,-83.35413332518459,0.0,0.0,0.0,4.7279191424502985e-11,0.0,0.0,-101.0,64.16606654368586,-61.8860671604144
t371,216.5842102843769,118.14460175583415,-64.46061417159191,0.0,0.0,0.0,4.7137877975639215e-11,0.0,0.0,-91.0,63.402131628759065,-65.56213139384909
t372,217.6793160847566,65.00000088848395,-103.91651350138244,0.0,0.0,0.0,4.7279190644439046e-11,0.0,0.0,-84.0,64.16605980873817,-61.88606037621685
t373,219.74300850657622,101.97459931604757,-80.63061614401411,0.0,0.0,0.0,4.7183584804458045e-11,0.0,0.0,-79.0,63.70994123273539,-65.14994010374812
t374,221.09836088008237,69.99999983853287,-112.53599476894884,0.0,0.0,0.0,4.725222240907006e-11,0.0,0.0,-79.0,64.16146906361853,-61.89168998088544
t375,220.341709701991,98.39460152863606,-84.21061464691098,0.0,0.0,0.0,4.7052516873699596e-11,0.0,0.0,-76.0,63.40223978408265,-65.5622397933708
t376,215.67167200427753,70.00000008941547,-103.65061769261912,0.0,0.0,0.0,4.7279190557976015e-11,0.0,0.0,-83.0,64.16612728166892,-61.88612781791578
t377,198.14055820136784,122.29460275919297,-60.310613409817456,0.0,0.0,0.0,4.704256521790699e-11,0.0,0.0,-90.0,63.402354927244204,-65.56235489825184
t378,194.25319024286216,70.00000006784725,-71.75061610257612,0.0,0.0,0.0,4.7279191473403797e-11,0.0,0.0,-103.0,64.16622206655472,-61.88622258059402
t379,194.32753930182417,127.00537964293727,-50.530616160717145,0.0,0.0,0.0,4.722099997806255e-11,0.0,0.0,-102.0,64.36116728331069,-64.30116735629413
t380,194.41428068599194,65.0000001631627,-72.75061491106896,0.0,0.0,0.0,4.727919140819098e-11,0.0,0.0,-102.0,64.16628102482422,-61.886281612827304
t381,194.58776282789336,123.0053801561687,-54.530615709690515,0.0,0.0,0.0,4.7218807612891154e-11,0.0,0.0,-98.0,64.36122864655295,-64.30122875063162
t382,194.76124423073236,65.00000030346455,-74.75061363561016,0.0,0.0,0.0,4.727919130879832e-11,0.0,0.0,-100.0,64.16630289356391,-61.88630348277842
t383,195.3312568962183,117.00537718020465,-60.53061772082582,0.0,0.0,0.0,4.7250455030987274e-11,0.0,0.0,-92.0,64.3612145024117,-64.30121205379464
t384,196.16149271748287,39.6738862335367,-89.7206131545168,0.0,0.0,0.0,4.727919109762305e-11,0.0,0.0,-85.0,64.13627620008691,-61.91627654187646
t385,196.43410663398097,79.99998497801076,-74.720614970622,0.0,0.0,0.0,4.727919074664741e-11,0.0,0.0,-80.0,65.29926657298077,-63.07926689928837
t386,196.31019153234854,35.00000204862838,-97.7206158295055,0.0,0.0,0.0,4.727919089160779e-11,0.0,0.0,-77.0,64.13625006745708,-61.91625045512303
t387,196.23584162934063,58.42520637242772,-80.72061511482798,0.0,0.0,0.0,4.7279190794484627e-11,0.0,0.0,-74.0,65.29921096893582,-63.07921141921679
t388,196.52704374301422,25.00000663079853,-101.72061500915315,0.0,0.0,0.0,4.727919080363528e-11,0.0,0.0,-73.0,64.13621020204974,-61.91621065406319
t389,196.9731405213238,76.09177286251739,-78.72061489088537,0.0,0.0,0.0,4.727919055807584e-11,0.0,0.0,-76.0,65.29914751007615,-63.07914793763287
t390,197.35727959648725,64.99999960970011,-92.75061456879402,0.0,0.0,0.0,4.727919048367532e-11,0.0,0.0,-82.0,64.16615940025386,-61.8861600316462
t391,198.26623244155948,124.29460128676521,-58.31061485697117,0.0,0.0,0.0,4.707151499446163e-11,0.0,0.0,-92.0,63.40225943402508,-65.56225938917778
t392,202.5982909267894,40.000001072236785,-70.75061675552868,0.0,0.0,0.0,4.727919094025554e-11,0.0,0.0,-104.0,64.16607642662834,-61.886077077658804
t393,212.19606304716385,80.00000396016836,-55.75061232759575,0.0,0.0,0.0,4.727919032905922e-11,0.0,0.0,-99.0,65.32896627921835,-63.04896690682578
t394,217.02097226492904,40.000000494960375,-91.25940672796229,0.0,0.0,0.0,4.7279190524296187e-11,0.0,0.0,-93.0,64.16604255285975,-61.88604339650422
t395,219.20502848754887,80.00000020719196,-76.87061384311289,0.0,0.0,0.0,4.727919011045967e-11,0.0,0.0,-83.0,65.29889762877606,-63.078897800383025
t396,220.4240495275376,40.00000029638604,-113.88651237304592,0.0,0.0,0.0,4.7279190051022634e-11,0.0,0.0,-74.0,64.13603215183495,-61.916030793197834
t397,222.58067945002162,30.00000094978271,-95.3206148118791,0.0,0.0,0.0,4.72791903479322e-11,0.0,0.0,-68.0,65.29884198563062,-63.07884249806608
t398,223.63791328759297,30.00000038792461,-122.3606004008083,0.0,0.0,0.0,4.7279190001098465e-11,0.0,0.0,-69.0,64.13602581643292,-61.91602626811695
t399,222.7264434382507,79.99999966994642,-90.62061329670742,0.0,0.0,0.0,4.7279189428350544e-11,0.0,0.0,-74.0,65.29890917696837,-63.07890955780423
t400,218.017520808678,4.6637807614660307e-7,-152.23752199063046,0.0,0.0,0.0,4.727918972776574e-11,0.0,0.0,-78.0,62.842808223678624,-60.62280876930376
t401,201.28182295212054,119.00537891087819,-58.530617269587935,0.0,0.0,0.0,4.720851898616761e-11,0.0,0.0,-94.0,64.36088921834056,-64.30088943385343
t402,197.63608979626903,65.00000011883952,-72.7506143884886,0.0,0.0,0.0,4.7279190512988214e-11,0.0,0.0,-102.0,64.16609163165313,-61.886092224024765
t403,197.6732648438343,118.78537916238795,-58.750614593914165,0.0,0.0,0.0,4.7263334361628125e-11,0.0,0.0,-96.0,65.3290787994134,-63.04907991474465
t404,197.68565624793465,65.00000008112166,-77.75061421333906,0.0,0.0,0.0,4.7279190359385085e-11,0.0,0.0,-97.0,64.16612914663143,-61.886129694780905
t405,197.6051107102727,123.00538191854835,-54.53061352709452,0.0,0.0,0.0,4.723348006139993e-11,0.0,0.0,-98.0,64.36098260759641,-64.30098255278716
t406,197.47499947299013,64.99999993046055,-75.75061616592436,0.0,0.0,0.0,4.727919035494358e-11,0.0,0.0,-99.0,64.16613830659686,-61.88613884888437
t407,197.18379728754465,80.0000007259881,-68.7506144938626,0.0,0.0,0.0,4.7279189882188906e-11,0.0,0.0,-86.0,65.3290937683393,-63.04909445210903
t408,197.4006501154671,26.271624047690253,-92.72061398152846,0.0,0.0,0.0,4.727919032451943e-11,0.0,0.0,-82.0,64.13612132303179,-61.91612174660408
t409,197.33249591985077,30.000005026953964,-70.72061425849867,0.0,0.0,0.0,4.727919038998251e-11,0.0,0.0,-84.0,65.29902969062039,-63.079030197150104
t410,197.14042685613066,29.99999982509796,-95.7206138557157,0.0,0.0,0.0,4.727919018665527e-11,0.0,0.0,-79.0,64.13611619076006,-61.91611665206619
t411,197.22716777872063,30.00000308968292,-77.72061379866913,0.0,0.0,0.0,4.7279190245116804e-11,0.0,0.0,-77.0,65.29902196053285,-63.079022452958554
t412,197.32630087343543,15.000002744490432,-97.72061647476266,0.0,0.0,0.0,4.7279190199759815e-11,0.0,0.0,-77.0,64.13610801705295,-61.91610849646612
t413,197.44402047678292,59.99999655857502,-79.72061650798832,0.0,0.0,0.0,4.727919002276384e-11,0.0,0.0,-75.0,65.29900986656645,-63.07901031538074
t414,197.4935865580601,29.999997021661763,-93.72061356258097,0.0,0.0,0.0,4.727919015908294e-11,0.0,0.0,-81.0,64.13607989585233,-61.916080391785
t415,197.69606875225458,99.99999978122034,-57.75061632368251,0.0,0.0,0.0,4.727918927403704e-11,0.0,0.0,-97.0,65.32899782930434,-63.04899840589711
t416,200.94824102503824,70.00000008185441,-67.75061295033197,0.0,0.0,0.0,4.7279190274406436e-11,0.0,0.0,-107.0,64.16605311311335,-61.88605363150469
t417,210.5307714721827,130.00000002987514,-44.750614752976844,0.0,0.0,0.0,4.727918886595439e-11,0.0,0.0,-110.0,65.32895681555696,-63.0489574114583
t418,215.1849737986054,65.00000013934054,-81.35278237856727,0.0,0.0,0.0,4.727918985497638e-11,0.0,0.0,-102.0,64.1660301800008,-61.88603080227611
t419,218.00281960872897,113.03136456966833,-62.90061395084729,0.0,0.0,0.0,4.727918152472262e-11,0.0,0.0,-97.0,65.32891996022559,-63.04892058772026
t420,219.55663940679756,40.00000079675945,-101.91651267410026,0.0,0.0,0.0,4.7279189503191913e-11,0.0,0.0,-86.0,64.16602236848662,-61.88602304856965
t421,221.76275961982194,95.40537568267163,-82.13061910422526,0.0,0.0,0.0,4.724970860388131e-11,0.0,0.0,-79.0,64.36078004441893,-64.30077839618714
t422,222.99461523460823,61.206286301883004,-116.32970623911802,0.0,0.0,0.0,4.726886897862923e-11,0.0,0.0,-75.0,64.16603465145315,-61.88603552615906
t423,222.09759244730458,80.0000003917444,-90.6506144421893,0.0,0.0,0.0,4.72791883033821e-11,0.0,0.0,-74.0,65.32893898573175,-63.04894017130174
t424,217.3823229831787,40.00000069074849,-102.65061416767855,0.0,0.0,0.0,4.727918935442442e-11,0.0,0.0,-84.0,64.16605310250513,-61.886053842132476
t425,200.60861159554975,80.00000068588037,-67.75061471322829,0.0,0.0,0.0,4.727918920079911e-11,0.0,0.0,-87.0,65.32899826759399,-63.04899891170487
t426,196.96074900115,64.99999990493276,-75.75061366285189,0.0,0.0,0.0,4.7279189729271716e-11,0.0,0.0,-99.0,64.1660949194019,-61.886095517347044
t427,197.07227310145458,126.00537849305871,-51.53061638001607,0.0,0.0,0.0,4.724949822479076e-11,0.0,0.0,-101.0,64.36094965475925,-64.30094816065343
t428,197.0536856717907,64.99999997014183,-70.75061037137104,0.0,0.0,0.0,4.727918977442375e-11,0.0,0.0,-104.0,64.16613481715957,-61.88613544022306
t429,197.14042684793387,123.7853781491645,-53.75061505905069,0.0,0.0,0.0,4.726667336645169e-11,0.0,0.0,-101.0,65.32912467297648,-63.0491257212918
t430,197.13423151083313,40.000000389981864,-74.75061605492459,0.0,0.0,0.0,4.727918970710043e-11,0.0,0.0,-100.0,64.16614252891242,-61.88614371526462
t431,197.03509864038836,79.99999985734954,-60.72061515779416,0.0,0.0,0.0,4.727918927459786e-11,0.0,0.0,-94.0,65.29909075714257,-63.07909110573556
t432,197.0350981906325,33.24075215088321,-88.72061374415429,0.0,0.0,0.0,4.727918947406448e-11,0.0,0.0,-86.0,64.13613983908681,-61.916140316072905
t433,197.1714055221729,70.00000043624705,-72.72061696928003,0.0,0.0,0.0,4.7279189054717843e-11,0.0,0.0,-82.0,65.29908676006616,-63.079087188115665
t434,197.03509854235332,15.000008171765234,-98.72061848081795,0.0,0.0,0.0,4.727918934538005e-11,0.0,0.0,-76.0,64.13613713712816,-61.91613765023291
t435,196.75009197529033,60.00000021617354,-83.72061176345014,0.0,0.0,0.0,4.727918889630158e-11,0.0,0.0,-71.0,65.29907946711567,-63.07907993775247
t436,196.72530877641964,30.00000038832599,-102.7206161948057,0.0,0.0,0.0,4.727918900516765e-11,0.0,0.0,-72.0,64.1361336605755,-61.91613410543191
t437,196.58900178178885,60.00000038530358,-83.72061470325664,0.0,0.0,0.0,4.7279188770986376e-11,0.0,0.0,-71.0,65.29906578005534,-63.07906622746917
t438,196.45889050771066,30.00000073547322,-96.7206146893183,0.0,0.0,0.0,4.727918904467282e-11,0.0,0.0,-78.0,64.13611591347072,-61.91611634572509
t439,196.37956104036678,77.44881919279395,-61.72061632853088,0.0,0.0,0.0,4.7279188828015936e-11,0.0,0.0,-93.0,65.29903046004594,-63.079030871795304
t440,197.67319322236628,40.00000039954836,-69.75061623168932,0.0,0.0,0.0,4.727918926765465e-11,0.0,0.0,-105.0,64.16608557845655,-61.88608660814991
t441,205.80006531294367,126.00537937425841,-51.53061676102318,0.0,0.0,0.0,4.720994514170208e-11,0.0,0.0,-101.0,64.36091167376036,-64.30091185332375
t442,209.52627501367928,70.0000000220006,-88.75061620288737,0.0,0.0,0.0,4.72791881330722e-11,0.0,0.0,-94.0,64.16607396755266,-61.88607455533898
t443,211.24021333083263,113.42460122927025,-69.1806143544646,0.0,0.0,0.0,4.71780626270245e-11,0.0,0.0,-87.0,63.70998537691804,-65.14998605325081
t444,212.85237765632456,65.00000013037202,-100.1506149572568,0.0,0.0,0.0,4.7279187021631115e-11,0.0,0.0,-86.0,64.16607185609921,-61.88607244608582
t445,215.7832451741972,95.4053807720849,-82.13061481032787,0.0,0.0,0.0,4.7224347525299395e-11,0.0,0.0,-79.0,64.3609072761769,-64.30090740419095
t446,217.9398251758033,65.00000001181675,-106.80061713660271,0.0,0.0,0.0,4.727918637275006e-11,0.0,0.0,-83.0,64.16608507419687,-61.886085695271106
t447,217.24520815819918,96.67459853000076,-85.93061686177089,0.0,0.0,0.0,4.7184361267109973e-11,0.0,0.0,-75.0,63.71000549332345,-65.15000378063179
t448,213.41691727322439,64.99999973152941,-100.65061386231675,0.0,0.0,0.0,4.727918654307459e-11,0.0,0.0,-86.0,64.1661121508871,-61.88611278052717
t449,197.51908522619922,99.99999783313038,-61.75061438974937,0.0,0.0,0.0,4.727918626522912e-11,0.0,0.0,-93.0,65.32913362921053,-63.049134241846204
t450,194.54439221165225,65.00000025301692,-74.75061655143003,0.0,0.0,0.0,4.7279187924244687e-11,0.0,0.0,-100.0,64.1661815415565,-61.886182119427374
t451,194.6311336112002,123.00538289414445,-54.530613458575,0.0,0.0,0.0,4.720556292446123e-11,0.0,0.0,-98.0,64.36111341553206,-64.30111362739369
t452,194.7860282093972,69.99999993435745,-74.75061581006202,0.0,0.0,0.0,4.7279187675394986e-11,0.0,0.0,-100.0,64.16622324638743,-61.88622384900225
t453,195.1639709324496,134.29460057154483,-48.310615109570854,0.0,0.0,0.0,4.716913061183397e-11,0.0,0.0,-102.0,63.402405323712046,-65.56240434516255
t454,195.68441662414537,65.00000016616484,-77.42716932206372,0.0,0.0,0.0,4.725215515812917e-11,0.0,0.0,-97.0,64.02017624639238,-62.06362237859063
t455,196.27921282974904,80.00000150613292,-62.03934983596735,0.0,0.0,0.0,4.725214939344289e-11,0.0,0.0,-92.0,65.00072333446161,-63.46199000760873
t456,196.84302908100327,34.999998141375876,-90.08860024081633,0.0,0.0,0.0,4.72521494811776e-11,0.0,0.0,-84.0,63.85073413207861,-62.26274836601162
t457,197.128035519079,40.000002056579476,-77.16492667261974,0.0,0.0,0.0,4.7252149286306763e-11,0.0,0.0,-77.0,65.05569093949256,-63.39137764052977
t458,197.2395595249855,39.99999883197978,-98.01557260251643,0.0,0.0,0.0,4.72521487956494e-11,0.0,0.0,-76.0,63.81771043873427,-62.30275337779783
t459,197.32010494551898,79.99999802142044,-81.89851436093824,0.0,0.0,0.0,4.7252148038466255e-11,0.0,0.0,-72.0,64.93872526588427,-63.54082477306483
t460,197.3758666165685,39.99999802733237,-103.06862359911949,0.0,0.0,0.0,4.725214827270611e-11,0.0,0.0,-71.0,63.841590908253195,-62.27358066410052
t461,197.29532185769185,79.99999988900787,-82.12475382060816,0.0,0.0,0.0,4.7252147678908595e-11,0.0,0.0,-72.0,65.03778876579781,-63.41365225728504
t462,197.27053845116248,64.99999951984044,-96.3330160429679,0.0,0.0,0.0,4.725214759688434e-11,0.0,0.0,-78.0,63.9773804395783,-62.11497980655059
t463,197.38570973666742,119.32407622202811,-63.28113991646762,0.0,0.0,0.0,4.703765282911239e-11,0.0,0.0,-87.0,63.372810781884866,-65.59176202439544
t464,199.38261822461595,65.0692281293498,-85.66658764200092,0.0,0.0,0.0,4.725214756885917e-11,0.0,0.0,-89.0,64.12808255737608,-61.932109894829495
t465,208.64513876996799,116.10408477435502,-66.50113087785753,0.0,0.0,0.0,4.7159061641439606e-11,0.0,0.0,-86.0,64.3314191770005,-64.33037186689381
t466,214.37139611131863,69.99999991316957,-106.53061866685835,0.0,0.0,0.0,4.721783957893953e-11,0.0,0.0,-74.0,63.16724953653461,-63.107247650329505
t467,216.9470029743539,85.17460024786278,-97.43061577822422,0.0,0.0,0.0,4.7075314500380775e-11,0.0,0.0,-58.0,63.37207133373713,-65.59207110612812
t468,219.21664273303392,46.62013506522616,-135.98508108226818,0.0,0.0,0.0,4.702868119359376e-11,0.0,0.0,-46.0,62.14782242575479,-64.36782221512125
t469,220.55608259021528,69.72459901350746,-112.88061683071956,0.0,0.0,0.0,4.711339711149464e-11,0.0,0.0,-46.0,63.37202676828541,-65.59202634566567
t470,221.69127930240603,44.27459947655382,-138.330616508869,0.0,0.0,0.0,4.7085068515914725e-11,0.0,0.0,-47.0,62.14780427661566,-64.36780401545019
t471,221.88577006555468,65.13538177794895,-112.40061425381471,0.0,0.0,0.0,4.7170748517264474e-11,0.0,0.0,-50.0,64.33078885789678,-64.33078893716147
t472,218.32670640815257,63.42460022335966,-119.1806156872734,0.0,0.0,0.0,4.710867028006756e-11,0.0,0.0,-63.0,62.14781164186443,-64.36781121869883
t473,201.70690085236228,105.32460007271229,-77.28061595284319,0.0,0.0,0.0,4.707967021231904e-11,0.0,0.0,-73.0,63.372080348034714,-65.5920800994521
t474,197.8591386902217,70.00000005656125,-88.75061233372347,0.0,0.0,0.0,4.7221270203265414e-11,0.0,0.0,-86.0,64.16605039313916,-61.88605294621229
t475,197.9210961605056,119.32459930821473,-63.2806167319372,0.0,0.0,0.0,4.706991874476248e-11,0.0,0.0,-87.0,63.372140730867535,-65.5921404767555
t476,198.0388162885685,70.00000003705001,-85.7506137512911,0.0,0.0,0.0,4.722127007437405e-11,0.0,0.0,-89.0,64.16608973981631,-61.88609214977697
t477,198.14414446412928,121.32460226524537,-61.280613859168255,0.0,0.0,0.0,4.703879519670065e-11,0.0,0.0,-89.0,63.372231850211605,-65.59223163177913
t478,197.98925000844673,70.0000000343955,-90.75061414433529,0.0,0.0,0.0,4.722126938916717e-11,0.0,0.0,-84.0,64.16612558360984,-61.8861279393168
t479,198.11316572122905,111.32459957052842,-71.28061628248163,0.0,0.0,0.0,4.7115304393861e-11,0.0,0.0,-79.0,63.37226178207061,-65.59226135144482
t480,198.1999066999425,64.99999755212313,-97.00512253049607,0.0,0.0,0.0,4.721783899116905e-11,0.0,0.0,-76.0,63.36361699348613,-62.85911130242476
t481,198.2804516516184,86.49269983377681,-77.72061246183692,0.0,0.0,0.0,4.722114581011883e-11,0.0,0.0,-77.0,65.29914248667018,-63.0791447725759
t482,198.35480140692252,63.22242561854901,-98.13333233081241,0.0,0.0,0.0,4.7217839001330875e-11,0.0,0.0,-75.0,63.42122803079842,-62.788513446284625
t483,198.30523484020017,77.03334258681258,-81.72061466673182,0.0,0.0,0.0,4.7221267081542535e-11,0.0,0.0,-73.0,65.2991453297264,-63.0791475212095
t484,198.28664735859385,24.853050273374805,-102.72061426347213,0.0,0.0,0.0,4.7221268073617105e-11,0.0,0.0,-72.0,64.13615205421762,-61.91615420215322
t485,198.31143040495883,95.58211674282813,-79.35346474991661,0.0,0.0,0.0,4.7217837133882954e-11,0.0,0.0,-74.0,64.70184660288574,-63.84899771604704
t486,198.29903909945827,65.00000054538552,-96.11444884032628,0.0,0.0,0.0,4.7217837969184755e-11,0.0,0.0,-78.0,63.87897777821116,-62.23514496140923
t487,198.18375031584475,118.32460101512905,-64.2806151213244,0.0,0.0,0.0,4.7019298583626e-11,0.0,0.0,-86.0,63.372201313726684,-65.5922011677229
t488,200.07369650914,64.99999979942945,-82.50061448606651,0.0,0.0,0.0,4.71934664192989e-11,0.0,0.0,-90.0,63.137269075423895,-63.137268975850716
t489,208.5018819119993,70.05542564878394,-67.50061481796523,0.0,0.0,0.0,4.719346351610628e-11,0.0,0.0,-85.0,64.33078282998702,-64.33078290855642
t490,212.67939466227838,40.00000005935013,-111.50061602220214,0.0,0.0,0.0,4.7193450283486456e-11,0.0,0.0,-69.0,63.13722810600744,-63.137232009751486
