BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge,Market_Buy,Market_Sell,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge,Market_Buy,Market_Sell
t1076,14.660600031981856,33.13745091584883,-0.000539635865025041,0.0,0.0,0.0,6.169291582049566e-7,49.99998765360092,-0.0,-100.0,56.11327641999713,-53.91075738144862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998765360092,-0.0,-0.0,0.0,0.0,0.0,49.99998765360092
t1077,17.224698600771877,31.57335127393472,-0.0005393859832124018,0.0,0.0,0.0,6.169264295817067e-7,49.999988192714774,-0.0,-101.0,56.11334106922869,-53.910821746544784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999988192714774,-0.0,-0.0,0.0,0.0,0.0,49.999988192714774
t1078,19.788681050498337,27.00936779676327,-0.0005388170980453799,0.0,0.0,0.0,6.169195923737379e-7,49.99998855707905,-0.0,-99.0,56.113377447285515,-53.91085803038547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998855707905,-0.0,-0.0,0.0,0.0,0.0,49.99998855707905
t1079,22.352459658802257,17.44558820081649,-0.0005380010419600834,0.0,0.0,0.0,6.169092311115174e-7,49.999984455913264,-0.0,-92.0,56.11339226747933,-53.9108730895197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999984455913264,-0.0,-0.0,0.0,0.0,0.0,49.999984455913264
t1080,24.83139850948199,6.966649888031872,-0.0005371311489451964,0.0,0.0,0.0,6.168959364611453e-7,49.99998927345337,-0.0,-84.0,56.11339192073673,-53.91087445619239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998927345337,-0.0,-0.0,0.0,0.0,0.0,49.99998927345337
t1081,22.26766693523791,0.0021717731663439925,-0.0009140660084675418,0.0,0.0,0.0,6.153699801632893e-7,49.99998829284977,-0.0,-74.0,55.87002848057501,-54.13892340978865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998829284977,-0.0,-0.0,0.0,0.0,0.0,49.99998829284977
t1082,19.703778043162163,0.0009154638866871987,-0.7033661144704749,0.0,0.0,0.0,6.140845484948468e-7,49.99998766256978,-0.0,-69.0,54.99776978184694,-54.99906682960015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998766256978,-0.0,-0.0,0.0,0.0,0.0,49.99998766256978
t1083,17.140205860507525,0.0009032733510461455,-1.1397178609821645,0.0,0.0,0.0,6.140482493680444e-7,49.99998324786448,-0.0,-66.0,54.99763695427965,-54.998997979355735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998324786448,-0.0,-0.0,0.0,0.0,0.0,49.99998324786448
t1084,14.577066736135725,0.0009107627383653737,-0.5765935060562681,0.0,0.0,0.0,6.140375422907206e-7,49.99998772418681,-0.0,-64.0,54.99760420547918,-54.998957914982086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998772418681,-0.0,-0.0,0.0,0.0,0.0,49.99998772418681
t1085,14.657890117362308,0.0022495715623792687,-0.0009232745599407552,0.0,0.0,0.0,6.152675637382654e-7,49.99998377913307,-0.0,-66.0,55.67287482465869,-54.332061523713584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998377913307,-0.0,-0.0,0.0,0.0,0.0,49.99998377913307
t1086,12.094977764453231,8.703056423435234,-0.0005199617759058214,0.0,0.0,0.0,6.168314300346077e-7,49.99998873276109,-0.0,-73.0,56.113197093536755,-53.91068204782199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998873276109,-0.0,-0.0,0.0,0.0,0.0,49.99998873276109
t1087,14.135356279132125,19.48836710868776,-0.00025649251147070984,0.0,0.0,0.0,6.168216803554511e-7,49.999987944056585,-0.0,-86.0,56.20159065126215,-53.82502635742185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999987944056585,-0.0,-0.0,0.0,0.0,0.0,49.999987944056585
t1088,39.46121548886254,0.00025463229601946987,-0.9861386893556962,0.0,0.0,0.0,5.943361119472184e-7,20.7309989881894,-0.0,-92.0,73.88544559421484,-41.0917585484235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.7309989881894,-0.0,-0.0,0.0,0.0,0.0,20.7309989881894
t1089,70.4100961129992,0.0011013408469108983,-2.5260750062981976,0.0,0.0,0.0,5.929857479425053e-7,-76.4892481113509,-0.0,-95.0,119.92805219079534,-16.323904548100426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4892481113509,-0.0,-0.0,0.0,0.0,76.4892481113509,0.0
t1090,84.80852955615445,0.001648715787762723,-5.036656866676986,0.0,0.0,0.0,5.925126587262504e-7,-102.73878799480197,-0.0,-93.0,128.8164487492675,-12.851160180338931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.73878799480197,-0.0,-0.0,0.0,0.0,102.73878799480197,0.0
t1091,89.00755490479813,0.0013064717225975918,-25.039083946164155,0.0,0.0,0.0,5.919595830497252e-7,-114.56972174298909,-0.0,-79.0,138.81583765783358,-9.215875876866614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.56972174298909,-0.0,-0.0,0.0,0.0,114.56972174298909,0.0
t1092,89.20746589225443,0.0011800981404233193,-49.98563632248096,0.0,0.0,0.0,5.917909969855174e-7,-86.16973701426069,-0.0,-78.0,135.38684655326313,-10.440097226601528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.16973701426069,-0.0,-0.0,0.0,0.0,86.16973701426069,0.0
t1093,86.30739496478084,0.0007999460681026207,-49.993319022629564,0.0,0.0,0.0,5.915205778479818e-7,-81.41993152303174,-0.0,-82.0,136.95350557650232,-9.848427961158523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.41993152303174,-0.0,-0.0,0.0,0.0,81.41993152303174,0.0
t1094,87.10803827053707,0.0008602129604269561,-49.99282058043377,0.0,0.0,0.0,5.915777342550656e-7,-89.64842898309087,-0.0,-76.0,138.0099989446278,-9.477625884045668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.64842898309087,-0.0,-0.0,0.0,0.0,89.64842898309087,0.0
t1095,80.45946087719686,0.0011664467273708522,-49.98937730988548,0.0,0.0,0.0,5.917761327905837e-7,-85.69526593431081,-0.0,-72.0,137.045654059992,-9.821620671107938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.69526593431081,-0.0,-0.0,0.0,0.0,85.69526593431081,0.0
t1096,74.00923694118146,0.002840461675798725,-5.047383214431244,0.0,0.0,0.0,5.922633015338171e-7,-105.78658968402917,-0.0,-81.0,130.19456798813823,-12.372650512732767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.78658968402917,-0.0,-0.0,0.0,0.0,105.78658968402917,0.0
t1097,44.256355451917834,0.0037372742763313103,-2.34619650901226,0.0,0.0,0.0,5.935964482898409e-7,-27.123789240709378,-0.0,-84.0,96.10023770955324,-26.89032270759692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.123789240709378,-0.0,-0.0,0.0,0.0,27.123789240709378,0.0
t1098,11.668552777046772,32.914764406037726,-0.000511340184129822,0.0,0.0,0.0,6.192671769600135e-7,49.99998816201089,-0.0,-99.0,57.25135954238087,-52.834131594736505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998816201089,-0.0,-0.0,0.0,0.0,0.0,49.99998816201089
t1099,12.685329601735647,31.11142912737521,-0.0005138600425242546,0.0,0.0,0.0,6.19247796314419e-7,49.99998239925359,-0.0,-96.0,56.11405953483367,-53.910273313096056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998239925359,-0.0,-0.0,0.0,0.0,0.0,49.99998239925359
t1100,15.501530445837137,30.29522805973709,-0.0005146642320639227,0.0,0.0,0.0,6.192450977699373e-7,49.99998781999379,-0.0,-98.0,56.114155688945125,-53.91036934844712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998781999379,-0.0,-0.0,0.0,0.0,0.0,49.99998781999379
t1101,18.31769975224606,25.479058023547736,-0.0005150608437378434,0.0,0.0,0.0,6.192402281881101e-7,49.99998891665482,-0.0,-96.0,56.11422169672265,-53.91043532646298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998891665482,-0.0,-0.0,0.0,0.0,0.0,49.99998891665482
t1102,21.133820491177314,19.662936472918425,-0.0005150524475703196,0.0,0.0,0.0,6.192339950883104e-7,49.99998970476914,-0.0,-93.0,56.11425572107636,-53.910469335583976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998970476914,-0.0,-0.0,0.0,0.0,0.0,49.99998970476914
t1103,23.949830183241527,9.846926524417203,-0.0005151060576983439,0.0,0.0,0.0,6.192212999655437e-7,49.999990175416876,-0.0,-86.0,56.11426875495894,-53.910482529960206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999990175416876,-0.0,-0.0,0.0,0.0,0.0,49.999990175416876
t1104,26.597654667892737,1.199109344285967,-0.0005185986306084057,0.0,0.0,0.0,6.191830519291531e-7,49.9999904348221,-0.0,-80.0,56.114267242370666,-53.9104850886054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.9999904348221,-0.0,-0.0,0.0,0.0,0.0,49.9999904348221
t1105,26.59691943496021,0.19985462585294744,-0.0005221042932987804,0.0,0.0,0.0,6.191412820271347e-7,49.99999030667575,-0.0,-79.0,56.11426094202386,-53.910485203026404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99999030667575,-0.0,-0.0,0.0,0.0,0.0,49.99999030667575
t1106,23.780763937521126,0.0008532797010016449,-0.9829145833694611,0.0,0.0,0.0,6.162012044466913e-7,49.99998882635657,-0.0,-75.0,56.11253934985473,-53.91121280487751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998882635657,-0.0,-0.0,0.0,0.0,0.0,49.99998882635657
t1107,20.965100444101484,0.000799108773946159,-1.1671642439704915,0.0,0.0,0.0,6.161596562570097e-7,49.999984411926434,-0.0,-72.0,56.112491456168705,-53.91119768353068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999984411926434,-0.0,-0.0,0.0,0.0,0.0,49.999984411926434
t1108,18.317182025291036,2.479575814456135,-0.0005129443864574004,0.0,0.0,0.0,6.191595679591559e-7,49.999990564162566,-0.0,-73.0,56.114198912541795,-53.91041636981266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999990564162566,-0.0,-0.0,0.0,0.0,0.0,49.999990564162566
t1109,15.50110869065317,11.295637767663493,-0.0005054598595329821,0.0,0.0,0.0,6.19190996316968e-7,49.99999034375569,-0.0,-79.0,56.11414968987161,-53.91036302994153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99999034375569,-0.0,-0.0,0.0,0.0,0.0,49.99999034375569
t1110,12.684933062277638,20.11180846177391,-0.0005004090908571704,0.0,0.0,0.0,6.191958518273585e-7,49.999989893420086,-0.0,-85.0,56.114081871685485,-53.9102948780105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999989893420086,-0.0,-0.0,0.0,0.0,0.0,49.999989893420086
t1111,18.071380436250426,32.11590172030844,-0.00023881459952166255,0.0,0.0,0.0,6.192010985772996e-7,49.99998470893029,-0.0,-103.0,56.424468043684634,-53.61148147577632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998470893029,-0.0,-0.0,0.0,0.0,0.0,49.99998470893029
t1112,41.11089352467086,0.00023362130765650405,-0.9839880325237961,0.0,0.0,0.0,5.944995902289747e-7,32.98587874119303,-0.0,-110.0,76.121255216501,-39.23425109397182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.98587874119303,-0.0,-0.0,0.0,0.0,0.0,32.98587874119303
t1113,72.95905876169853,0.0010322807484815554,-2.523045167288896,0.0,0.0,0.0,5.929888764776417e-7,-35.31620277839353,-0.0,-104.0,97.4969597730711,-28.617780891067596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.31620277839353,-0.0,-0.0,0.0,0.0,35.31620277839353,0.0
t1114,86.55835210932281,0.0017360607300703308,-5.03330387731689,0.0,0.0,0.0,5.925347834012025e-7,-92.96468997350317,-0.0,-91.0,119.25853171038501,-16.82060405022127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.96468997350317,-0.0,-0.0,0.0,0.0,92.96468997350317,0.0
t1115,89.2575369962382,0.0011762780264109648,-25.031292186694152,0.0,0.0,0.0,5.917508113959781e-7,-92.59203444298875,-0.0,-80.0,123.3848159787369,-15.020185154788749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.59203444298875,-0.0,-0.0,0.0,0.0,92.59203444298875,0.0
t1116,89.20756096965972,0.0008921892560294997,-49.99128301248548,0.0,0.0,0.0,5.914161645133644e-7,-64.59240551554156,-0.0,-75.0,117.72200196861796,-17.346744618776803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.59240551554156,-0.0,-0.0,0.0,0.0,64.59240551554156,0.0
t1117,86.30756478727973,0.0007711537725626216,-49.99352544160395,0.0,0.0,0.0,5.912794623531892e-7,-63.06874943488298,-0.0,-69.0,114.50864784573065,-18.754691441147173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.06874943488298,-0.0,-0.0,0.0,0.0,63.06874943488298,0.0
t1118,88.45763106188274,0.0007297213814423483,-49.994127671559255,0.0,0.0,0.0,5.912105226415195e-7,-67.76329816424969,-0.0,-77.0,121.8530332209751,-15.553946187521632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.76329816424969,-0.0,-0.0,0.0,0.0,67.76329816424969,0.0
t1119,81.30876449607631,0.0008365170969422845,-49.99320801439848,0.0,0.0,0.0,5.913274495824848e-7,-27.51759109448496,-0.0,-80.0,101.949407763628,-25.748187687166293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.51759109448496,-0.0,-0.0,0.0,0.0,27.51759109448496,0.0
t1120,76.0582748671257,0.002758294951866367,-5.051007044324397,0.0,0.0,0.0,5.919131966832433e-7,-38.780360343950306,-0.0,-89.0,89.83889860171226,-33.068542395470104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.780360343950306,-0.0,-0.0,0.0,0.0,38.780360343950306,0.0
t1121,45.057792603367055,0.0037648783831671223,-2.3469196830514174,0.0,0.0,0.0,5.934916777292956e-7,20.74121084470282,-0.0,-96.0,73.89563668964149,-41.35146335467056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.74121084470282,-0.0,-0.0,0.0,0.0,0.0,20.74121084470282
t1122,11.832182387749306,37.592886964109226,-0.0005306793541794998,0.0,0.0,0.0,6.179502236408787e-7,49.999984973413035,-0.0,-103.0,56.81584981238893,-53.24035150451775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999984973413035,-0.0,-0.0,0.0,0.0,0.0,49.999984973413035
t1123,12.097396147982943,36.69982673630516,-0.000533074434028763,0.0,0.0,0.0,6.179313862370425e-7,49.999976080283034,-0.0,-101.0,56.113805589759906,-53.910457988552075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999976080283034,-0.0,-0.0,0.0,0.0,0.0,49.999976080283034
t1124,14.661889246495434,31.13533307319357,-0.000534260612680095,0.0,0.0,0.0,6.179197687004359e-7,49.99998238759479,-0.0,-98.0,56.11386253069476,-53.910514974198094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998238759479,-0.0,-0.0,0.0,0.0,0.0,49.99998238759479
t1125,17.226322262310273,32.57089624491374,-0.0005341391891643802,0.0,0.0,0.0,6.179206438636313e-7,49.99998581787619,-0.0,-102.0,56.113924097138835,-53.91057627996271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998581787619,-0.0,-0.0,0.0,0.0,0.0,49.99998581787619
t1126,19.790640721347966,27.006575254441493,-0.0005340410490447295,0.0,0.0,0.0,6.179135293661735e-7,49.99998826589942,-0.0,-99.0,56.11395729123142,-53.91060948876379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998826589942,-0.0,-0.0,0.0,0.0,0.0,49.99998826589942
t1127,22.354721996452465,15.44249322448318,-0.0005339159472615803,0.0,0.0,0.0,6.178965074720957e-7,49.99998464354071,-0.0,-90.0,56.11396583237686,-53.910618289441175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998464354071,-0.0,-0.0,0.0,0.0,0.0,49.99998464354071
t1128,24.918442145067072,6.878773620477078,-0.0005337402691642141,0.0,0.0,0.0,6.17882773513803e-7,49.99998934182661,-0.0,-84.0,56.11396770046084,-53.91062106418366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998934182661,-0.0,-0.0,0.0,0.0,0.0,49.99998934182661
t1129,24.89894893958358,0.0008457353213962926,-0.9132427987428073,0.0,0.0,0.0,6.149928514391989e-7,49.999983127813216,-0.0,-74.0,55.00503044967644,-54.991551958990144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999983127813216,-0.0,-0.0,0.0,0.0,0.0,49.999983127813216
t1130,22.352286025188608,0.0009976061927519332,-0.0046079973652227635,0.0,0.0,0.0,6.152580692290103e-7,49.99998803156827,-0.0,-73.0,55.32615706273873,-54.67480272216669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998803156827,-0.0,-0.0,0.0,0.0,0.0,49.99998803156827
t1131,19.788725987655145,0.0008183545441436638,-0.8019793189008768,0.0,0.0,0.0,6.14965887809611e-7,49.999983417004465,-0.0,-69.0,55.00454727691047,-54.9920822224873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999983417004465,-0.0,-0.0,0.0,0.0,0.0,49.999983417004465
t1132,17.22541074466164,0.5718245402137199,-0.0005367758043797629,0.0,0.0,0.0,6.178109105024585e-7,49.99998972950344,-0.0,-70.0,56.11389579979251,-53.910566034750985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998972950344,-0.0,-0.0,0.0,0.0,0.0,49.99998972950344
t1133,14.661396396136062,3.135822071722893,-0.000529200654675961,0.0,0.0,0.0,6.178326636240219e-7,49.999985042674616,-0.0,-70.0,56.11384834190864,-53.9105091599548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999985042674616,-0.0,-0.0,0.0,0.0,0.0,49.999985042674616
t1134,12.09705927815498,9.700145206510872,-0.0005206703172717912,0.0,0.0,0.0,6.17851567415111e-7,49.99998909075052,-0.0,-74.0,56.113756030586,-53.91041093213072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998909075052,-0.0,-0.0,0.0,0.0,0.0,49.99998909075052
t1135,16.68582848369257,15.588952255528113,-0.00026319949705714163,0.0,0.0,0.0,6.178396992438668e-7,49.999987966159516,-0.0,-85.0,56.379582944517466,-53.65406931818165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999987966159516,-0.0,-0.0,0.0,0.0,0.0,49.999987966159516
t1136,40.710844225163875,0.0002587597684771067,-0.9766945778953275,0.0,0.0,0.0,5.957374705618807e-7,0.8943194004452947,-0.0,-88.0,81.95858575851042,-34.58729158975857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8943194004452947,-0.0,-0.0,0.0,0.0,0.0,0.8943194004452947
t1137,71.90947051792847,0.0006977864565395102,-2.527167892867438,0.0,0.0,0.0,5.930627286553299e-7,-97.71370715292821,-0.0,-81.0,124.27596373504639,-14.94523501463293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.71370715292821,-0.0,-0.0,0.0,0.0,97.71370715292821,0.0
t1138,86.8584762995911,0.0013642396941296831,-5.04030623322211,0.0,0.0,0.0,5.924740292254007e-7,-136.12928850942953,-0.0,-68.0,133.64249051435607,-11.332714331223645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.12928850942953,-0.0,-0.0,0.0,0.0,136.12928850942953,0.0
t1139,89.35786451969429,0.0012178160903073484,-25.032275974224973,0.0,0.0,0.0,5.919504298679846e-7,-130.70785339268983,-0.0,-58.0,135.1407345358809,-10.759670036125229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.70785339268983,-0.0,-0.0,0.0,0.0,130.70785339268983,0.0
t1140,89.20784016547479,0.0008864124405580862,-49.99131288770673,0.0,0.0,0.0,5.916473026019098e-7,-108.929518930893,-0.0,-52.0,133.16729849144255,-11.455171269950803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.929518930893,-0.0,-0.0,0.0,0.0,108.929518930893,0.0
t1141,86.30778620067883,0.0007620773048593143,-49.99352573031426,0.0,0.0,0.0,5.91525018150075e-7,-110.9852950656457,-0.0,-49.0,134.53579117431835,-10.865496675372146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.9852950656457,-0.0,-0.0,0.0,0.0,110.9852950656457,0.0
t1142,87.60721900710462,0.0007503654652322124,-49.993824098199724,0.0,0.0,0.0,5.915120828892716e-7,-110.14142267800004,-0.0,-50.0,133.70181793340996,-11.174518548810541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.14142267800004,-0.0,-0.0,0.0,0.0,110.14142267800004,0.0
t1143,79.80782298414863,0.0008794637423283742,-49.992623423159294,0.0,0.0,0.0,5.916509024024333e-7,-91.65608621067074,-0.0,-50.0,126.06470370210278,-14.224679047131307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.65608621067074,-0.0,-0.0,0.0,0.0,91.65608621067074,0.0
t1144,64.31183078386086,0.0029489558227951858,-5.045843681170978,0.0,0.0,0.0,5.924206389203607e-7,-104.39316207349327,-0.0,-60.0,121.20835247862775,-16.084104483720438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.39316207349327,-0.0,-0.0,0.0,0.0,104.39316207349327,0.0
t1145,37.21029303287038,0.003541206875065644,-2.3472048102486487,0.0,0.0,0.0,5.937583203259658e-7,-30.059489571094353,-0.0,-71.0,94.2100824836343,-28.017200363595293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.059489571094353,-0.0,-0.0,0.0,0.0,30.059489571094353,0.0
t1146,7.053363553755219,29.50943361684007,-0.0005812127205390856,0.0,0.0,0.0,6.154052681364534e-7,49.99997855314951,-0.0,-91.0,57.25497217337836,-52.81714472787631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99997855314951,-0.0,-0.0,0.0,0.0,0.0,49.99997855314951
t1147,6.290488172241875,31.51764522420094,-0.0005840272382004313,0.0,0.0,0.0,6.153926803894256e-7,49.99997232408392,-0.0,-90.0,56.10627592563296,-53.913784124925854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99997232408392,-0.0,-0.0,0.0,0.0,0.0,49.99997232408392
t1148,6.6774233405357855,32.13069850725615,-0.0005848709629403316,0.0,0.0,0.0,6.153894793140418e-7,49.999978375206524,-0.0,-91.0,56.106390057946726,-53.9138874041992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999978375206524,-0.0,-0.0,0.0,0.0,0.0,49.999978375206524
t1149,7.064297527866259,34.743810268208264,-0.0005845624189300387,0.0,0.0,0.0,6.153875595402558e-7,49.999974812195425,-0.0,-94.0,56.10646246345431,-53.913947015358005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999974812195425,-0.0,-0.0,0.0,0.0,0.0,49.999974812195425
t1150,7.4511037278776575,29.357000345499536,-0.0005847647384283428,0.0,0.0,0.0,6.153718745807732e-7,49.99998128592462,-0.0,-89.0,56.106484303368774,-53.91396689210317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998128592462,-0.0,-0.0,0.0,0.0,0.0,49.99998128592462
t1151,7.837796740816122,21.970301031762205,-0.0005845634838560051,0.0,0.0,0.0,6.153518857134638e-7,49.99998708035836,-0.0,-82.0,56.106485445852684,-53.913967729363605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998708035836,-0.0,-0.0,0.0,0.0,0.0,49.99998708035836
t1152,8.224193817112731,19.583904473092428,-0.0005834417921472487,0.0,0.0,0.0,6.15342008388103e-7,49.99998771421074,-0.0,-80.0,56.10647434318132,-53.91395889982691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998771421074,-0.0,-0.0,0.0,0.0,0.0,49.99998771421074
t1153,8.222553361638468,4.585699393103627,-0.000586486621593227,0.0,0.0,0.0,6.1530665739804e-7,49.99998729969802,-0.0,-65.0,56.10631681621086,-53.913952377816734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998729969802,-0.0,-0.0,0.0,0.0,0.0,49.99998729969802
t1154,7.836081581914209,0.01763319715783225,-0.000619351893284884,0.0,0.0,0.0,6.151096757969636e-7,49.999987735131015,-0.0,-60.0,56.080790655171455,-53.933855811000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999987735131015,-0.0,-0.0,0.0,0.0,0.0,49.999987735131015
t1155,7.449402749558152,0.015505044814799893,-0.0006283915619805649,0.0,0.0,0.0,6.150429369021796e-7,49.999983125003034,-0.0,-58.0,55.267885273640694,-54.73213430668086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999983125003034,-0.0,-0.0,0.0,0.0,0.0,49.999983125003034
t1156,7.062613317724015,0.0013212460278194454,-0.0012339894059575462,0.0,0.0,0.0,6.134490830263597e-7,49.99998639019688,-0.0,-57.0,54.96553683165791,-55.0282057880185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99998639019688,-0.0,-0.0,0.0,0.0,0.0,49.99998639019688
t1157,6.676367112081993,0.01985252852635505,-0.0006171096271232715,0.0,0.0,0.0,6.15045197736428e-7,49.999987261675074,-0.0,-58.0,55.654224323463794,-54.34979667394346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999987261675074,-0.0,-0.0,0.0,0.0,0.0,49.999987261675074
t1158,6.289827605109919,2.5193406828164466,-0.0005767560925197488,0.0,0.0,0.0,6.152148099414293e-7,49.999986909186624,-0.0,-61.0,56.105414367455076,-53.91397536651155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999986909186624,-0.0,-0.0,0.0,0.0,0.0,49.999986909186624
