BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge,Market_Buy,Market_Sell,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge,Market_Buy,Market_Sell
t6596,30.982178631389537,48.83813707608472,-0.0013790485285361483,0.0,0.0,0.0,5.995387331415035e-7,49.99970104925026,-0.0,-132.0,56.09989265958792,-53.91851291109191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99970104925026,-0.0,-0.0,0.0,0.0,0.0,49.99970104925026
t6597,34.62387517661379,33.197343256019394,-0.0014745690424064772,0.0,0.0,0.0,5.993909358412539e-7,49.99988678363519,-0.0,-120.0,56.099176445005554,-53.91878963523254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99988678363519,-0.0,-0.0,0.0,0.0,0.0,49.99988678363519
t6598,37.18658615828624,25.634553063539048,-0.0014723367607630423,0.0,0.0,0.0,5.9938707298801e-7,49.99991278864597,-0.0,-115.0,56.099262582076946,-53.91882479871601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99991278864597,-0.0,-0.0,0.0,0.0,0.0,49.99991278864597
t6599,39.721755376287405,16.099324122684905,-0.0014680927509257609,0.0,0.0,0.0,5.993846581290803e-7,49.99992260985666,-0.0,-108.0,56.09931326888409,-53.91882982779653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992260985666,-0.0,-0.0,0.0,0.0,0.0,49.99992260985666
t6600,36.9940768518728,3.827213151087746,-0.0014731725547959436,0.0,0.0,0.0,5.993676046310149e-7,49.999929664581785,-0.0,-93.0,56.09916117442428,-53.91889021203235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999929664581785,-0.0,-0.0,0.0,0.0,0.0,49.999929664581785
t6601,32.991404934604276,0.022261838711048032,-0.001614010056333381,0.0,0.0,0.0,5.992468711512848e-7,49.9999292475261,-0.0,-84.0,55.49558088329001,-54.50754543644852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.9999292475261,-0.0,-0.0,0.0,0.0,0.0,49.9999292475261
t6602,28.98889404795549,0.00917154134478258,-0.0019183234177648167,0.0,0.0,0.0,5.990640050529827e-7,49.99993022322463,-0.0,-79.0,55.00173821107675,-54.99779824230474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993022322463,-0.0,-0.0,0.0,0.0,0.0,49.99993022322463
t6603,26.537115069703574,0.023826575675134333,-0.0015962302704850507,0.0,0.0,0.0,5.992436283044603e-7,49.9999377227727,-0.0,-77.0,55.220501295044684,-54.77976697520171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.9999377227727,-0.0,-0.0,0.0,0.0,0.0,49.9999377227727
t6604,24.810040505045855,0.04102274637397783,-0.0015254027990500162,0.0,0.0,0.0,5.992884954951086e-7,49.99993869580564,-0.0,-77.0,56.08273018328525,-53.93218927003274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993869580564,-0.0,-0.0,0.0,0.0,0.0,49.99993869580564
t6605,20.824445944655295,4.996588153198336,-0.001416672010656281,0.0,0.0,0.0,5.993626991470117e-7,49.99993864647995,-0.0,-78.0,56.09913163812645,-53.918670252858654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993864647995,-0.0,-0.0,0.0,0.0,0.0,49.99993864647995
t6606,17.42583180588297,17.394791794654882,-0.0013773791968931907,0.0,0.0,0.0,5.99375255088255e-7,49.999933337546125,-0.0,-87.0,56.099298229085676,-53.91845920172574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999933337546125,-0.0,-0.0,0.0,0.0,0.0,49.999933337546125
t6607,32.12369233677513,14.696584039221321,-0.0010169625317470996,0.0,0.0,0.0,5.993645606558343e-7,49.99991930108255,-0.0,-99.0,56.09917945413784,-53.91833901819449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99991930108255,-0.0,-0.0,0.0,0.0,0.0,49.99991930108255
t6608,43.584317670222404,0.0010875138936039764,-0.9780960808158861,0.0,0.0,0.0,5.95216962870501e-7,17.459540918317128,-0.0,-99.0,76.7158807696855,-37.7827088146944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.459540918317128,-0.0,-0.0,0.0,0.0,0.0,17.459540918317128
t6609,67.00904989034092,0.0011482681523083465,-2.5341700684222896,0.0,0.0,0.0,5.938801274296255e-7,-82.30321594803914,-0.0,-102.0,131.63315563396685,-11.805945798093695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.30321594803914,-0.0,-0.0,0.0,0.0,82.30321594803914,0.0
t6610,84.50756711421107,0.0010548052760069025,-49.98415630156398,0.0,0.0,0.0,5.932673060212123e-7,-73.91346555858702,-0.0,-104.0,148.94220236258369,-5.553180443428839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.91346555858702,-0.0,-0.0,0.0,0.0,73.91346555858702,0.0
t6611,90.05621819144844,0.0009114461376289369,-49.99021761384465,0.0,0.0,0.0,5.930658383652768e-7,-102.72567276066067,-0.0,-81.0,149.13536725738444,-5.4765845414642556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.72567276066067,-0.0,-0.0,0.0,0.0,102.72567276066067,0.0
t6612,88.85483030040426,0.0010134537553200733,-49.989107341551644,0.0,0.0,0.0,5.931398578657468e-7,-85.68374147905702,-0.0,-92.0,145.60506936426498,-6.788042319036396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.68374147905702,-0.0,-0.0,0.0,0.0,85.68374147905702,0.0
t6613,85.19999697277929,0.0013154303051505214,-49.9827612322535,0.0,0.0,0.0,5.933046382612593e-7,-76.43749900722648,-0.0,-93.0,142.18009615516561,-7.961126340168804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.43749900722648,-0.0,-0.0,0.0,0.0,76.43749900722648,0.0
t6614,85.60216606987333,0.0017140605487995482,-25.03200757213573,0.0,0.0,0.0,5.934143149243655e-7,-94.65945112582958,-0.0,-99.0,141.4452877384973,-8.357687192543123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.65945112582958,-0.0,-0.0,0.0,0.0,94.65945112582958,0.0
t6615,81.65563463921123,0.0021625364037498093,-5.041735389268248,0.0,0.0,0.0,5.935795858226636e-7,-100.5217519175349,-0.0,-110.0,142.11594299797318,-8.210230888686853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5217519175349,-0.0,-0.0,0.0,0.0,100.5217519175349,0.0
t6616,73.80709891090441,0.002310181076501541,-5.035301713990276,0.0,0.0,0.0,5.936899364683556e-7,-92.69020972733186,-0.0,-112.0,143.56478265759984,-7.648658330297578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.69020972733186,-0.0,-0.0,0.0,0.0,92.69020972733186,0.0
t6617,55.52254753649228,0.0025405343156960705,-2.364859025697155,0.0,0.0,0.0,5.939098287146392e-7,-67.03310917973586,-0.0,-112.0,136.28679536331165,-10.413893250945618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.03310917973586,-0.0,-0.0,0.0,0.0,67.03310917973586,0.0
t6618,21.695757852188137,0.0033162773267482477,-0.005201986531678504,0.0,0.0,0.0,5.960895993514301e-7,28.35967508566227,-0.0,-118.0,95.34649206539784,-27.40001731856261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.35967508566227,-0.0,-0.0,0.0,0.0,0.0,28.35967508566227
t6619,14.850472132055366,46.12164992733153,-0.001275580810145821,0.0,0.0,0.0,6.004427838991323e-7,49.9998854970901,-0.0,-115.0,57.04983935214789,-53.02055330741079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.9998854970901,-0.0,-0.0,0.0,0.0,0.0,49.9998854970901
t6620,17.45452611781171,30.34526574571102,-0.0013139309006491785,0.0,0.0,0.0,6.003845859929061e-7,49.999894155816754,-0.0,-100.0,56.1124819677626,-53.910836035537436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999894155816754,-0.0,-0.0,0.0,0.0,0.0,49.999894155816754
t6621,20.058525728396763,41.74121857680365,-0.0013097985750239864,0.0,0.0,0.0,6.003975235655004e-7,49.99992926730657,-0.0,-114.0,56.11260389088902,-53.910949644353934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992926730657,-0.0,-0.0,0.0,0.0,0.0,49.99992926730657
t6622,22.662430015999497,31.13732066612244,-0.001316232942687636,0.0,0.0,0.0,6.003820868570962e-7,49.999935899438846,-0.0,-106.0,56.11264740261411,-53.91099973064251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999935899438846,-0.0,-0.0,0.0,0.0,0.0,49.999935899438846
t6623,25.2660964277123,16.533651153700347,-0.0013166146808744695,0.0,0.0,0.0,6.003714841161963e-7,49.99994132713079,-0.0,-94.0,56.11267243797501,-53.91102671107835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99994132713079,-0.0,-0.0,0.0,0.0,0.0,49.99994132713079
t6624,27.842722893588757,7.957023849577085,-0.0013153175036922293,0.0,0.0,0.0,6.003595121782047e-7,49.99994468697899,-0.0,-88.0,56.11267483610736,-53.91103292789572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99994468697899,-0.0,-0.0,0.0,0.0,0.0,49.99994468697899
t6625,27.848519184172964,1.9512890613805394,-0.0013329832648834126,0.0,0.0,0.0,6.003291709398533e-7,49.999946087163906,-0.0,-82.0,56.11263022704675,-53.91103355553713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999946087163906,-0.0,-0.0,0.0,0.0,0.0,49.999946087163906
t6626,25.26931515988079,0.0022236559112997325,-0.44671436944688636,0.0,0.0,0.0,5.992927337558379e-7,49.99993325311728,-0.0,-77.0,56.096198992585585,-53.92093866997936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993325311728,-0.0,-0.0,0.0,0.0,0.0,49.99993325311728
t6627,22.66955698234191,0.0021102267593465815,-1.8405377316053193,0.0,0.0,0.0,5.992551704011468e-7,49.99994147952472,-0.0,-73.0,56.09257344908441,-53.92362638394818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99994147952472,-0.0,-0.0,0.0,0.0,0.0,49.99994147952472
t6628,20.068555339976623,1.7312597182086,-0.0013190113140180816,0.0,0.0,0.0,6.003072096670876e-7,49.99995131317256,-0.0,-74.0,56.11255368970381,-53.91098302865046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99995131317256,-0.0,-0.0,0.0,0.0,0.0,49.99995131317256
t6629,17.464776783145908,6.334935417975998,-0.0012751227468131118,0.0,0.0,0.0,6.003364582340873e-7,49.999950697413325,-0.0,-76.0,56.112555557400256,-53.91092531215693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999950697413325,-0.0,-0.0,0.0,0.0,0.0,49.999950697413325
t6630,15.512250298900602,18.287426307967216,-0.0012462998698837679,0.0,0.0,0.0,6.003468746836622e-7,49.99994782618038,-0.0,-86.0,56.1124833185189,-53.9108423020128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99994782618038,-0.0,-0.0,0.0,0.0,0.0,49.99994782618038
t6631,33.106324078710536,14.692987122032644,-0.0008645544225682841,0.0,0.0,0.0,6.003441398788861e-7,49.99993727457538,-0.0,-100.0,56.11237015710046,-53.91073436410537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993727457538,-0.0,-0.0,0.0,0.0,0.0,49.99993727457538
t6632,47.3383813435744,0.0009269683642644658,-0.9754198670909564,0.0,0.0,0.0,5.951509570259131e-7,7.257066758612258,-0.0,-92.0,76.37261408452991,-37.99354731122148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.257066758612258,-0.0,-0.0,0.0,0.0,0.0,7.257066758612258
t6633,69.56348900139756,0.001295471839506419,-2.344442624122886,0.0,0.0,0.0,5.938814440052234e-7,-94.35794182386965,-0.0,-93.0,131.99688126577763,-11.859259312997754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.35794182386965,-0.0,-0.0,0.0,0.0,94.35794182386965,0.0
t6634,84.95695793015587,0.0008577094080332878,-49.98963518189875,0.0,0.0,0.0,5.9240653247119e-7,-88.65126278619435,-0.0,-88.0,147.68753550435932,-6.004431196263754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.65126278619435,-0.0,-0.0,0.0,0.0,88.65126278619435,0.0
t6635,87.95490834181668,0.0009560265468431715,-49.988605223109516,0.0,0.0,0.0,5.922859440327457e-7,-106.85133789671585,-0.0,-74.0,148.57393604136712,-5.689835310030439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.85133789671585,-0.0,-0.0,0.0,0.0,106.85133789671585,0.0
t6636,86.3041967614416,0.000902127512202737,-49.991280419228204,0.0,0.0,0.0,5.922285707189483e-7,-92.92846176112114,-0.0,-83.0,146.1296645108041,-6.514999239597144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.92846176112114,-0.0,-0.0,0.0,0.0,92.92846176112114,0.0
t6637,82.65454657392883,0.001149101279071897,-49.98804952203989,0.0,0.0,0.0,5.924000168711343e-7,-76.51512427812936,-0.0,-90.0,141.86983996802917,-8.022339863521747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.51512427812936,-0.0,-0.0,0.0,0.0,76.51512427812936,0.0
t6638,84.05564760631269,0.0019256991429581348,-24.856691518024668,0.0,0.0,0.0,5.926112674645448e-7,-98.36217764391367,-0.0,-99.0,145.04972116406518,-6.8884033283684545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.36217764391367,-0.0,-0.0,0.0,0.0,98.36217764391367,0.0
t6639,82.1103919474287,0.0019313408146296672,-5.2237237012271045,0.0,0.0,0.0,5.926131121711176e-7,-91.55999426623552,-0.0,-120.0,142.57702729554376,-7.9056106373940755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.55999426623552,-0.0,-0.0,0.0,0.0,91.55999426623552,0.0
t6640,83.05922959756619,0.002308504469425269,-5.0481271675413515,0.0,0.0,0.0,5.927557580450459e-7,-89.32025697363078,-0.0,-131.0,148.12114889825511,-5.814280880478402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.32025697363078,-0.0,-0.0,0.0,0.0,89.32025697363078,0.0
t6641,65.00439796983758,0.003166742592152784,-2.528021412744244,0.0,0.0,0.0,5.931778224705721e-7,-58.37645448699248,-0.0,-138.0,141.931583328025,-8.034650162593818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.37645448699248,-0.0,-0.0,0.0,0.0,58.37645448699248,0.0
t6642,36.7551270083547,0.0035421968749820925,-0.006746551314677491,0.0,0.0,0.0,5.955334332914194e-7,35.04455854753047,-0.0,-139.0,94.7559934975435,-27.552452723233927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.04455854753047,-0.0,-0.0,0.0,0.0,0.0,35.04455854753047
t6643,34.15403379800039,49.99955255713783,-6.0818975619810836e-5,0.0,0.0,0.0,6.200116317240714e-7,49.999987583622186,-0.0,-138.0,56.95582560372574,-53.109320722985174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999987583622186,-0.0,-0.0,0.0,0.0,0.0,49.999987583622186
t6644,33.67297259956974,43.506919776731344,-0.001498844853290012,0.0,0.0,0.0,5.992883441256345e-7,49.99985418135757,-0.0,-128.0,55.41188588121607,-54.59011557263275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99985418135757,-0.0,-0.0,0.0,0.0,0.0,49.99985418135757
t6645,33.340429257891294,33.93187506980685,-0.0015069117257431634,0.0,0.0,0.0,5.9927274093496e-7,49.99989653404416,-0.0,-118.0,55.36549955707925,-54.63617548555731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99989653404416,-0.0,-0.0,0.0,0.0,0.0,49.99989653404416
t6646,33.476462676502905,25.813909649440028,-0.001506344050597741,0.0,0.0,0.0,5.992695547449986e-7,49.99991130126808,-0.0,-110.0,55.35646810259081,-54.64522736410214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99991130126808,-0.0,-0.0,0.0,0.0,0.0,49.99991130126808
t6647,34.28769251071083,15.027066043818705,-0.0015041990014049368,0.0,0.0,0.0,5.992633455578762e-7,49.9999215287407,-0.0,-100.0,55.34423151489579,-54.65738937737528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.9999215287407,-0.0,-0.0,0.0,0.0,0.0,49.9999215287407
t6648,33.16517395556567,7.194553226711232,-0.0015012420098426443,0.0,0.0,0.0,5.992576351379932e-7,49.99992676747655,-0.0,-91.0,55.321640134785326,-54.67977482061332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992676747655,-0.0,-0.0,0.0,0.0,0.0,49.99992676747655
t6649,29.897386400874105,6.488145484316593,-0.0014948940578128527,0.0,0.0,0.0,5.992534910744566e-7,49.99992926970539,-0.0,-87.0,55.30867354613214,-54.69262178499717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992926970539,-0.0,-0.0,0.0,0.0,0.0,49.99992926970539
t6650,26.547060876973283,2.9580568237400406,-0.001493068857716675,0.0,0.0,0.0,5.99242194852419e-7,49.99993462092937,-0.0,-80.0,55.24861291309429,-54.75215414380032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993462092937,-0.0,-0.0,0.0,0.0,0.0,49.99993462092937
t6651,23.703523993718292,4.756713069737521,-0.0014788000548865564,0.0,0.0,0.0,5.992429833209968e-7,49.999940957550734,-0.0,-79.0,55.271127480967166,-54.729808679827656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999940957550734,-0.0,-0.0,0.0,0.0,0.0,49.999940957550734
t6652,20.648776276059476,3.8678965878610527,-0.0014683758587364015,0.0,0.0,0.0,5.992333849397502e-7,49.9999411373008,-0.0,-75.0,55.242768427681355,-54.75789603088978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.9999411373008,-0.0,-0.0,0.0,0.0,0.0,49.9999411373008
t6653,17.68347482673217,6.8035645580550925,-0.0014448819546597244,0.0,0.0,0.0,5.992303949765556e-7,49.999939842655614,-0.0,-75.0,55.257603515659554,-54.74311983898971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999939842655614,-0.0,-0.0,0.0,0.0,0.0,49.999939842655614
t6654,14.93315428927888,12.568065484665347,-0.0014065828709316727,0.0,0.0,0.0,5.992256402401157e-7,49.99993662918326,-0.0,-78.0,55.25039371376845,-54.75012438311395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993662918326,-0.0,-0.0,0.0,0.0,0.0,49.99993662918326
t6655,30.953381691533203,1.8651966233058421,-0.0010392850565918385,0.0,0.0,0.0,5.99143588430011e-7,49.99992117420138,-0.0,-83.0,55.091070187472106,-54.908510676139315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992117420138,-0.0,-0.0,0.0,0.0,0.0,49.99992117420138
t6656,43.6127796901974,0.0010217050344623576,-0.984020263279792,0.0,0.0,0.0,5.948061010928533e-7,7.626230213670337,-0.0,-85.0,74.16154865193252,-39.41753802034784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.626230213670337,-0.0,-0.0,0.0,0.0,0.0,7.626230213670337
t6657,70.85758063582334,0.0012944953725050586,-2.5308231310733307,0.0,0.0,0.0,5.937738499495475e-7,-109.22811767804556,-0.0,-76.0,129.58808063569245,-12.687992979409323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.22811767804556,-0.0,-0.0,0.0,0.0,109.22811767804556,0.0
t6658,87.9557787057416,0.0011558097397832492,-49.97868413458178,0.0,0.0,0.0,5.931171351697841e-7,-100.0580351428932,-0.0,-79.0,147.29512345684293,-6.215316715872833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0580351428932,-0.0,-0.0,0.0,0.0,100.0580351428932,0.0
t6659,91.2057788829414,0.0012107149707645897,-49.98207876968697,0.0,0.0,0.0,5.930256306596859e-7,-110.16833358652322,-0.0,-72.0,147.1268505272153,-6.183405789755225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.16833358652322,-0.0,-0.0,0.0,0.0,110.16833358652322,0.0
t6660,89.70499085906474,0.0011365755351224614,-49.987218950003935,0.0,0.0,0.0,5.929789247753531e-7,-98.50978131283046,-0.0,-80.0,145.5165644083981,-6.725669601062084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.50978131283046,-0.0,-0.0,0.0,0.0,98.50978131283046,0.0
t6661,86.00551939044627,0.0011610825722685079,-49.987472150755195,0.0,0.0,0.0,5.92985680339173e-7,-87.91113881779374,-0.0,-83.0,142.64384844312033,-7.751895968535604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.91113881779374,-0.0,-0.0,0.0,0.0,87.91113881779374,0.0
t6662,86.6070347429008,0.0016919344196309654,-25.047274096778658,0.0,0.0,0.0,5.931552433511403e-7,-107.4948699071125,-0.0,-90.0,143.4022009055374,-7.468761600175778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.4948699071125,-0.0,-0.0,0.0,0.0,107.4948699071125,0.0
t6663,85.25717185927176,0.0020362595452597587,-5.048409764917203,0.0,0.0,0.0,5.932941741727449e-7,-115.65275907465482,-0.0,-102.0,144.52464960753818,-7.082666908292271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.65275907465482,-0.0,-0.0,0.0,0.0,115.65275907465482,0.0
t6664,73.60746595975598,0.002247123699359927,-5.042350238678103,0.0,0.0,0.0,5.934599399424895e-7,-103.74789496875931,-0.0,-105.0,146.55388241268287,-6.373328310415987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.74789496875931,-0.0,-0.0,0.0,0.0,103.74789496875931,0.0
t6665,47.956606360220384,0.003156106894261765,-2.3459072582049023,0.0,0.0,0.0,5.94186083119457e-7,-60.843253234709245,-0.0,-114.0,138.52695577100974,-9.297535767772267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.843253234709245,-0.0,-0.0,0.0,0.0,60.843253234709245,0.0
t6666,14.394344976512857,0.0034536855152637602,-0.005342892913170029,0.0,0.0,0.0,5.958312905360867e-7,34.829480102849885,-0.0,-117.0,95.13968306927248,-27.361596965484832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.829480102849885,-0.0,-0.0,0.0,0.0,0.0,34.829480102849885
t6667,9.713599500405875,42.57543033113668,-0.0014332431921915997,0.0,0.0,0.0,5.993636335773682e-7,49.999809096912664,-0.0,-106.0,56.883503593011866,-53.17089125666642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999809096912664,-0.0,-0.0,0.0,0.0,0.0,49.999809096912664
t6668,12.277853715780253,41.540058601612714,-0.0014490143783513583,0.0,0.0,0.0,5.993493080028829e-7,49.99969749352366,-0.0,-106.0,56.100996094015926,-53.917138868930806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99969749352366,-0.0,-0.0,0.0,0.0,0.0,49.99969749352366
t6669,14.841989277541908,38.975740793370925,-0.00145591175520979,0.0,0.0,0.0,5.993361510566953e-7,49.99989074951992,-0.0,-106.0,56.101079997516706,-53.917226884558055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99989074951992,-0.0,-0.0,0.0,0.0,0.0,49.99989074951992
t6670,17.40596576573585,30.411760451256463,-0.0014594408268752725,0.0,0.0,0.0,5.993298197926933e-7,49.999915003286354,-0.0,-100.0,56.101117950502335,-53.91728170823228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999915003286354,-0.0,-0.0,0.0,0.0,0.0,49.999915003286354
t6671,19.96973110888132,20.84799594579914,-0.0014588203098551099,0.0,0.0,0.0,5.993289738041194e-7,49.99992091822587,-0.0,-93.0,56.10113834805894,-53.91730947883729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992091822587,-0.0,-0.0,0.0,0.0,0.0,49.99992091822587
t6672,22.533120603768523,8.284661302466054,-0.0014588560342813207,0.0,0.0,0.0,5.993252718706177e-7,49.99992696826968,-0.0,-83.0,56.10109068580964,-53.917322682323814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992696826968,-0.0,-0.0,0.0,0.0,0.0,49.99992696826968
t6673,22.453195006155156,7.364606497896217,-0.0014521562415467418,0.0,0.0,0.0,5.99323616938583e-7,49.99992787045652,-0.0,-82.0,56.10107028743958,-53.91732948373496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992787045652,-0.0,-0.0,0.0,0.0,0.0,49.99992787045652
t6674,19.889769973930207,4.928150534178467,-0.0014470428745729188,0.0,0.0,0.0,5.993111568749484e-7,49.99992786461262,-0.0,-77.0,56.100965492997446,-53.9173488007939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992786461262,-0.0,-0.0,0.0,0.0,0.0,49.99992786461262
t6675,17.325985440673477,4.492041699374003,-0.0014372872686129207,0.0,0.0,0.0,5.993007637627201e-7,49.99993409305612,-0.0,-74.0,56.10085262551468,-53.917358549248966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993409305612,-0.0,-0.0,0.0,0.0,0.0,49.99993409305612
t6676,14.761984563257258,2.056768944862638,-0.001434241658669308,0.0,0.0,0.0,5.992860282754106e-7,49.99993471471333,-0.0,-69.0,56.10033187989375,-53.917567838885454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993471471333,-0.0,-0.0,0.0,0.0,0.0,49.99993471471333
t6677,12.197843871794174,2.6210193525676315,-0.0014088748341241747,0.0,0.0,0.0,5.992770963457105e-7,49.99993581879353,-0.0,-67.0,56.10017838099833,-53.91755052710096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993581879353,-0.0,-0.0,0.0,0.0,0.0,49.99993581879353
t6678,10.13404596341315,10.683726861826191,-0.0009783041347177913,0.0,0.0,0.0,5.992820678585447e-7,49.99993446458863,-0.0,-73.0,56.100506133886796,-53.91721596865759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993446458863,-0.0,-0.0,0.0,0.0,0.0,49.99993446458863
