Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,Total
t2744,6.076264729960471e-7,1.7638529231987258e-6,1.50608978056543,1.5060921520448263
t2745,4.7499986843053324e-7,1.421205137733074e-6,0.00023662021116303993,0.00023851641616920354
t2746,3.4093137104178336e-7,1.228974410186421e-6,8.616842854276922e-5,8.773833432399742e-5
t2747,2.495714296149909e-7,1.0863250632101729e-6,5.048446494608198e-5,5.1820361438907146e-5
t2748,1.984831402209385e-7,1.022326047625211e-6,3.8688361921690953e-5,3.99091711095371e-5
t2749,1.6431628920387664e-7,9.8121144731106e-7,3.220464021649376e-5,3.3350167953008696e-5
t2750,1.402317251465541e-7,9.503800781585527e-7,2.7988206883048562e-5,2.907881868635367e-5
t2751,1.232059589182059e-7,9.305140796859177e-7,2.5206490697118076e-5,2.62602107357222e-5
t2752,1.1060484233221819e-7,9.132197674920419e-7,2.3070412151494195e-5,2.4094236761318457e-5
t2753,9.98692351917537e-8,8.71273319611278e-7,2.0581768725989417e-5,2.155291128079245e-5
t2754,9.136927579816932e-8,8.148500651019534e-7,1.8237609640860843e-5,1.9143828981760965e-5
t2755,8.676522044999782e-8,7.81544186544753e-7,1.6959410385082333e-5,1.7827719792077084e-5
t2756,8.546409498208388e-8,7.64452703975913e-7,1.6335111581984367e-5,1.7185028380942364e-5
t2757,9.46085670648737e-8,8.773148737009406e-7,2.0392241729324448e-5,2.1364165170090262e-5
t2758,1.0391778677850912e-7,9.559251797276305e-7,2.4306122993838612e-5,2.536596596034475e-5
t2759,1.1414096650922917e-7,1.0114606973634864e-6,2.8252121983098085e-5,2.93777236469708e-5
t2760,1.260384910295862e-7,1.0519808627330603e-6,3.2615150255707926e-5,3.379316960947057e-5
t2761,1.4034327440860935e-7,1.0827976548672546e-6,3.711590337381423e-5,3.833904430309009e-5
t2762,1.5814860345212857e-7,1.1096745609024835e-6,4.1303572223777227e-5,4.257139538813184e-5
t2763,1.8107025006266818e-7,1.137461783164372e-6,4.455006147042229e-5,4.586859350364933e-5
t2764,2.118695899865429e-7,1.1720410762400804e-6,5.0708454959538884e-5,5.2092365625765506e-5
t2765,2.559507816048035e-7,1.223444628065279e-6,6.255017661727068e-5,6.402957202694077e-5
t2766,3.252611924510889e-7,1.3100105886566615e-6,8.938717452278422e-5,9.102244630389197e-5
t2767,4.545948468616748e-7,1.4771764978371078e-6,0.00021026909369423557,0.00021220086503893434
t2768,7.637349628733451e-7,1.8122480105575947e-6,1.320423429084788,1.3204260050677614
t2769,5.66001720131727e-7,1.44776876268299e-6,0.00022134959188737524,0.00022336336237018995
t2770,3.861268631527372e-7,1.2513033988343006e-6,8.4749407232928e-5,8.638683749491503e-5
t2771,2.6607105213868116e-7,1.0844119837927948e-6,4.8223474274016194e-5,4.957395730994767e-5
t2772,2.0534630350980277e-7,1.0127489985513248e-6,3.695404589916127e-5,3.817214120122239e-5
t2773,1.6732276099798713e-7,9.726531300630659e-7,3.118123077967514e-5,3.232120667073619e-5
t2774,1.4079054688052204e-7,9.402895524018232e-7,2.7267969123436528e-5,2.8349049222718873e-5
t2775,1.22081267763157e-7,9.163881138428645e-7,2.4547913429108383e-5,2.5586382810714404e-5
t2776,1.0796618791849741e-7,8.874475715169578e-7,2.217495945195909e-5,2.3170373211394545e-5
t2777,9.70967517677469e-8,8.482064063155228e-7,1.9946596818948627e-5,2.0891899977031898e-5
t2778,8.854581289367571e-8,7.914060368628835e-7,1.7728628278208166e-5,1.8608580127964725e-5
t2779,8.432455903392973e-8,7.642973497365088e-7,1.6696532829644888e-5,1.7545154738415327e-5
t2780,8.307511551875613e-8,7.464894267676137e-7,1.6101218459740316e-5,1.6930783002026686e-5
t2781,9.275953295029398e-8,8.653763889915178e-7,2.0414660573372553e-5,2.1372796495314366e-5
t2782,1.02675542184946e-7,9.485851805675856e-7,2.457794387737932e-5,2.562920460013185e-5
t2783,1.1362066302568548e-7,1.0078308436556082e-6,2.8712873549900295e-5,2.983432505658159e-5
t2784,1.2650246074546047e-7,1.0518769415117192e-6,3.3237618106169574e-5,3.441599750842675e-5
t2785,1.422868094501181e-7,1.0870261299692873e-6,3.779841147818299e-5,3.902772441760239e-5
t2786,1.623707560275277e-7,1.1194182908490236e-6,4.180397396110697e-5,4.308576300798352e-5
t2787,1.8899904972323903e-7,1.1553900430912892e-6,4.678280665638377e-5,4.81271957491983e-5
t2788,2.2626046129684343e-7,1.2034530413022252e-6,5.63738026720577e-5,5.780351617465677e-5
t2789,2.8281332282402294e-7,1.278610673037989e-6,7.692961502106432e-5,7.849103901692633e-5
t2790,3.8193695058571856e-7,1.4151366325620181e-6,0.0001404322529525348,0.00014222932653568254
t2791,6.204373757843545e-7,1.7196649296903714e-6,0.7991188965820663,0.7991212366843717
t2792,5.78377184520071e-7,1.4507852068744036e-6,0.00035676488242649903,0.0003587940448178935
t2793,4.6946521851185666e-7,1.3239587922646721e-6,0.00012916928050625334,0.00013096270451702988
t2794,3.520905887406708e-7,1.2002670860930534e-6,7.195909142485913e-5,7.351144909969285e-5
t2795,2.578650835089193e-7,1.0713126471747406e-6,4.617616956883165e-5,4.750534729951531e-5
t2796,2.0463032329966994e-7,1.0117823739294466e-6,3.669517934250118e-5,3.791159203973029e-5
t2797,1.690267654917255e-7,9.751831423866596e-7,3.143404923374774e-5,3.2578259141626125e-5
t2798,1.4342054249688618e-7,9.463717381208389e-7,2.7834401058314768e-5,2.8924193338932493e-5
t2799,1.2459292121760712e-7,9.225723524506103e-7,2.5163976246532398e-5,2.6211141520200615e-5
t2800,1.1010764650073475e-7,8.948219837892893e-7,2.280476036648363e-5,2.3809689996773654e-5
t2801,9.87390699993164e-8,8.575213122356541e-7,2.0543673602744458e-5,2.149993398497943e-5
t2802,8.914106379173152e-8,7.932752589063034e-7,1.7993487489351273e-5,1.887590381204931e-5
t2803,8.323064359260797e-8,7.437362115363617e-7,1.6353883328120434e-5,1.7180850183249405e-5
t2804,8.156547702945373e-8,7.252617656588621e-7,1.5773909585523027e-5,1.6580736828211344e-5
t2805,9.162817309556024e-8,8.51815268116966e-7,2.031727217056068e-5,2.1260715611773208e-5
t2806,1.0182964247146749e-7,9.386515999110055e-7,2.4546882721370196e-5,2.5587363963752668e-5
t2807,1.131562895958049e-7,1.0010055511723468e-6,2.8648693395467702e-5,2.9762855236235855e-5
t2808,1.2656236531961154e-7,1.0474098563373824e-6,3.313093055096271e-5,3.43049027726197e-5
t2809,1.4317453700781705e-7,1.0850933903978117e-6,3.7670431489213016e-5,3.889869941661864e-5
t2810,1.645935298676476e-7,1.1201006192222984e-6,4.1672149330290365e-5,4.295684347938031e-5
t2811,1.935282314150651e-7,1.1593838284733106e-6,4.665066493645641e-5,4.800357699634479e-5
t2812,2.3510821859746352e-7,1.2123293039137225e-6,5.6202567285949107e-5,5.765000480846029e-5
t2813,3.00914003479371e-7,1.2963601384397963e-6,7.662828060381895e-5,7.822555474573812e-5
t2814,4.2545071016633516e-7,1.4531739955736075e-6,0.00013958939412849007,0.00014146801883423
t2815,7.890623958034491e-7,1.8253462778629364e-6,0.638469762373978,0.6384723767826517
t2816,7.072938368312842e-7,1.5096361279429575e-6,0.0002919190141280548,0.00029413594409282904
t2817,5.19084596625962e-7,1.3371351970848252e-6,0.00010622217137887947,0.00010807839117259025
t2818,3.6914999189315666e-7,1.2013809362675986e-6,6.259068922871639e-5,6.416122015687714e-5
t2819,2.543253061386801e-7,1.041311128941701e-6,3.964284836759054e-5,4.0938484802670915e-5
t2820,1.977001525319087e-7,9.76042968105777e-7,3.194370707901088e-5,3.3117450199648565e-5
t2821,1.6177738287860463e-7,9.369425299102356e-7,2.7782627456846384e-5,2.8881347369635223e-5
t2822,1.372561389960679e-7,9.117129762408832e-7,2.519408687326585e-5,2.62430559885028e-5
t2823,1.1970085170616627e-7,8.951351619948118e-7,2.3410942991969417e-5,2.4425779005670396e-5
t2824,1.0569929440357333e-7,8.683742517367838e-7,2.1514070441305967e-5,2.2488143987446324e-5
t2825,9.440147009489698e-8,8.28239249580612e-7,1.945160609326633e-5,2.0374246812941838e-5
t2826,8.514383002199949e-8,7.680663916563234e-7,1.7203054066760825e-5,1.8056264288439147e-5
t2827,7.773814434229693e-8,6.896729179807725e-7,1.4931627667791733e-5,1.56990387301148e-5
t2828,7.749527512144376e-8,7.035099589753314e-7,1.5122268351239677e-5,1.5903273585336453e-5
t2829,8.768504323557641e-8,8.383365420571354e-7,2.00157658330262e-5,2.094178741831891e-5
t2830,9.764925140928666e-8,9.292739162375455e-7,2.472794245948277e-5,2.57548656271296e-5
t2831,1.08478629186226e-7,9.947054620438137e-7,2.9830627463095968e-5,3.093381155432601e-5
t2832,1.2110979071552863e-7,1.042890898278124e-6,3.564226125403523e-5,3.6806261943028886e-5
t2833,1.3665868490213585e-7,1.0817084265118887e-6,4.1707067704965514e-5,4.292543481637954e-5
t2834,1.5649036821200007e-7,1.1163699737725132e-6,4.694590836500875e-5,4.821876870699327e-5
t2835,1.828747312302971e-7,1.1534077616541582e-6,5.0188891071522315e-5,5.152517356440677e-5
t2836,2.1984386146860054e-7,1.200964680571707e-6,5.8421734577380906e-5,5.9842543119421216e-5
t2837,2.761150988848252e-7,1.2738160174358365e-6,7.767590198894431e-5,7.922583310526498e-5
t2838,3.752789631287349e-7,1.4026552156705053e-6,0.00013916986243871807,0.0001409477966175173
t2839,6.17089422287103e-7,1.6811502141288518e-6,2.1004098813061436,2.10041217954578
t2840,8.809935478267452e-7,1.7711462868197575e-6,0.6369112195993631,0.6369138717391978
t2841,5.568985323024937e-7,1.4396791391599725e-6,0.00015952889636002105,0.0001615254740314835
t2842,3.6217154443862067e-7,1.2580529387502152e-6,7.29339490820638e-5,7.455417356525263e-5
t2843,2.3317113871550434e-7,1.0638393580256102e-6,4.121731892289326e-5,4.251432941963437e-5
t2844,1.717828160984944e-7,9.755965927037145e-7,3.092774806264202e-5,3.207512747144423e-5
t2845,1.365374217433799e-7,9.340047264327322e-7,2.591522791157237e-5,2.6985770059748484e-5
t2846,1.1278621315330208e-7,8.993290255716398e-7,2.2226425913490952e-5,2.3238541152215893e-5
t2847,9.609955635288574e-8,8.669446500938645e-7,1.917013574209682e-5,2.0133179948543573e-5
t2848,8.343750797910961e-8,8.193700809472678e-7,1.6147698484594592e-5,1.705050607352097e-5
t2849,7.346747081781223e-8,7.520104627785143e-7,1.3193405543582994e-5,1.401888347717932e-5
t2850,6.482297273440093e-8,6.517829335983834e-7,1.059625119673006e-5,1.1312857103062844e-5
t2851,6.512825560396526e-8,5.50308305879389e-7,9.263839457631064e-6,9.879276019114418e-6
t2852,7.872240024498943e-8,4.819432624758355e-7,8.832925133904088e-6,9.393590796624912e-6
t2853,0.00012997083857540853,7.905523081224214e-6,0.00014210085761208084,0.0002799772192687136
t2854,0.0007154529112530852,3.6030883786661785e-6,0.00013400665675989676,0.0008530626563916482
t2855,0.011381600636000827,2.165344390357469e-6,9.965179497885946e-5,0.011483417775370043
t2856,0.002391099365218355,1.6919096019653178e-6,8.260679955520822e-5,0.0024753980743755285
t2857,0.00044079134589693105,1.4780596208221674e-6,6.87776624329244e-5,0.0005110470679506777
t2858,0.00027582318015308545,1.3725218188040883e-6,6.38727246656649e-5,0.0003410684266375544
t2859,0.00022680147537118661,1.3281185513645311e-6,6.536700252542121e-5,0.00029349659644797236
t2860,0.00020841763046717586,1.3297939185647505e-6,7.363475190613736e-5,0.000283382176291878
t2861,0.00021438382971339666,1.383060678658687e-6,9.52835641641444e-5,0.00031105045455619975
t2862,0.0002688749895592045,1.5245765692839437e-6,0.00017080146999719426,0.0004412010361256827
t2863,0.0009267685461582176,1.9011267351493563e-6,2.7492357136218355,2.7501643832947287
t2864,1.552188714261428e-6,1.517542840922053e-6,0.0005450272116704994,0.0005480969432256829
t2865,7.363780842499273e-7,1.3321000763553491e-6,0.00012616252645052792,0.0001282310046111332
t2866,4.167707281604353e-7,1.1539810788941484e-6,6.076996546333093e-5,6.234071727038552e-5
t2867,2.8166456089406204e-7,1.0402435735896073e-6,4.135909212799216e-5,4.268100026247583e-5
t2868,2.1613071802670187e-7,9.916271299114233e-7,3.4091990060618344e-5,3.529974790855647e-5
t2869,1.746655778890059e-7,9.581946101909809e-7,2.9784002404427157e-5,3.091686259250714e-5
t2870,1.4667917829894413e-7,9.361976463259023e-7,2.7023318693869812e-5,2.810619551849466e-5
t2871,1.2641861703483476e-7,9.179011994820042e-7,2.4917663521910154e-5,2.5961983338426993e-5
t2872,1.1046502026181706e-7,8.888068306209141e-7,2.270650957684266e-5,2.370578142772539e-5
t2873,9.780406330983881e-8,8.464068749341116e-7,2.0391354669147047e-5,2.1335565607390996e-5
t2874,8.759547750320743e-8,7.836596896080271e-7,1.7951246713378034e-5,1.882250188048927e-5
t2875,8.044526489857901e-8,7.197481613226099e-7,1.6016405614376265e-5,1.6816599040597454e-5
t2876,7.930229473987064e-8,7.22820197085632e-7,1.604118187176258e-5,1.6843304363588082e-5
t2877,8.68609059884798e-8,8.420950879998909e-7,1.9251186430857818e-5,2.018014242484619e-5
t2878,9.386430306413317e-8,9.160976955899426e-7,2.1007917417025432e-5,2.201787941567951e-5
t2879,1.010244716261072e-7,9.56253705141679e-7,2.207817074655167e-5,2.313544892331946e-5
t2880,1.0908952098489883e-7,9.695171650603482e-7,2.3308354399469577e-5,2.4386961085514826e-5
t2881,1.2215388965184767e-7,1.0487523288969688e-6,2.648072190363964e-5,2.7651628122188458e-5
t2882,1.3786478295011905e-7,1.1101423975421938e-6,2.9348590654323402e-5,3.059659783481571e-5
t2883,1.5768045822703727e-7,1.163041244173232e-6,3.146900155681187e-5,3.278972325921214e-5
t2884,1.838074102450711e-7,1.216653963319076e-6,3.560349170759546e-5,3.700395308115961e-5
t2885,2.2010781254520018e-7,1.2828873259184473e-6,4.3502101490334574e-5,4.500509662879822e-5
t2886,2.7487854869935875e-7,1.3828832991427746e-6,6.087129416570504e-5,6.252905601354718e-5
t2887,3.70846613323011e-7,1.5647021659138329e-6,0.00012193737620752856,0.0001238729249867654
t2888,5.807293488563652e-7,1.9358054635238392e-6,2.4513729276421863,2.451375444176999
t2889,5.166891306405588e-7,1.6038013284960625e-6,0.0004557340111780425,0.0004578545016371791
t2890,3.639756428770235e-7,1.362754231565045e-6,0.00010961039563192303,0.0001113371255063651
t2891,2.5716000158396845e-7,1.1800408561018217e-6,5.621957551437003e-5,5.765677637205582e-5
t2892,1.9637313495538312e-7,1.0824228193794169e-6,3.989155818622365e-5,4.117035414055845e-5
t2893,1.5877741443028304e-7,1.0294464215986462e-6,3.225822256485315e-5,3.3446446400882084e-5
t2894,1.3344853732907472e-7,9.960483284802643e-7,2.7665428978144287e-5,2.8794925843953626e-5
t2895,1.156067926379319e-7,9.740005016365945e-7,2.4498884632767306e-5,2.5588491927041832e-5
t2896,1.019428595103629e-7,9.445920031063728e-7,2.1647587922324473e-5,2.2694122784941208e-5
t2897,9.100878907277065e-8,8.973452712233056e-7,1.8805782845594776e-5,1.9794136905890854e-5
t2898,8.218679152938937e-8,8.295896774500177e-7,1.600202295812023e-5,1.6913799427099638e-5
t2899,7.556425487421821e-8,7.590335256553816e-7,1.3549396379294623e-5,1.4383994159824223e-5
t2900,7.304080468748433e-8,7.225599876809755e-7,1.305228179779878e-5,1.3847882590167239e-5
t2901,8.545061956936072e-8,8.687321431344613e-7,1.8124228946108814e-5,1.9078411708812637e-5
t2902,9.879083527647884e-8,9.736364548499755e-7,2.4377354545341992e-5,2.5449781835468447e-5
t2903,1.1311131499089603e-7,1.0542791978504707e-6,3.1124216694715796e-5,3.2291607207557164e-5
t2904,1.2762092093768453e-7,1.119860819262112e-6,3.653557172171471e-5,3.778305346191451e-5
t2905,1.4160925474019848e-7,1.1774376084246127e-6,3.7896040891383044e-5,3.9215087754547854e-5
t2906,1.9346866950861524e-7,1.233795135352623e-6,3.384950913682783e-5,3.527677294168907e-5
t2907,2.1490343463249826e-7,1.298317782184465e-6,2.9333410918060455e-5,3.084663213487742e-5
t2908,2.5462987537200477e-7,1.3843010738266925e-6,2.9011121407177948e-5,3.0650052356376646e-5
t2909,3.4061852647135514e-7,1.518792759252342e-6,3.313393152880196e-5,3.4993342814525656e-5
t2910,6.025221545421857e-7,1.770905750008137e-6,4.9288017246664695e-5,5.1661445151215015e-5
t2911,1.5568033388282835e-5,2.422597197106818e-6,0.00030922054118859835,0.000327211171773988
t2912,0.001184340149534878,1.7819197738639978e-6,2.749010616538245,2.7501967386075536
t2913,1.7785768696658897e-6,1.4945475518565774e-6,0.001083514996026141,0.0010867881204476633
t2914,6.06773801282511e-7,1.2982871050076132e-6,0.00012845013294627587,0.000130355193852566
t2915,3.476255256114211e-7,1.1786199039903417e-6,6.169339014169466e-5,6.321963557129642e-5
t2916,2.2875058994584223e-7,1.0649471230922238e-6,3.964588666717246e-5,4.0939584380210525e-5
t2917,1.712021989517113e-7,1.0076855666771555e-6,3.108128783714048e-5,3.2260175602769345e-5
t2918,1.3689001915859328e-7,9.67959581714293e-7,2.6137823678827995e-5,2.724267327970088e-5
t2919,1.15060030370004e-7,9.440955429470464e-7,2.299165419308893e-5,2.405080976640598e-5
t2920,9.936019295742584e-8,9.105230764152721e-7,2.0161000129538547e-5,2.1170883398911245e-5
t2921,8.709511827528583e-8,8.491136184460045e-7,1.71583816821924e-5,1.809459041891369e-5
t2922,7.78944568261207e-8,7.741701437102506e-7,1.4388812225891188e-5,1.5240876826427559e-5
t2923,7.189564126602051e-8,7.204779720992882e-7,1.2660298437529312e-5,1.3452672050894621e-5
t2924,7.287029388022152e-8,6.700688856840245e-7,1.2402091846317138e-5,1.3145031025881385e-5
t2925,1.0440607435553628e-7,1.0549607358105572e-6,2.6068237512924044e-5,2.7227604323090138e-5
t2926,1.207999239639198e-7,1.1155723911159987e-6,3.274551831369443e-5,3.398189062877435e-5
t2927,1.3771724647885643e-7,1.1562634648358554e-6,3.8071640863260946e-5,3.936562157457566e-5
t2928,1.5443259640971948e-7,1.1901693106127596e-6,4.052903301181342e-5,4.18736349188359e-5
t2929,1.6985702393069316e-7,1.2229060474723259e-6,3.833973839678269e-5,3.973250146818571e-5
t2930,2.3001836396693171e-7,1.2585660657763162e-6,3.206064539909256e-5,3.354922982883581e-5
t2931,2.489080338811036e-7,1.3000351654920108e-6,2.8455146437608656e-5,3.000408963698177e-5
t2932,2.8720472526016857e-7,1.3607495650093992e-6,2.805183660696227e-5,2.969979089723184e-5
t2933,3.6781760722008936e-7,1.4620018786473847e-6,3.108986593531628e-5,3.291968542118375e-5
t2934,5.803210129478595e-7,1.6461515158265466e-6,4.190356642828859e-5,4.4130038957063e-5
t2935,2.317659813844253e-6,2.0637245290705784e-6,0.00010379403505143246,0.0001081754193943473
t2936,0.020412493656794352,2.0183572725812726e-6,0.4732675686759235,0.4936820806899904
t2937,2.1348149708216564e-6,1.581668073335058e-6,2.2769491514448825,2.2769528679279265
t2938,5.180910663317564e-7,1.3052640947434743e-6,0.00016653445319154617,0.00016835780835262139
t2939,2.781403799383255e-7,1.141394076752108e-6,5.851556648956213e-5,5.9935100946252565e-5
t2940,1.8863760754095153e-7,1.052475493532508e-6,3.701233148054511e-5,3.825344458161857e-5
t2941,1.4328947725943787e-7,1.0026054249668315e-6,2.7968954339471232e-5,2.9114849241697503e-5
t2942,1.1622029838860927e-7,9.69088603884298e-7,2.274676404186296e-5,2.3832072944135864e-5
t2943,9.827713655237479e-8,9.359786844582102e-7,1.900898643090639e-5,2.0043242251916977e-5
t2944,8.529882001610061e-8,8.854553817034101e-7,1.5763350021937122e-5,1.6734104223656635e-5
t2945,7.561313512056379e-8,8.162575880344765e-7,1.305320637457536e-5,1.3945077097730399e-5
t2946,6.92207066246028e-8,7.20387751720446e-7,1.130993684958776e-5,1.2099545307932809e-5
t2947,7.168332153758261e-8,6.250528617823081e-7,1.0545168438622531e-5,1.1241904621942423e-5
t2948,8.625311909350948e-8,5.567253339863904e-7,1.0590101575164731e-5,1.123308002824463e-5
t2949,5.487868849645977e-7,3.3815335346221233e-6,0.00011210625318422437,0.0001160365736038111
t2950,1.077221107785787e-6,3.813425435166847e-6,0.1786576337647686,0.17866252441131156
t2951,2.159885293001119e-6,2.291081253615004e-6,0.09468454929822188,0.0946890002647685
t2952,6.507697860834387e-6,1.7635719555531171e-6,0.07433490286951373,0.07434317413933011
t2953,0.02051213283307792,1.5281346022370023e-6,0.06972827821574869,0.09024193918342885
t2954,0.01046724258759683,1.4123734318410303e-6,0.07345512659801832,0.08392378155904699
t2955,1.6919881007818258e-5,1.360595086854828e-6,0.0868278868084513,0.08684616728454597
t2956,7.998228048087957e-6,1.3537905933620328e-6,0.11876391562336319,0.11877326764200465
t2957,6.296842178493371e-6,1.3912968915064672e-6,0.1805783645441066,0.18058605268317662
t2958,6.59913634064431e-6,1.498406885995655e-6,0.5291478867728137,0.5291559843160403
t2959,1.2810415837237502e-5,1.7596728917458672e-6,1.3441975750565587,1.3442121451452878
t2960,1.636091652618128e-6,1.5464316804951734e-6,0.00023073191521348112,0.0002339144385465944
t2961,7.580931011758768e-7,1.3957838150893578e-6,0.00010864390470296151,0.00011079778161922674
t2962,4.148696544869569e-7,1.2179218371137158e-6,6.025289564716079e-5,6.188568713876147e-5
t2963,2.7380241305384974e-7,1.0935585275134587e-6,4.140209932793703e-5,4.276946026850434e-5
t2964,2.0715030038524247e-7,1.0351706507190794e-6,3.361514709257335e-5,3.485746804367767e-5
t2965,1.6817769794794064e-7,1.0038487634197866e-6,2.9342974734151403e-5,3.051500119551913e-5
t2966,1.4256165704676342e-7,9.826076166373404e-7,2.6485425307724153e-5,2.7610594581408256e-5
t2967,1.2419991613582086e-7,9.583750787733538e-7,2.4090864859849997e-5,2.517343985475917e-5
t2968,1.1088480294259548e-7,9.319721018193256e-7,2.2065463756019246e-5,2.3108320660781168e-5
t2969,1.0171369057543785e-7,9.121230855976389e-7,2.0590172401840777e-5,2.1604009178013853e-5
t2970,9.359953400161677e-8,8.542086552614872e-7,1.845972532706377e-5,1.9407533516326874e-5
t2971,8.820388282815459e-8,7.965381413447303e-7,1.6691865828562343e-5,1.7576607852735227e-5
t2972,8.950766542204252e-8,8.16054775839639e-7,1.7065772501672707e-5,1.797133494293439e-5
t2973,1.000319322238476e-7,9.222164040383682e-7,2.1342681957269487e-5,2.2364930293531704e-5
t2974,1.1481904916539211e-7,1.0529218353741912e-6,2.8322944592681e-5,2.9490685477220586e-5
t2975,1.2696549030264355e-7,1.1016271924804669e-6,3.288145582767059e-5,3.41100485104537e-5
t2976,1.4158121706523006e-7,1.1384963349717662e-6,3.7664355333938804e-5,3.89444328859758e-5
t2977,1.5979532931807314e-7,1.1697281359820971e-6,4.219649382814058e-5,4.352601729344075e-5
t2978,1.832920785015498e-7,1.2008090860189872e-6,4.578007434329755e-5,4.716417550781809e-5
t2979,2.1492644723060306e-7,1.2380106818312675e-6,5.1443615376206354e-5,5.2896552505268224e-5
t2980,2.601359238060323e-7,1.2905895341960379e-6,6.237213363917021e-5,6.392285909717228e-5
t2981,3.3112558956042015e-7,1.3762599440013892e-6,8.6096002196115e-5,8.780338772967682e-5
t2982,4.6315940538886736e-7,1.5356104596730751e-6,0.00016205201494097555,0.0001640507848060375
t2983,8.222810529863877e-7,1.895448383157826e-6,2.6791875515199393,2.6791902692493754
t2984,7.400711734095187e-7,1.6008056438922954e-6,0.00035687328512204155,0.00035921416193934334
t2985,5.511719327821248e-7,1.4483696995282488e-6,0.00012833197750781116,0.00013033151914012154
t2986,3.6413915726663574e-7,1.2523757955306855e-6,6.445635770633861e-5,6.607287265913593e-5
t2987,2.5300309644285795e-7,1.0972614778456103e-6,4.148714382105582e-5,4.2837408395344286e-5
t2988,1.960029343608228e-7,1.0264658139309968e-6,3.305107899294711e-5,3.427354774123893e-5
t2989,1.6057780416514845e-7,9.836122655621486e-7,2.8490527600483508e-5,2.9634717670210804e-5
t2990,1.3755948613459034e-7,9.619830037185922e-7,2.5936556034151133e-5,2.7036098524004317e-5
t2991,1.2132995597885442e-7,9.476600208702397e-7,2.418401161444639e-5,2.5253001591295486e-5
t2992,1.0914097776896148e-7,9.315500089605322e-7,2.2646951694358692e-5,2.3687642681088186e-5
t2993,9.938183969132497e-8,9.028704657778563e-7,2.0936620530023376e-5,2.1938872835492558e-5
t2994,9.063781586471701e-8,8.397027359678256e-7,1.8592771878154774e-5,1.9523112429987316e-5
t2995,8.379971031481834e-8,7.625010451492818e-7,1.6349034170013612e-5,1.7195334925477713e-5
t2996,8.334977402605065e-8,7.62847278035288e-7,1.6268601773613563e-5,1.7114798825674902e-5
t2997,9.47360592714577e-8,9.091827828656729e-7,2.157089545537571e-5,2.257481429751284e-5
t2998,1.0544388812677753e-7,1.001151794096957e-6,2.6180067554021344e-5,2.7286663236245078e-5
t2999,1.1718635190518821e-7,1.0665482523190945e-6,3.069429254948582e-5,3.18780271537101e-5
t3000,1.310282335423753e-7,1.11538465165103e-6,3.5542540418765476e-5,3.678895330395888e-5
t3001,1.480741546915241e-7,1.1547032746003763e-6,4.0322456729234895e-5,4.162523415852679e-5
t3002,1.6991402693514217e-7,1.1911447504982873e-6,4.436078508965188e-5,4.572184386708531e-5
t3003,1.9916902843697582e-7,1.2320408723307251e-6,4.949466731979656e-5,5.092587722056426e-5
t3004,2.408025696214159e-7,1.2879196162392677e-6,5.953086248033408e-5,6.105958466619477e-5
t3005,3.0569764542066184e-7,1.3770164100693569e-6,8.123773438644164e-5,8.292044844193166e-5
t3006,4.2517677547666996e-7,1.5425007247218802e-6,0.00014894621218449917,0.0001509138896846977
t3007,7.496147032071994e-7,1.931806466445044e-6,2.409329433428918,2.4093321148500877
t3008,6.738968312499356e-7,1.590889871392881e-6,0.00032387650616996544,0.0003261412928726083
t3009,5.170769576201248e-7,1.444201372324719e-6,0.0001248201006612835,0.00012678137899122834
t3010,3.502853643114626e-7,1.2547296246954883e-6,6.432319016686819e-5,6.592820515587514e-5
t3011,2.467814879078137e-7,1.1064198372260455e-6,4.2048800798413774e-5,4.340200212354763e-5
t3012,1.90384011721366e-7,1.0311481774221162e-6,3.321778443059835e-5,3.443931661974183e-5
t3013,1.5527289403768503e-7,9.877779490474468e-7,2.852730116425714e-5,2.9670352007342273e-5
t3014,1.3166083232964566e-7,9.597809302902167e-7,2.558395235001895e-5,2.6675394112638813e-5
t3015,1.1475327739819838e-7,9.35851896518239e-7,2.3356679669745996e-5,2.4407284843662433e-5
t3016,1.0208412533430484e-7,9.079019044052956e-7,2.1359304904522783e-5,2.2369290934262384e-5
t3017,9.231351288982651e-8,8.696592222250785e-7,1.9387899752685564e-5,2.034987248780047e-5
t3018,8.395323767266058e-8,8.000577162828966e-7,1.6997365211498582e-5,1.788137616545414e-5
t3019,7.915983610117438e-8,7.568495551397057e-7,1.55238467882657e-5,1.6359856179506582e-5
t3020,7.870470939939368e-8,7.595743522469621e-7,1.5249958780598515e-5,1.608823784224487e-5
t3021,8.953254628432176e-8,8.95044096947632e-7,1.9826386633789125e-5,2.081096327702108e-5
t3022,1.007813018703081e-7,9.906550378519353e-7,2.4530774196183626e-5,2.562221053590587e-5
t3023,1.1323700165009754e-7,1.0617161972449938e-6,2.9373600472572498e-5,3.054855367146759e-5
t3024,1.2797948859724614e-7,1.116461281844796e-6,3.3226480395476434e-5,3.4470921165918474e-5
t3025,1.4674436767795844e-7,1.1621096443524708e-6,3.467358365043167e-5,3.5982437662462094e-5
t3026,1.7188538528743671e-7,1.2049960688786764e-6,3.305199282238886e-5,3.442887427655498e-5
t3027,2.059118421560439e-7,1.2528402567953718e-6,3.367480984041569e-5,3.5133561939367106e-5
