G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_48,G_49,G_50,G_51
0.0,0.0,1.8989328954302877e-9,0.0,5.227368723795077e-10,2.841544693859446e-9,2.1860767490181604e-9,0.0,2.930166311748541e-9,3.1246692902375738e-9,3.1244782499341856e-9,2.851282678496024e-9,0.0,3.0,90.0,72.0
0.0,2.9041962079024216e-9,1.8330140791625785e-9,0.0,3.626495323402238e-10,2.8167679815694653e-9,2.3165580252342744e-9,0.0,2.9021670229626914e-9,3.022905456080101e-9,3.1244779656833214e-9,2.8215995318975644e-9,0.0,3.0,90.0,72.0
0.0,2.7998428218354905e-9,1.809975101222867e-9,0.0,3.6209361516046514e-10,2.7220734477467283e-9,2.2664098329849794e-9,2.7540172645356813e-9,2.7998464803250977e-9,3.1246687937651718e-9,3.124491047778918e-9,2.7171316638629182e-9,0.0,3.0,90.0,72.0
0.0,2.5936669146002735e-9,1.7079741568915816e-9,0.0,5.197776602861835e-10,2.5292453984591746e-9,2.0590900611508237e-9,2.591387158469193e-9,2.5936680941292635e-9,3.0142219989115132e-9,3.2834857903486734e-9,2.519121602541184e-9,0.0,3.0,90.0,72.0
1.5618955018226188e-9,2.5216569673862504e-9,1.6760767022829596e-9,0.0,5.173414029990035e-10,2.4620925738179516e-9,1.8603010456765546e-9,2.520508038339805e-9,2.5216555116256115e-9,3.124670916503739e-9,3.124478183177575e-9,2.4451127868608093e-9,0.0,3.0,90.0,72.0
1.681179639945185e-9,2.546366265720047e-9,1.6344036506914012e-9,0.0,6.643155183526268e-10,2.4884503235138424e-9,1.8409490349477723e-9,2.5449334945948082e-9,2.5463790913717053e-9,3.054317009516708e-9,3.3625365061191575e-9,2.4556861078057066e-9,0.0,3.0,90.0,72.0
1.5618972781794582e-9,2.6184983956999226e-9,1.3860245971116623e-9,0.0,6.629764907021293e-10,2.561056507428765e-9,1.8973936553722015e-9,2.617063810872396e-9,2.618505207654583e-9,3.1246728806793053e-9,3.124458179325004e-9,2.5047109239894103e-9,0.0,3.0,90.0,72.0
1.624336221084377e-9,2.6465118073981933e-9,1.0286061964369092e-9,0.0,9.193744688026913e-10,2.5939895287203568e-9,1.8998274939791278e-9,2.643677487752494e-9,2.646501728608069e-9,3.0068924367841797e-9,3.2489733646127403e-9,2.522710533833779e-9,0.0,3.0,90.0,72.0
1.5618972781794582e-9,2.6433743232805056e-9,4.87837147289786e-10,0.0,1.12559120760182e-9,2.5907980932220275e-9,1.8591841989973379e-9,2.6410070327394997e-9,2.6452712436785674e-9,3.1246739264798908e-9,3.1244560999152084e-9,2.512955501755111e-9,0.0,3.0,90.0,72.0
1.673203797736278e-9,2.585082723826959e-9,2.592458248766293e-10,0.0,1.3040847271395568e-9,2.5318245751288436e-9,1.9254725867217928e-9,2.5831261255206915e-9,2.5867346078843684e-9,3.0536836859217525e-9,3.3466592073419764e-9,2.468613036505537e-9,0.0,3.0,90.0,72.0
1.5618972781794582e-9,2.6757311505328033e-9,0.0,0.0,1.3812517833373254e-9,2.618150253770165e-9,2.0747884779991554e-9,2.673351850397178e-9,2.677981353951486e-9,3.1246735153032793e-9,3.1244531512435466e-9,2.5526535989683132e-9,0.0,3.0,90.0,72.0
0.0,2.730071800823241e-9,0.0,0.0,1.4600312246352044e-9,2.6733517148798743e-9,2.214809033405481e-9,2.718140374149935e-9,2.7300686455093103e-9,2.9553488253195913e-9,3.1244561092777886e-9,2.5963636342450096e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.4395124075295049e-9,2.5496978757230813e-9,2.182788497307546e-9,0.0,2.600165041072154e-9,3.1246710897332142e-9,3.1244687275845292e-9,2.4724959985378522e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.4474637840260446e-9,2.53814459780626e-9,2.1965595262891163e-9,0.0,2.5870808979921804e-9,3.019443449804918e-9,3.2940914305412488e-9,2.4514629726670726e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.5492780499361603e-9,2.499527275208134e-9,2.1376031929162402e-9,0.0,2.5474871707174434e-9,3.1246714892616784e-9,3.124462530314061e-9,2.3940402540483735e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.6137764642585e-9,2.486323981919591e-9,2.1704407401219374e-9,0.0,2.533401614542417e-9,3.066408292792872e-9,3.38548805592307e-9,2.3648134267471867e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.620551271311416e-9,2.55717815338965e-9,2.1811686270817764e-9,0.0,2.6087125139141165e-9,3.1849330523349996e-9,3.1849893006839956e-9,2.4142123335900213e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.6058128959090072e-9,2.7514014030890914e-9,2.2257748113328605e-9,0.0,2.8096133854288045e-9,3.0212605841614035e-9,3.184881567171558e-9,2.5717724016254997e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.5521635598955472e-9,2.8087786549272406e-9,2.145344932273668e-9,0.0,2.86643461091973e-9,3.184942993226621e-9,3.184881708522314e-9,2.631243552368019e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.623150052176796e-9,2.8606837291534253e-9,2.0653799367315644e-9,0.0,2.914841194028458e-9,3.0626476553175426e-9,3.184882071182932e-9,2.671468020547253e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.6125524912019188e-9,2.799982830211125e-9,1.979687034609692e-9,0.0,2.8491499695428395e-9,3.1849441390233687e-9,3.184871763981151e-9,2.627452992071677e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.6709552830952561e-9,2.803920882573073e-9,1.7493107175098436e-9,0.0,2.8501895027559614e-9,3.036748541652669e-9,3.1848649551317735e-9,2.6298604671544686e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.7248741600039996e-9,2.8042126095178497e-9,1.5267408444245387e-9,0.0,2.850193563535156e-9,3.1849450206728e-9,3.184864116279612e-9,2.629060139837692e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.819767545306335e-9,2.795306829809935e-9,9.818212096782849e-10,0.0,2.843432250278545e-9,3.0341283262376632e-9,3.1848594337878638e-9,2.619792795626425e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.5943059977823364e-10,0.0,1.7957133936551817e-9,2.7012719731288826e-9,8.378006395103733e-10,0.0,2.745789925112748e-9,3.184946281119312e-9,3.1848538636565697e-9,2.5406552904030827e-9,0.0,3.0,90.0,72.0
0.0,2.4425837759477827e-9,2.594134459680659e-10,0.0,1.6473108129116187e-9,2.4092726004401175e-9,1.2737818956151723e-9,0.0,2.4425320394250803e-9,3.299582777587782e-9,3.763489463050122e-9,2.300844373193936e-9,0.0,3.0,90.0,72.0
0.0,2.5925177356829398e-9,0.0,0.0,1.4420645246769838e-9,2.5538798057525223e-9,1.72634910079554e-9,2.5607045523292404e-9,2.592536089790967e-9,3.184946253889741e-9,3.184854240198493e-9,2.4350366653993974e-9,0.0,3.0,90.0,72.0
0.0,2.6176310650971795e-9,0.0,0.0,1.2268979707524203e-9,2.5763917825502256e-9,2.1973459013762734e-9,2.6136266055044456e-9,2.61763318519256e-9,3.1052887473461715e-9,3.4118279448907162e-9,2.4560281175693316e-9,0.0,3.0,90.0,72.0
1.6320882423315197e-9,2.5603221812806843e-9,0.0,0.0,9.150518956691832e-10,2.521711436161387e-9,2.3403996768633275e-9,2.557685104411262e-9,2.560322579872717e-9,3.2649617408411763e-9,3.2649800300498943e-9,2.3726421012362417e-9,0.0,3.0,90.0,72.0
1.8232473308898989e-9,2.5742672664683942e-9,0.0,0.0,6.682646768136055e-10,2.537006220776179e-9,2.4731339946320294e-9,2.5732083917655175e-9,2.574269514669552e-9,3.2501272172521083e-9,3.6472007083517004e-9,2.304581527545716e-9,0.0,3.0,90.0,72.0
1.896196977213549e-9,3.792784898183384e-9,0.0,0.0,5.218202516237893e-10,2.4723040615713252e-9,2.4445541975886605e-9,2.506140311409984e-9,2.5062713678760996e-9,3.792795816057826e-9,3.792989931706771e-9,2.199539466568478e-9,0.0,3.0,90.0,72.0
1.7678054575753777e-9,2.6325103816029884e-9,0.0,0.0,3.626157653560137e-10,2.5955160360902985e-9,2.57424148904913e-9,2.6323054987745987e-9,2.6325122301128446e-9,3.191014324101863e-9,3.5359718305072683e-9,2.2206229338319086e-9,0.0,3.0,90.0,72.0
1.8087114028730866e-9,2.5889460848188434e-9,0.0,0.0,3.6258027983876757e-10,2.5515220367615295e-9,2.538681720846199e-9,2.5886920400456567e-9,2.588948614605294e-9,3.6179510046460574e-9,3.618118608675225e-9,2.2005443311621606e-9,0.0,3.0,90.0,72.0
1.6905374877751456e-9,2.725148102451161e-9,6.958119228714341e-10,0.0,5.224054982005175e-10,2.6794052312741444e-9,2.6729243765772002e-9,2.7245533480744686e-9,2.7251504424060568e-9,3.1160524099169606e-9,3.3815461952800733e-9,2.363124784647496e-9,0.0,3.0,90.0,72.0
1.7744987701462378e-9,2.6251275735464e-9,1.6655585796568833e-9,0.0,6.685920822280669e-10,2.5801240055404024e-9,2.577949224852049e-9,2.6242212607400426e-9,2.6251287424698995e-9,3.5495787790228296e-9,3.5497782943081363e-9,2.4159559444394247e-9,0.0,3.0,90.0,72.0
0.0,2.580787278890949e-9,2.07574125722175e-9,0.0,1.0358519562114048e-9,2.5376601454776197e-9,2.5355260382820736e-9,2.5755955452093366e-9,2.5808016900278763e-9,3.243017648782135e-9,3.634157018694499e-9,2.4394138215509525e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.098212442713332e-9,0.0,1.3623119649067083e-9,2.4625762021423767e-9,2.4606290150719613e-9,1.0600590731420068e-9,2.503320246939665e-9,3.256776040894936e-9,3.2568089993379645e-9,2.392192691218255e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.1123889116816486e-9,0.0,1.5821480655513485e-9,2.519874020110696e-9,2.5196641282400926e-9,0.0,2.5662175635548233e-9,3.259059991090568e-9,3.663474903527062e-9,2.4639608787006676e-9,0.0,3.0,90.0,72.0
0.0,0.0,1.9550005785138886e-9,0.0,1.6082711975977023e-9,2.488485321494452e-9,2.48918429070409e-9,0.0,2.5398873770103475e-9,3.256776236773613e-9,3.2568068569578643e-9,2.448240094541556e-9,0.0,3.0,90.0,72.0
0.0,0.0,1.8128975221202282e-9,0.0,1.5736647191394828e-9,2.457357829761196e-9,2.4693919352878617e-9,0.0,2.5207184121105022e-9,3.3131627081589044e-9,3.760374068843255e-9,2.4294552658590965e-9,0.0,3.0,90.0,72.0
0.0,0.0,1.5547896127051338e-9,0.0,1.2117166705622178e-9,2.4569031084961117e-9,2.479874746190651e-9,0.0,2.5408527103837827e-9,3.25677748369364e-9,3.256798892642719e-9,2.4438358735540387e-9,0.0,3.0,90.0,72.0
0.0,0.0,1.176739686192144e-9,0.0,9.254078858359977e-10,2.5145566196490507e-9,2.561036652569404e-9,0.0,2.635477223452708e-9,3.1882517142048572e-9,3.5309888743910574e-9,2.526615640514764e-9,0.0,3.0,90.0,72.0
0.0,0.0,8.783500267588484e-10,0.0,5.225805342278842e-10,2.6335755301465343e-9,2.720243645033715e-9,0.0,2.8109709472870095e-9,3.264962946027433e-9,3.2649752050615353e-9,2.677208954035391e-9,0.0,3.0,90.0,72.0
0.0,0.0,6.969657836804284e-10,0.0,0.0,2.5954111013564072e-9,2.752541798184761e-9,0.0,2.848107954015408e-9,3.079227560513662e-9,3.257054199915921e-9,2.6922502420278415e-9,0.0,3.0,90.0,72.0
0.0,0.0,6.969608313818539e-10,0.0,0.0,2.5210404548100316e-9,2.75231555763321e-9,0.0,2.8425749688337796e-9,3.2649629440213743e-9,3.2649759495023433e-9,2.6864728106665695e-9,0.0,3.0,90.0,72.0
0.0,0.0,4.911907858272478e-10,0.0,0.0,2.393279671886553e-9,2.7626908774141837e-9,0.0,2.8494960245896437e-9,3.079567350453111e-9,3.2567753290227002e-9,2.700569682753077e-9,0.0,3.0,90.0,72.0
0.0,0.0,6.971385323120206e-10,0.0,0.0,2.215898002187917e-9,2.771231954072526e-9,0.0,2.8559405253984894e-9,3.2567799743946403e-9,3.2567841154686307e-9,2.7157760261128006e-9,0.0,3.0,90.0,72.0
0.0,0.0,8.796211720630531e-10,0.0,0.0,2.1170037106491223e-9,2.7622038312583007e-9,0.0,2.8432586022295242e-9,3.082234849168797e-9,3.2649573028064677e-9,2.7153102213393563e-9,0.0,3.0,90.0,72.0
0.0,0.0,4.895973304256152e-10,0.0,0.0,2.020840239746971e-9,2.627700431651511e-9,0.0,2.701235307074623e-9,3.264964901818087e-9,3.2649624933329084e-9,2.601947874736811e-9,0.0,3.0,90.0,72.0
0.0,2.524109053874468e-9,2.5979511845311704e-10,0.0,0.0,1.984194103535116e-9,2.458292085799083e-9,0.0,2.5223495705440603e-9,3.3553153864051002e-9,3.823565018469366e-9,2.4520420701103224e-9,0.0,3.0,90.0,72.0
0.0,2.7734493266609087e-9,2.5978943618201556e-10,0.0,0.0,2.247908137230948e-9,2.69640217002723e-9,2.761237915885682e-9,2.773469451504908e-9,3.3243858971823506e-9,3.3250355353902105e-9,2.6899061594248416e-9,0.0,3.0,90.0,72.0
0.0,2.964520371188853e-9,4.928453728235449e-10,0.0,0.0,2.4753016887215512e-9,2.8577910957490273e-9,2.962496863852744e-9,2.9645377282495495e-9,3.163927827635466e-9,3.32498073066671e-9,2.866398784889305e-9,0.0,3.0,90.0,72.0
1.6618315612504375e-9,3.0122501357464007e-9,4.932991069658944e-10,0.0,0.0,2.524025330903102e-9,2.8680475283920554e-9,3.0113188096413615e-9,3.012270717882047e-9,3.324403664493012e-9,3.324411564814387e-9,2.915972355756985e-9,0.0,3.0,90.0,72.0
1.6618351139641163e-9,3.089650915577573e-9,0.0,0.0,0.0,2.479963671091903e-9,2.9108659580017423e-9,3.0888514591038102e-9,3.0896681749674206e-9,3.215803152289551e-9,3.324395006532104e-9,2.988733225515451e-9,0.0,3.0,90.0,72.0
1.6618351139641163e-9,3.1180906901626534e-9,0.0,0.0,0.0,2.3124335480019795e-9,2.902813831046473e-9,3.1173517674957264e-9,3.1180946799827195e-9,3.324408846647965e-9,3.3243882030277153e-9,3.015066224701112e-9,0.0,3.0,90.0,72.0
1.7072210312107927e-9,3.0910952083985078e-9,0.0,0.0,0.0,2.1907427883797427e-9,2.8088224736265892e-9,3.0903951472151526e-9,3.091097458085468e-9,3.2676803427193793e-9,3.4149334379588937e-9,2.989377627162614e-9,0.0,3.0,90.0,72.0
1.6818901826809451e-9,3.262727878050305e-9,0.0,0.0,0.0,2.1182402114757285e-9,2.8407298105073956e-9,3.2616075407914055e-9,3.262729893442557e-9,3.3644935888322955e-9,3.3644915123135056e-9,3.108230785548034e-9,0.0,3.0,90.0,72.0
1.681893735394624e-9,3.3644964754025245e-9,0.0,0.0,0.0,2.2096015188283467e-9,2.9986796870935904e-9,3.363052358124607e-9,3.3644967003840127e-9,3.3644957878344347e-9,3.3644888600387564e-9,3.1703160556186506e-9,0.0,3.0,90.0,72.0
1.6818972881083027e-9,3.364495850248084e-9,0.0,0.0,0.0,2.5048398327626816e-9,2.9895498768018598e-9,3.362238783889844e-9,3.3644963473427693e-9,3.364495271248669e-9,3.364489504500989e-9,3.1353505483040623e-9,0.0,3.0,90.0,72.0
0.0,2.936967988618604e-9,0.0,0.0,0.0,2.3672478717958843e-9,2.5477015416906464e-9,2.929333849575987e-9,2.936988486479965e-9,3.177153403925712e-9,3.3644904192541528e-9,2.725834744122941e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.8890057079190309e-10,2.198323469990033e-9,2.3240809265008903e-9,1.0742199465301308e-9,2.6311860419326955e-9,3.364493362376921e-9,3.3644895656342154e-9,2.4091499291190295e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,5.24236461099906e-10,2.3406503356129414e-9,2.488358141923105e-9,0.0,2.7695215104845943e-9,3.239096340082252e-9,3.5525684034386955e-9,2.4560038643251963e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,6.691122384237516e-10,2.3748764464365465e-9,2.577894743231486e-9,0.0,2.7359950850687825e-9,3.364493477028301e-9,3.3644896845451644e-9,2.422288326218562e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,6.716239104831524e-10,2.3700509092770055e-9,2.545666522548483e-9,0.0,2.6655164297131728e-9,3.3328399675738746e-9,3.739752728810868e-9,2.4829922501796514e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,8.002008159357416e-10,2.3688867147260577e-9,2.4820854626171797e-9,0.0,2.642779636750679e-9,3.364493665698665e-9,3.3644892110580106e-9,2.543832436481434e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,9.327433827912134e-10,2.4502055577489996e-9,2.5615548002437408e-9,0.0,2.756303888242514e-9,3.2494563799345267e-9,3.5745502158770477e-9,2.6724490296688687e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.0234517210530398e-9,2.2612424682570155e-9,2.3705010381634317e-9,0.0,2.512059206629071e-9,3.3644949493446944e-9,3.36448621468411e-9,2.4532418609842255e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,1.15119709860555e-9,2.4351960052632216e-9,2.5963676843259038e-9,0.0,2.73087814549602e-9,3.2706314758483043e-9,3.618236826901151e-9,2.6676417237569194e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,9.34239780214248e-10,2.525534421939992e-9,2.7395205578025365e-9,0.0,2.8957186155576042e-9,3.3644944367565634e-9,3.364486042922878e-9,2.8240305033678687e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,6.736598687674793e-10,2.5872011987400264e-9,2.772641183596679e-9,0.0,2.9501393038663142e-9,3.182127565222076e-9,3.3644879736728644e-9,2.8779229709654655e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,3.6386408355808406e-10,2.647087155836062e-9,2.7351130714929976e-9,0.0,2.949396791322257e-9,3.3644946562544885e-9,3.3644884247304514e-9,2.8799863139868708e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,0.0,2.720763537708395e-9,2.7409548450727275e-9,0.0,2.9975935918218718e-9,3.2005427511478494e-9,3.364488399283199e-9,2.927028846835692e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,0.0,2.7320102661213105e-9,2.6895380318119593e-9,0.0,2.9486384293350433e-9,3.3644948773014275e-9,3.364486507511069e-9,2.8820717597149955e-9,0.0,3.0,90.0,72.0
0.0,2.7343627241785973e-9,0.0,0.0,0.0,2.596244212778381e-9,2.482828703616538e-9,0.0,2.7322992302842977e-9,3.1396437266120692e-9,3.414904801835679e-9,2.6768476329976805e-9,0.0,3.0,90.0,72.0
0.0,2.920286518904384e-9,0.0,0.0,0.0,2.790394451480608e-9,2.5757861565190735e-9,2.906035133887078e-9,2.920287054441722e-9,3.3527643529060233e-9,3.3527548893291488e-9,2.8562334397360307e-9,0.0,3.0,90.0,72.0
0.0,3.4151561559935196e-9,0.0,0.0,3.6707854309982134e-10,3.254610646342889e-9,2.9290253918612276e-9,3.4119002570668743e-9,3.4151387384797918e-9,3.4151516298187223e-9,3.4148913710096613e-9,3.3243863909835374e-9,0.0,3.0,90.0,72.0
1.7072281366381503e-9,3.415162966688328e-9,0.0,0.0,1.1021698080192285e-9,3.267596711081951e-9,2.912609057653831e-9,3.413679074510378e-9,3.41514113688802e-9,3.4151540496642877e-9,3.4148856313042597e-9,3.328627897140336e-9,0.0,3.0,90.0,72.0
1.7072299129949897e-9,3.415159110054885e-9,0.0,0.0,1.825274859869598e-9,3.261128283950087e-9,2.8094702432809276e-9,3.413855775851092e-9,3.4151597625820027e-9,3.4151558417468856e-9,3.414883555777572e-9,3.3265724189203896e-9,0.0,3.0,90.0,72.0
1.7072316893518291e-9,3.415157654592396e-9,0.0,0.0,1.906544429800384e-9,3.257110826351065e-9,2.7720425524398046e-9,3.4140234197665846e-9,3.4151572454588843e-9,3.4151567626194817e-9,3.4148825687085686e-9,3.327669540840791e-9,0.0,3.0,90.0,72.0
1.7072316893518291e-9,3.4151606033230035e-9,0.0,0.0,1.7058013777506957e-9,3.2509960396062874e-9,2.77657747168776e-9,3.4140621505775557e-9,3.4151520889394644e-9,3.41515707765589e-9,3.414883623748796e-9,3.328502723133191e-9,0.0,3.0,90.0,72.0
1.7072316893518291e-9,3.4151585469882358e-9,0.0,0.0,1.4377731679583552e-9,3.243828006658383e-9,2.7745560191444963e-9,3.414062820413252e-9,3.4151490674414087e-9,3.415157538433056e-9,3.414886971674956e-9,3.3286065345277416e-9,0.0,3.0,90.0,72.0
1.7072316893518291e-9,3.4151604309541934e-9,0.0,0.0,9.762555938945385e-10,3.237747328928071e-9,2.7350945947143073e-9,3.4138564630592336e-9,3.415234155581382e-9,3.4151567014288844e-9,3.4148835272400973e-9,3.3287003745414926e-9,0.0,3.0,90.0,72.0
1.7072316893518291e-9,3.4151631278355993e-9,0.0,0.0,5.366070981097367e-10,3.2562644057267383e-9,2.7323187775826204e-9,3.4131918030933743e-9,3.4152321083039026e-9,3.4151570274403994e-9,3.414885057926776e-9,3.328695187007158e-9,0.0,3.0,90.0,72.0
0.0,2.9272291380576123e-9,0.0,0.0,0.0,2.819204164581922e-9,2.4335845757603605e-9,2.920251936235715e-9,2.9272351121233944e-9,3.1485704398909585e-9,3.3228986528252384e-9,2.862498524124098e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,0.0,2.64327951057161e-9,2.3390375260933593e-9,1.0790873587888935e-9,2.738869285335623e-9,3.2713205886097337e-9,3.2703885585593824e-9,2.6829299789835516e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.5992368241642925e-10,0.0,0.0,2.628089780926812e-9,2.387353437065572e-9,0.0,2.7300720949213117e-9,3.172889734142927e-9,3.465928523780299e-9,2.674914715781788e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.595819390393046e-10,0.0,0.0,2.637192879725084e-9,2.467258639224723e-9,0.0,2.7377401595294835e-9,3.2713202816147552e-9,3.270394176229176e-9,2.6817974239783955e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.5978400388521247e-10,0.0,0.0,2.6223011549931226e-9,2.4982762089383952e-9,0.0,2.7104513961585392e-9,3.137883056447238e-9,3.42178047727659e-9,2.655723273079976e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,0.0,2.822980231117326e-9,2.709007370334598e-9,0.0,2.9212001922481694e-9,3.271319443855728e-9,3.270391768028538e-9,2.8554779694336824e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,0.0,2.8531847113625865e-9,2.7519350998125518e-9,0.0,2.951802738931235e-9,3.127670491268005e-9,3.2703919040112425e-9,2.8841679428068206e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,0.0,2.7895879060583256e-9,2.6152912802391953e-9,0.0,2.8837416092096332e-9,3.2713198800809443e-9,3.270387602775571e-9,2.8195570943095173e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,0.0,2.6562811405396253e-9,2.4617314357920505e-9,0.0,2.743685272220337e-9,3.162915988127927e-9,3.444130355732141e-9,2.6867822894061573e-9,0.0,3.0,90.0,72.0
0.0,0.0,4.897739080990919e-10,0.0,0.0,2.6221996396533666e-9,2.406719181282644e-9,0.0,2.7123397278641254e-9,3.2713190963454784e-9,3.2703849784486913e-9,2.6566865208156667e-9,0.0,3.0,90.0,72.0
0.0,0.0,8.786903284873313e-10,0.0,1.8915156026870247e-10,2.5752766625380695e-9,2.371706188265655e-9,0.0,2.6645978767717016e-9,3.227668307369784e-9,3.577407627932238e-9,2.6112361129688406e-9,0.0,3.0,90.0,72.0
0.0,0.0,1.1712502500793702e-9,0.0,3.619651477027018e-10,2.5789002932215183e-9,2.39318743599743e-9,0.0,2.677563210056263e-9,3.2713213350535336e-9,3.270382147109649e-9,2.6225481236502456e-9,0.0,3.0,90.0,72.0
0.0,0.0,1.5144575688021849e-9,0.0,3.62966483142122e-10,2.5695951577535775e-9,2.396828285058268e-9,0.0,2.664597909126204e-9,3.227668413740374e-9,3.5773990299140577e-9,2.610395311169505e-9,0.0,3.0,90.0,72.0
0.0,0.0,1.586817406121345e-9,0.0,1.8889054959580838e-10,2.5865821486977003e-9,2.4265743214343176e-9,0.0,2.6821706974656033e-9,3.2713205569559735e-9,3.270384948624623e-9,2.626252040130139e-9,0.0,3.0,90.0,72.0
0.0,2.7851836961528314e-9,1.5256599036624227e-9,0.0,0.0,2.6795520393896357e-9,2.4498460821507243e-9,0.0,2.7851820021209146e-9,3.135387318275114e-9,3.380903371226546e-9,2.7244986517025253e-9,0.0,3.0,90.0,72.0
0.0,2.6062571087323062e-9,1.1644330550243414e-9,0.0,0.0,2.5102770904972143e-9,2.2371975904020684e-9,2.5934188329214773e-9,2.6062503898199146e-9,3.27131747173386e-9,3.270395069081629e-9,2.5528060869468596e-9,0.0,3.0,90.0,72.0
0.0,2.859423205155649e-9,4.914631872645179e-10,0.0,0.0,2.734042588475982e-9,2.3434784576483785e-9,2.8575197640854827e-9,2.859416510160005e-9,3.0968563802228023e-9,3.2776645747163786e-9,2.790618497296049e-9,0.0,3.0,90.0,72.0
1.6352306175804188e-9,3.271323620138255e-9,0.0,0.0,0.0,2.7062203893800352e-9,2.234400599840987e-9,2.8421595035645213e-9,2.842904530407934e-9,3.2713204661284226e-9,3.270388485343328e-9,2.7703965584365644e-9,0.0,3.0,90.0,72.0
1.6352341702940976e-9,2.871711994354287e-9,0.0,0.0,0.0,2.703532685009547e-9,2.2177592406008846e-9,2.8712080063213877e-9,2.8717789953892095e-9,3.0965063372076996e-9,3.2703698456936035e-9,2.795125745044422e-9,0.0,3.0,90.0,72.0
1.6352288412235794e-9,3.271325358115849e-9,2.602178646395282e-10,0.0,0.0,2.7391148650735584e-9,2.257648856799598e-9,2.971493105921071e-9,2.9744377440828276e-9,3.271320764180967e-9,3.2703997959025597e-9,2.885120254388415e-9,0.0,3.0,90.0,72.0
1.6352323939372582e-9,3.0145941154159145e-9,1.1979286758785272e-9,0.0,0.0,2.724264389049819e-9,2.2862297672033184e-9,3.0138612353506456e-9,3.0170327358266216e-9,3.1536066581974273e-9,3.2703880458262825e-9,2.9219198135093944e-9,0.0,3.0,90.0,72.0
1.6352323939372582e-9,3.271325590085551e-9,1.7210867688997207e-9,0.0,0.0,2.663538595409092e-9,2.342016582317157e-9,2.9652846844469524e-9,2.968072391695138e-9,3.271321323503507e-9,3.2703899167760486e-9,2.878042755983451e-9,0.0,3.0,90.0,72.0
1.6352323939372582e-9,3.022190384352155e-9,1.876472423666923e-9,0.0,0.0,2.666512343605894e-9,2.4240156389607717e-9,3.021386276821485e-9,3.0244495790923955e-9,3.1568216952466455e-9,3.2703790824099196e-9,2.9327058613893215e-9,0.0,3.0,90.0,72.0
1.6352323939372582e-9,3.271338590933191e-9,2.0263292663622216e-9,0.0,1.9057787009656788e-10,2.8581524492296302e-9,2.6451839703880295e-9,3.2692838126892543e-9,3.2737158306672175e-9,3.2713255711795062e-9,3.270383000239561e-9,3.1768362711350094e-9,0.0,3.0,90.0,72.0
0.0,2.860282358192947e-9,1.841019361015201e-9,0.0,5.232945038955596e-10,2.5036132854177033e-9,2.3748146274282125e-9,2.852481449143374e-9,2.8603625493281224e-9,3.0964856437733907e-9,3.2764537169948626e-9,2.7860926414642065e-9,0.0,3.0,90.0,72.0
0.0,0.0,1.6525780532649612e-9,0.0,6.655246317181199e-10,2.370401392977932e-9,2.3237972364266466e-9,1.6229528925761332e-9,2.63769710086908e-9,3.271317981260656e-9,3.270390264135311e-9,2.5759318036413297e-9,0.0,3.0,90.0,72.0
