Resource,Arizona_Li_Battery,CAISO_New_Flow_Battery,CAISO_New_Flow_Battery_12,CAISO_New_Flow_Battery_8,CAISO_New_LDES_Battery_12,CC_Power_GoalLine,CC_Power_Tumbleweed,Generic_4hr_battery_low_cost,Generic_6hr_battery,Generic_6hr_battery_low_cost,Generic_8hr_battery,Generic_8hr_battery_low_cost,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,Total
t3850,1.1783436998367388e-9,-4.593488433722635e-8,-5.221027554595548e-8,-5.0951355691592047e-8,-6.870351235423264e-8,0.0,0.0,-2.0547297253104453e-9,-5.61630209221727e-10,-1.5106653654431224e-9,7.902352023315687e-10,1.437180541667962e-8,1.1783436998367388e-9,1.1783436998367388e-9,-2.3632984957146213e-8,-2.3632984957146213e-8,-2.5049595142475283e-7
t3851,2.978120221622333e-9,-7.49018996917329e-8,-8.577777294958085e-8,-8.353611313346731e-8,-1.233484536693931e-7,0.0,0.0,-5.370537775731372e-9,-1.558491553086522e-9,-3.9853784790205445e-9,1.362055055620839e-9,3.699576096453349e-8,2.978120221622333e-9,2.978120221622333e-9,-3.833811077521505e-8,-3.833811077521505e-8,-4.078626921174214e-7
t3852,8.799628150928367e-10,-3.931504980002774e-8,-4.462249161324922e-8,-4.35651752869535e-8,-5.753896451739357e-8,0.0,0.0,-1.6338317197999651e-9,-4.95389835719883e-10,-1.219869238137551e-9,6.323933459218879e-10,1.090627611517557e-8,8.799628150928367e-10,8.799628150928367e-10,-2.0271223584489158e-8,-2.0271223584489158e-8,-2.147546612738838e-7
t3853,2.919587129996052e-9,-7.50299577814102e-8,-8.594947865314304e-8,-8.370151278144833e-8,-1.2379050114756022e-7,0.0,0.0,-5.570459233744049e-9,-1.7729334293568656e-9,-4.193155330478715e-9,1.3055438968083968e-9,3.6782782794449244e-8,2.919587129996052e-9,2.919587129996052e-9,-3.843386670233232e-8,-3.843386670233232e-8,-4.100286436805603e-7
t3854,2.8747026958373232e-9,-7.511795286507964e-8,-8.603162405988961e-8,-8.37836836390736e-8,-1.2402231115465184e-7,0.0,0.0,-5.644263315924465e-9,-1.8516963317651944e-9,-4.2718193619566125e-9,1.2924403965303651e-9,3.6699541802960136e-8,2.8747026958373232e-9,2.8747026958373232e-9,-3.847999606729089e-8,-3.847999606729089e-8,-4.110672525759203e-7
t3855,2.84137206951003e-9,-7.518946482098434e-8,-8.61183113317079e-8,-8.386799345465357e-8,-1.2424828679634003e-7,0.0,0.0,-5.747275711119255e-9,-1.9521721879454988e-9,-4.36990399569673e-9,1.2688065859135154e-9,3.659885411458545e-8,2.84137206951003e-9,2.84137206951003e-9,-3.8528107289408073e-8,-3.8528107289408073e-8,-4.121578459682344e-7
t3856,2.8062460539620846e-9,-7.526011153914096e-8,-8.62084527923037e-8,-8.395441925892741e-8,-1.244743557235776e-7,0.0,0.0,-5.85147196806467e-9,-2.064324059036021e-9,-4.480458734421867e-9,1.2392652168922727e-9,3.649073698938679e-8,2.8062460539620846e-9,2.8062460539620846e-9,-3.8577904685425194e-8,-3.8577904685425194e-8,-4.133006630781573e-7
t3857,2.7718776663736546e-9,-7.533138245175313e-8,-8.629668649648073e-8,-8.403973515058508e-8,-1.247005945112742e-7,0.0,0.0,-5.955647804726928e-9,-2.169612387234791e-9,-4.583962526352286e-9,1.213148631560504e-9,3.6387224346642316e-8,2.7718776663736546e-9,2.7718776663736546e-9,-3.8626662005640184e-8,-3.8626662005640184e-8,-4.144149393623637e-7
t3858,2.7353533958536227e-9,-7.538992591235844e-8,-8.639318742163981e-8,-8.413039198825421e-8,-8.486758546394594e-8,0.0,0.0,-6.063958718206542e-9,-2.2937265583096896e-9,-4.706633294259943e-9,1.1762268818413255e-9,3.6271504983423194e-8,2.7353533958536227e-9,2.7353533958536227e-9,-3.8679563206598723e-8,-3.8679563206598723e-8,-3.7555074371734664e-7
t3859,7.096767492907371e-13,-1.0037762001612564e-10,-1.1345808044127963e-10,-1.1093150700969913e-10,-1.1850149907583455e-10,0.0,0.0,-1.7065046762320265e-12,-6.827726179776032e-13,-1.3291822260031042e-12,9.696333981299766e-13,9.417671473771894e-12,7.096767492907371e-13,7.096767492907371e-13,-5.28458069424884e-11,-5.28458069424884e-11,-5.401624448283544e-10
t3860,2.667236988191996e-9,-7.553284526362177e-8,-8.656865436252908e-8,-8.430066567426076e-8,-8.515074624797255e-8,0.0,0.0,-6.268170867142113e-9,-2.500883553361042e-9,-4.910233079657844e-9,1.1242215739303725e-9,3.606867395147876e-8,2.667236988191996e-9,2.667236988191996e-9,-3.877670618576965e-8,-3.877670618576965e-8,-3.775910049300993e-7
t3861,2.630710308889529e-9,-7.548324821907165e-8,-4.2269669628217815e-9,-8.30189319958544e-9,-1.7013152769600647e-9,0.0,0.0,-6.374753317733632e-9,-2.6242784612270556e-9,-5.031340325241941e-9,1.0879427791076457e-9,3.595054171017694e-8,2.630710308889529e-9,2.630710308889529e-9,-1.0241699048401863e-9,-1.0241699048401863e-9,-6.086152015636877e-8
t3862,2.597422925961584e-9,-7.567451002713145e-8,-8.674696889268374e-8,-8.447210485482369e-8,-8.543342395464696e-8,0.0,0.0,-6.475621813189997e-9,-2.722204825317155e-9,-5.1276418980894854e-9,1.0673508642776824e-9,3.585473190681712e-8,2.597422925961584e-9,2.597422925961584e-9,-3.887570426451415e-8,-3.887570426451415e-8,-3.7968953324593123e-7
t3863,1.845923730369181e-9,-6.450655364974966e-8,-3.94071679702477e-9,-8.043494703844254e-9,-1.1056449502276987e-9,0.0,0.0,-4.7760492901286715e-9,-2.0758042020053955e-9,-3.809088215964556e-9,8.453325474223642e-10,2.5652637955484748e-8,1.845923730369181e-9,1.845923730369181e-9,-6.953836475749997e-10,-6.953836475749997e-10,-5.761237741008035e-8
t3864,2.527603691676964e-9,-7.581622206693844e-8,-8.692547888954709e-8,-8.464363627347544e-8,-8.571636690962536e-8,0.0,0.0,-6.682479747369936e-9,-2.9429626612651717e-9,-5.344512979866642e-9,1.0105981256946924e-9,3.5640777483704285e-8,2.527603691676964e-9,2.527603691676964e-9,-3.8974904621422955e-8,-3.8974904621422955e-8,-3.817872820865041e-7
t3865,6.21552100238688e-13,-9.6962353024815e-11,-1.2817108008238e-10,-1.2516636769763877e-10,-1.1489841282026799e-10,0.0,0.0,-1.819754861078474e-12,-8.404107804868208e-13,-1.4582657250417342e-12,7.781497091789107e-13,8.866464376525498e-12,6.21552100238688e-13,6.21552100238688e-13,-6.092089066397278e-11,-6.092089066397278e-11,-5.796491559332339e-10
t3866,2.4575471606045994e-9,-7.595806606422055e-8,-8.710429407940569e-8,-8.481528562447892e-8,-8.599956598447746e-8,0.0,0.0,-6.889105650531455e-9,-3.1640541361564154e-9,-5.561813491457109e-9,9.535996184490869e-10,3.542653739585786e-8,2.4575471606045994e-9,2.4575471606045994e-9,-3.9074350888315456e-8,-3.9074350888315456e-8,-3.838881083112378e-7
t3867,8.527049518252142e-13,-1.339366307474972e-10,-1.5145175127495175e-10,-1.480836874799904e-10,-1.590092738532961e-10,0.0,0.0,-2.532991941561924e-12,-1.196178210343768e-12,-2.051977156458427e-12,1.0474590665775177e-12,1.2305927794831403e-11,8.527049518252142e-13,8.527049518252142e-13,-7.066785789188069e-11,-7.066785789188069e-11,-7.236867047309764e-10
t3868,2.3879620243246975e-9,-7.610032577556559e-8,-8.728285606699517e-8,-8.498682956207848e-8,-8.628322047208936e-8,0.0,0.0,-7.09551855336064e-9,-3.3829249007709543e-9,-5.776885293814599e-9,8.975573277675717e-10,3.5213934003850545e-8,2.3879620243246975e-9,2.3879620243246975e-9,-3.917366246128397e-8,-3.917366246128397e-8,-3.859805081426505e-7
t3869,8.135039877380572e-13,-1.318673585179493e-10,-1.4912966964575893e-10,-1.4581337353493965e-10,-1.5678977902197606e-10,0.0,0.0,-2.561307219999696e-12,-1.251913401805291e-12,-2.0913102441115287e-12,9.65476709616531e-13,1.2018686576913918e-11,8.135039877380572e-13,8.135039877380572e-13,-6.961721572725442e-11,-6.961721572725442e-11,-7.133144677913047e-10
t3870,2.3187590617707066e-9,-7.624313068041366e-8,-8.746110178418148e-8,-8.515812545577005e-8,-8.656747017367186e-8,0.0,0.0,-7.30123779513146e-9,-3.5993010469707675e-9,-5.989466825613136e-9,8.426590552310846e-10,3.5003175099212716e-8,2.3187590617707066e-9,2.3187590617707066e-9,-3.92727907114274e-8,-3.92727907114274e-8,-3.880633038448513e-7
t3871,2.2846477815576977e-9,-7.627126764251169e-8,-8.712065444817068e-8,-8.48350161124924e-8,-8.671870650950207e-8,0.0,0.0,-7.404677088601974e-9,-3.710229545938683e-9,-6.098076391402216e-9,8.12369170957622e-10,3.489380067199037e-8,2.2846477815576977e-9,2.2846477815576977e-9,-3.9145714232617303e-8,-3.9145714232617303e-8,-3.8788994301623325e-7
t3872,2.2495213964338986e-9,-7.636867629119786e-8,-8.763891085719107e-8,-8.532894190069916e-8,-8.686220644409139e-8,0.0,0.0,-7.506749204173644e-9,-3.815738746150147e-9,-6.202199271318654e-9,7.878186568188562e-10,3.4792431241223164e-8,2.2495213964338986e-9,2.2495213964338986e-9,-3.937190115003591e-8,-3.937190115003591e-8,-3.9013841092754997e-7
t3873,2.2140470096355897e-9,-7.64388724885207e-8,-8.772919534317874e-8,-8.54152642142333e-8,-8.700454814378663e-8,0.0,0.0,-7.611827594558138e-9,-3.9311030970843095e-9,-6.3152904239396e-9,7.557798842559186e-10,3.4680551661187384e-8,2.2140470096355897e-9,2.2140470096355897e-9,-3.942217457868173e-8,-3.942217457868173e-8,-3.912119778883148e-7
t3874,2.1797138086524433e-9,-7.651001204982623e-8,-8.781870651897983e-8,-8.550127743177656e-8,-8.714712415796237e-8,0.0,0.0,-7.713508277517985e-9,-4.036107439085033e-9,-6.418847519411853e-9,7.308667296474673e-10,3.457880903214263e-8,2.1797138086524433e-9,2.1797138086524433e-9,-3.9471989754000524e-8,-3.9471989754000524e-8,-3.922407457148135e-7
t3875,2.1456727007559816e-9,-7.658096526642944e-8,-8.790772248730428e-8,-8.558704396816269e-8,-8.72897123579535e-8,0.0,0.0,-7.815805620373895e-9,-4.1442146887447994e-9,-6.5251035149300596e-9,7.046717245111697e-10,3.4474236928565166e-8,2.1456727007559816e-9,2.1456727007559816e-9,-3.952152940215524e-8,-3.952152940215524e-8,-3.9327769995286485e-7
t3876,2.110939269230258e-9,-7.665357442446754e-8,-8.799753680798153e-8,-8.567356678406043e-8,-8.743326030566639e-8,0.0,0.0,-7.916602269526826e-9,-4.248993799010813e-9,-6.628221739586347e-9,6.775273094863101e-10,3.437061883333492e-8,2.110939269230258e-9,2.110939269230258e-9,-3.957145386960161e-8,-3.957145386960161e-8,-3.943136999189911e-7
t3877,2.0765602503164518e-9,-7.672517389931169e-8,-8.808713197444593e-8,-8.575987158845034e-8,-8.757633168328395e-8,0.0,0.0,-8.019020400151315e-9,-4.356812162890521e-9,-6.734162767408665e-9,6.500994692644958e-10,3.426539328804959e-8,2.0765602503164518e-9,2.0765602503164518e-9,-3.962129025852454e-8,-3.962129025852454e-8,-3.9535591148472806e-7
t3878,2.2935975437031906e-10,-2.1171081893066972e-8,-2.3984019745042042e-8,-2.34408831026141e-8,-2.453357154340858e-8,0.0,0.0,-9.093867095973607e-10,-4.994357458701477e-10,-7.655861427198127e-10,1.433863883641702e-10,3.773520828603969e-9,2.2935975437031906e-10,2.2935975437031906e-10,-1.1062433305773318e-8,-1.1062433305773318e-8,-1.1282384501378655e-7
t3879,2.0072800142117398e-9,-7.686875553804005e-8,-8.826669455178897e-8,-8.593280376121701e-8,-8.786289004165787e-8,0.0,0.0,-8.224115162853759e-9,-4.5736454622219166e-9,-6.947140561244793e-9,5.946920385881021e-10,3.4054370736912166e-8,2.0072800142117398e-9,2.0072800142117398e-9,-3.9721175446653816e-8,-3.9721175446653816e-8,-3.9744749315419654e-7
t3880,1.9724927000379338e-9,-7.694041465492742e-8,-8.835665957799249e-8,-8.601937526147267e-8,-8.800623108063921e-8,0.0,0.0,-8.326701338360221e-9,-4.682905357950739e-9,-7.054401959638093e-9,5.665812317673485e-10,3.394837757660296e-8,1.9724927000379338e-9,1.9724927000379338e-9,-3.977123378985897e-8,-3.977123378985897e-8,-3.9849671990221464e-7
t3881,1.9378284516427307e-9,-7.701216767397596e-8,-8.844658806688434e-8,-8.610601482751362e-8,-8.814980265722933e-8,0.0,0.0,-8.42938512092541e-9,-4.791736927502218e-9,-7.161247211058127e-9,5.387365431922476e-10,3.38426762610558e-8,1.9378284516427307e-9,1.9378284516427307e-9,-3.982125061857175e-8,-3.982125061857175e-8,-3.995445455630562e-7
t3882,1.9050276676591704e-9,-7.699453689262992e-8,-8.853974671263725e-8,-8.619384967756953e-8,-8.827658710677908e-8,0.0,0.0,-8.544965692120713e-9,-4.916457554883163e-9,-7.282821488541908e-9,5.022302936371008e-10,3.372591174559375e-8,1.9050276676591704e-9,1.9050276676591704e-9,-3.987330353295306e-8,-3.987330353295306e-8,-4.0055234714885933e-7
t3883,5.922184323137161e-13,-1.2168435072296462e-10,-1.378686143299897e-10,-1.347986969550369e-10,-1.4634479224129568e-10,0.0,0.0,-2.7772540663407062e-12,-1.6148804753027178e-12,-2.37115432554561e-12,4.845524336652288e-13,1.0507212892548009e-11,5.922184323137161e-13,5.922184323137161e-13,-6.456927926283981e-11,-6.456927926283981e-11,-6.638298810190012e-10
t3884,1.8336373643533086e-9,-7.714930035505081e-8,-8.871576470463994e-8,-8.636719200207125e-8,-8.857234746599708e-8,0.0,0.0,-8.737716923488349e-9,-5.119356858782196e-9,-7.481826563313535e-9,4.576807766661025e-10,3.3527192687034235e-8,1.8336373643533086e-9,1.8336373643533086e-9,-3.997031116199151e-8,-3.997031116199151e-8,-4.025983416405659e-7
t3885,1.7999461606943582e-9,-7.709781073773616e-8,-4.254794823406043e-9,-8.368423815763186e-9,-1.7212027832186174e-9,0.0,0.0,-8.843280440536468e-9,-5.23599082621187e-9,-7.59618790844109e-9,4.229169608132051e-10,3.3413645538742276e-8,1.7999461606943582e-9,1.7999461606943582e-9,-1.0345898640951529e-9,-1.0345898640951529e-9,-7.595047008186518e-8
t3886,1.7641932697433202e-9,-7.729270845495565e-8,-8.88963700431093e-8,-8.654100843202276e-8,-8.886021935559459e-8,0.0,0.0,-8.942814968017459e-9,-5.337440321689506e-9,-7.696009138609793e-9,4.0166986120012545e-10,3.3315496198641326e-8,1.7641932697433202e-9,1.7641932697433202e-9,-4.0070825032738574e-8,-4.0070825032738574e-8,-4.0469847491040476e-7
t3887,6.241879822847971e-13,-1.4055782194227342e-10,-1.850621363201793e-10,-1.8074276273489385e-10,-1.6937508899303285e-10,0.0,0.0,-3.400586575009612e-12,-2.0584176063964405e-12,-2.9315184351573546e-12,3.970309389586899e-13,1.1951901421441982e-11,6.241879822847971e-13,6.241879822847971e-13,-8.82950251937756e-11,-8.82950251937756e-11,-8.46496886687239e-10
t3888,1.6947940987928111e-9,-7.743655908864757e-8,-8.907716409604718e-8,-8.671492276072127e-8,-8.914849540760059e-8,0.0,0.0,-9.147687562208245e-9,-5.554853671625839e-9,-7.90958597055195e-9,3.458355595621731e-10,3.310426176259112e-8,1.6947940987928111e-9,1.6947940987928111e-9,-4.017150850625751e-8,-4.017150850625751e-8,-4.0679780595138597e-7
t3889,5.062872970672496e-13,-1.1916045469007682e-10,-1.350525665756459e-10,-1.320456328672892e-10,-1.4392830999557258e-10,0.0,0.0,-2.9205887184538003e-12,-1.7947086149707915e-12,-2.529071619059828e-12,2.864650040102504e-13,1.0023732842286266e-11,5.062872970672496e-13,5.062872970672496e-13,-6.333666880522049e-11,-6.333666880522049e-11,-6.522756109540116e-10
t3890,1.6256201390019733e-9,-7.757977978892175e-8,-8.925856426633729e-8,-8.688899549781163e-8,-8.943668477959027e-8,0.0,0.0,-9.352254544048241e-9,-5.773233412874649e-9,-8.124144333933442e-9,2.892349871496522e-10,3.289227702441649e-8,1.6256201390019733e-9,1.6256201390019733e-9,-4.0272656958857055e-8,-4.0272656958857055e-8,-4.089005981126593e-7
t3891,4.32507461929654e-13,-1.0615364510572081e-10,-1.2032860589130616e-10,-1.1764910099643958e-10,-1.2843049162378165e-10,0.0,0.0,-2.634947664379798e-12,-1.642031749803136e-12,-2.291639244001862e-12,2.128808303192979e-13,8.843988356119497e-12,4.32507461929654e-13,4.32507461929654e-13,-5.6458858886405534e-11,-5.6458858886405534e-11,-5.816937884760163e-10
t3892,1.5564761830263072e-9,-7.772397838581497e-8,-8.943952839799629e-8,-8.7063081163263e-8,-8.972589407535362e-8,0.0,0.0,-9.55686612166972e-9,-5.9897890187030085e-9,-8.336861765884705e-9,2.3384394852121914e-10,3.268180609233883e-8,1.5564761830263072e-9,1.5564761830263072e-9,-4.0373474796316015e-8,-4.0373474796316015e-8,-4.109978699313784e-7
t3893,5.147606180302061e-13,-1.3132238680361283e-10,-1.4886680809488784e-10,-1.4555357172472675e-10,-1.5903879740003147e-10,0.0,0.0,-3.3364224946802442e-12,-2.1092739921411e-12,-2.9142240679647796e-12,2.0495226057706553e-13,1.0916552071362758e-11,5.147606180302061e-13,5.147606180302061e-13,-6.987533513256828e-11,-6.987533513256828e-11,-7.202263686571511e-10
t3894,1.4868836040361e-9,-7.786962427937992e-8,-8.962030956535173e-8,-8.723736936171421e-8,-9.001644492996597e-8,0.0,0.0,-9.761564570260232e-9,-6.204988984427916e-9,-8.548292359014285e-9,1.795036015744088e-10,3.247251818677958e-8,1.4868836040361e-9,1.4868836040361e-9,-4.047410184735928e-8,-4.047410184735928e-8,-4.130941251443705e-7
t3895,1.4554208755595184e-9,-7.785132430807992e-8,-8.766430805626581e-8,-8.537548706623814e-8,-9.017365197838817e-8,0.0,0.0,-9.863643362085029e-9,-6.314477447684993e-9,-8.65515085570914e-9,1.4874399279797796e-10,3.236399419899889e-8,1.4554208755595184e-9,1.4554208755595184e-9,-3.9668482070018546e-8,-3.9668482070018546e-8,-4.0835600639601284e-7
t3896,1.4176325230807182e-9,-7.801487075996622e-8,-8.980100654637308e-8,-8.741143708402937e-8,-9.03234827418771e-8,0.0,0.0,-9.965865244780119e-9,-6.420952795820157e-9,-8.760486133846502e-9,1.246916307685748e-10,3.2262699731234116e-8,1.4176325230807182e-9,1.4176325230807182e-9,-4.0574898305490544e-8,-4.0574898305490544e-8,-4.152076089864288e-7
t3897,1.7530497277783464e-10,-2.3308163598127758e-8,-2.645936107226748e-8,-2.5856321252415808e-8,-2.7326299150714725e-8,0.0,0.0,-1.2676786909061454e-9,-8.219280263327415e-10,-1.1163696076797502e-9,2.3341942842570195e-11,3.997167532196124e-9,1.7530497277783464e-10,1.7530497277783464e-10,-1.224605862494626e-8,-1.224605862494626e-8,-1.261018142549647e-7
t3898,8.026118426518967e-10,-6.012143799021424e-8,-6.88784760335802e-8,-6.713674068810284e-8,-6.982073875545506e-8,0.0,0.0,-6.0202653667180494e-9,-3.929177228772973e-9,-5.311625686926122e-9,4.945960255083665e-11,1.8878948042683674e-8,8.026118426518967e-10,8.026118426518967e-10,-3.136994458424356e-8,-3.136994458424356e-8,-3.226221077450664e-7
t3899,4.1634883828063553e-10,-4.195144641435697e-8,-4.78436137923464e-8,-4.6695467862038495e-8,-4.891712906174961e-8,0.0,0.0,-3.2056888312102813e-9,-2.104949523007645e-9,-2.8332076259504322e-9,1.890504438471953e-11,9.889117058359926e-9,4.1634883828063553e-10,4.1634883828063553e-10,-2.1965552900733793e-8,-2.1965552900733793e-8,-2.2632554029454087e-7
t3900,1.2804633998549863e-9,-7.830231710569611e-8,-9.016474630206586e-8,-8.77605966994624e-8,-9.090489187528866e-8,0.0,0.0,-1.0373989583885933e-8,-6.853998303510125e-9,-9.185764196337874e-9,1.3407897175003684e-11,3.1842113791897417e-8,1.2804633998549863e-9,1.2804633998549863e-9,-4.0777802751823604e-8,-4.0777802751823604e-8,-4.194049976812568e-7
t3901,8.157417364550979e-10,-6.333546786036831e-8,-7.264085837623148e-8,-7.078521747479576e-8,-7.367253739968904e-8,0.0,0.0,-6.8154954186532546e-9,-4.529831960634859e-9,-6.045014891561731e-9,-1.4204019183153698e-11,2.0560417219802533e-8,8.157417364550979e-10,8.157417364550979e-10,-3.306437529528528e-8,-3.306437529528528e-8,-3.4095973556252035e-7
t3902,1.2101531477377609e-9,-7.845027980598046e-8,-9.034675449171266e-8,-8.793643341168501e-8,-9.119928518979504e-8,0.0,0.0,-1.0578421628787334e-8,-7.068397913772637e-9,-9.396722039412164e-9,-3.9755592426784834e-11,3.163401974878686e-8,1.2101531477377609e-9,1.2101531477377609e-9,-4.087907158530152e-8,-4.087907158530152e-8,-4.21509714052175e-7
t3903,1.1754072000690395e-9,-7.852328457724262e-8,-9.043811084503445e-8,-8.80243946467451e-8,-9.134594042043179e-8,0.0,0.0,-1.0680710651270526e-8,-7.1761525620723295e-9,-9.502657885242235e-9,-6.727986950100189e-11,3.15294554015185e-8,1.1754072000690395e-9,1.1754072000690395e-9,-4.092997007612169e-8,-4.092997007612169e-8,-4.2256279460805786e-7
t3904,1.1407406138079243e-9,-7.859633969459017e-8,-9.052937890248879e-8,-8.811230198970533e-8,-9.149281429006028e-8,0.0,0.0,-1.0782861905565356e-8,-7.284027902502746e-9,-9.608654898554764e-9,-9.472650453590348e-11,3.14247927468471e-8,1.1407406138079243e-9,1.1407406138079243e-9,-4.098081283949976e-8,-4.098081283949976e-8,-4.23615717178732e-7
t3905,1.1059803805425122e-9,-7.866981063272778e-8,-9.062081949721618e-8,-8.820048868780417e-8,-9.164024188264317e-8,0.0,0.0,-1.088523407327143e-8,-7.3919458654323855e-9,-9.714726101223604e-9,-1.2210098483083284e-10,3.1320079223681033e-8,1.1059803805425122e-9,1.1059803805425122e-9,-4.103171716470979e-8,-4.103171716470979e-8,-4.2467078168926055e-7
t3906,1.0713234230134722e-9,-7.873742948588005e-8,-9.07127179446256e-8,-8.828852507956494e-8,-9.176771722278809e-8,0.0,0.0,-1.0987686180784933e-8,-7.500921492597582e-9,-9.821724322646892e-9,-1.5044821429681629e-10,3.121439410648115e-8,1.0713234230134722e-9,1.0713234230134722e-9,-4.1082827322101886e-8,-4.1082827322101886e-8,-4.257044602118671e-7
t3907,1.0368490176916656e-9,-7.868166190849545e-8,-4.1374735038999e-9,-8.328379511274489e-9,-1.453231494842571e-9,0.0,0.0,-1.1089789629273751e-8,-7.610974019684714e-9,-9.92945952386667e-9,-1.8118558687080373e-10,3.110692448783558e-8,1.0368490176916656e-9,1.0368490176916656e-9,-8.858776762910237e-10,-8.858776762910237e-10,-8.896643898987982e-8
t3908,1.001832559484529e-9,-8.999657622002614e-8,-1.0402826620992409e-7,-1.0115511350674227e-7,-1.0499636555771248e-7,0.0,0.0,-1.1192319140764545e-8,-7.716902474606885e-9,-1.0034277914556714e-8,-2.390023630993476e-10,3.100536078915893e-8,1.001832559484529e-9,1.001832559484529e-9,-4.6925491332431096e-8,-4.6925491332431096e-8,-4.891989475846821e-7
t3909,9.673558757432766e-10,-7.88294721205895e-8,-4.144776448421191e-9,-8.337340167057714e-9,-1.465800771258865e-9,0.0,0.0,-1.1294171405621745e-8,-7.826938520762336e-9,-1.0141678182760867e-8,-2.360822291001074e-10,3.089721305639185e-8,9.673558757432766e-10,9.673558757432766e-10,-8.927161001416263e-10,-8.927161001416263e-10,-9.02624113622339e-8
t3910,9.32773600695222e-10,-7.903082575625234e-8,-9.108008709768335e-8,-8.864208294687845e-8,-9.235865176167945e-8,0.0,0.0,-1.1395891117802199e-8,-7.933180923310633e-9,-1.0246424393761504e-8,-2.608869770573369e-10,3.079488524211435e-8,9.32773600695222e-10,9.32773600695222e-10,-4.1287471601524225e-8,-4.1287471601524225e-8,-4.299297681332737e-7
t3911,9.007743050494828e-10,-7.896856681014707e-8,-4.174133640757655e-9,-8.36384621795985e-9,-1.5243909141810792e-9,0.0,0.0,-1.1496012466573544e-8,-8.042179140547543e-9,-1.0352480231884381e-8,-2.9222309647851037e-10,3.0688401446453585e-8,9.007743050494828e-10,9.007743050494828e-10,-9.252825942732838e-10,-9.252825942732838e-10,-9.167367334547416e-8
t3912,8.642439122522029e-10,-7.917290398092099e-8,-9.126234204341839e-8,-8.881666443779243e-8,-9.265067188081287e-8,0.0,0.0,-1.1598294327378105e-8,-8.149255623179769e-9,-1.045821571598296e-8,-3.170228924683132e-10,3.058551893131657e-8,8.642439122522029e-10,8.642439122522029e-10,-4.138942445683231e-8,-4.138942445683231e-8,-4.320259691475452e-7
t3913,2.9707990105897145e-13,-1.4539525467802242e-10,-1.650036128585264e-10,-1.6132922607316434e-10,-1.7848047697435825e-10,0.0,0.0,-4.43550018046708e-12,-3.1397450554691322e-12,-4.007245537642066e-12,-4.726088592806543e-13,1.1141097402831097e-11,2.9707990105897145e-13,2.9707990105897145e-13,-7.77874193214965e-11,-7.77874193214965e-11,-8.058061717539153e-10
t3914,7.960335496692362e-10,-7.931805246830485e-8,-9.144572713763727e-8,-8.899266027474561e-8,-9.294546455659926e-8,0.0,0.0,-1.1800109231507986e-8,-8.364648139974818e-9,-1.0669520283023918e-8,-3.7254682490947267e-10,3.03764849327649e-8,7.960335496692362e-10,7.960335496692362e-10,-4.14918468514966e-8,-4.14918468514966e-8,-4.3412783703792376e-7
t3915,3.1228727893854265e-13,-1.618179493447604e-10,-1.8365432107405649e-10,-1.7956737329762138e-10,-1.9885652316537544e-10,0.0,0.0,-4.994749472064242e-12,-3.560373593056408e-12,-4.5232524963327606e-12,-5.740327350533513e-13,1.2365645491123979e-11,3.1228727893854265e-13,3.1228727893854265e-13,-8.661264729672743e-11,-8.661264729672743e-11,-8.974713624438357e-10
t3916,7.274750921772948e-10,-7.946412440659105e-8,-9.16293195149624e-8,-8.916907206728264e-8,-9.3241475963916e-8,0.0,0.0,-1.2002295241205114e-8,-8.57971617364717e-9,-1.088059221075149e-8,-4.276080832139094e-10,3.0167775435136985e-8,7.274750921772948e-10,7.274750921772948e-10,-4.1594338024022956e-8,-4.1594338024022956e-8,-4.362326789979468e-7
t3917,3.394617702451906e-13,-1.9222954509628197e-10,-2.1818147174885617e-10,-2.1332875939283577e-10,-2.3644050105233774e-10,0.0,0.0,-6.05206206230775e-12,-4.3495578719480015e-12,-5.4951705633846735e-12,-7.689681137750353e-13,1.4646079859656874e-11,3.394617702451906e-13,3.394617702451906e-13,-1.0293241186841815e-10,-1.0293241186841815e-10,-1.067046394468171e-9
t3918,6.584597782677313e-10,-7.961140026687036e-8,-9.18131687094434e-8,-8.934587541657813e-8,-9.353888781875107e-8,0.0,0.0,-1.220468441683533e-8,-8.794539487644798e-9,-1.1091524226760618e-8,-4.821693294759061e-10,2.995931064072857e-8,6.584597782677313e-10,6.584597782677313e-10,-4.1696906511844145e-8,-4.1696906511844145e-8,-4.3834137272051613e-7
t3919,6.259203980044329e-10,-7.968128869147929e-8,-9.190458737737646e-8,-8.943311930023174e-8,-9.370808820468154e-8,0.0,0.0,-1.230616663111043e-8,-8.901961435774655e-9,-1.1196556007751088e-8,-5.113925451219131e-10,2.9854239831637055e-8,6.259203980044329e-10,6.259203980044329e-10,-4.174832017986673e-8,-4.174832017986673e-8,-4.3940779952761026e-7
t3920,5.91721017967425e-10,-1.075971419954839e-7,-1.230212659850345e-7,-1.198057746709722e-7,-9.385676394239666e-8,0.0,0.0,-1.2405199538118355e-8,-9.007923436303318e-9,-1.1300611345073541e-8,-5.36914380477756e-10,2.9751906530505407e-8,5.91721017967425e-10,5.91721017967425e-10,-5.604228672126287e-8,-5.604228672126287e-8,-5.580890991519783e-7
