Constraint,CapRes_1
t7049,9.483619548892241e-10
t7050,1.1739881284621155e-9
t7051,9.046872845820492e-10
t7052,1.201700586890985e-9
t7053,8.97426457408234e-10
t7054,1.1981070043603686e-9
t7055,9.362456146728068e-10
t7056,1.1936040764658542e-9
t7057,9.439282850780182e-10
t7058,1.185460280516165e-9
t7059,9.663294634512318e-10
t7060,1.1832658948076882e-9
t7061,9.574133101462401e-10
t7062,1.1988423688058113e-9
t7063,8.955537552590578e-10
t7064,1.175058027524234e-9
t7065,9.134932309400111e-10
t7066,1.1650947679677875e-9
t7067,1.0069810640662097e-9
t7068,1.2481840257924969e-9
t7069,1.0690916021352664e-9
t7070,1.218458167097194e-9
t7071,9.797940288764434e-10
t7072,1.382856470465734e-9
t7073,9.250943603753466e-10
t7074,1.2006884599644938e-9
t7075,9.095624727831147e-10
t7076,1.2314424595791643e-9
t7077,9.082348291858773e-10
t7078,1.4514247906491132e-9
t7079,9.205271972679989e-10
t7080,1.425277277394822e-9
t7081,9.63817535854489e-10
t7082,1.1921776542698608e-9
t7083,9.844514548505628e-10
t7084,1.1878856934991152e-9
t7085,9.76633416398237e-10
t7086,1.2162958060551159e-9
t7087,9.091329887039177e-10
t7088,1.592907075741814e-9
t7089,1.4057211019637106e-9
t7090,1.3687150274321673e-9
t7091,1.0098562412302536e-9
t7092,1.2569589778804444e-9
t7093,1.02922123054607e-9
t7094,1.3079244458359057e-9
t7095,1.8957969305440687e-9
t7096,2.0463615202168856e-9
t7097,9.484776023322532e-10
t7098,1.1915326505808588e-9
t7099,9.110659024441927e-10
t7100,1.2199342052985658e-9
t7101,9.158745500204076e-10
t7102,1.2139756483788081e-9
t7103,9.437895109063346e-10
t7104,1.1989464380013116e-9
t7105,9.922376810588506e-10
t7106,1.1914787892145166e-9
t7107,1.0087821165667534e-9
t7108,1.1875784518437499e-9
t7109,9.978817426699798e-10
t7110,1.200514072124887e-9
t7111,9.346270508330685e-10
t7112,1.5081601345426078e-9
t7113,1.2318692465977658e-9
t7114,1.4895692416520976e-9
t7115,1.0528007717478703e-9
t7116,1.1972123051654738e-9
t7117,9.49755588611194e-10
t7118,1.3422169400006818e-9
t7119,2.008404461957127e-9
t7120,2.0743473563688978e-9
t7121,9.468581113391008e-10
t7122,1.1859508351517423e-9
t7123,9.072052266360972e-10
t7124,1.2140001531925216e-9
t7125,9.190291914513614e-10
t7126,1.208353611853497e-9
t7127,9.549041241563963e-10
t7128,1.20250890077761e-9
t7129,9.647246033634617e-10
t7130,1.1935909392684653e-9
t7131,9.816007862773152e-10
t7132,1.1887865797480603e-9
t7133,9.734751850146835e-10
t7134,1.2036336341649854e-9
t7135,9.005232981934562e-10
t7136,1.497112669089953e-9
t7137,1.205163909226757e-9
t7138,1.1820126278380637e-9
t7139,1.0195510172521518e-9
t7140,1.2534561338711712e-9
t7141,1.033186872030909e-9
t7142,1.8315744518296225e-9
t7143,1.8430156833148458e-9
t7144,1.8594759886711548e-9
t7145,9.544265197352464e-10
t7146,1.1835355608765212e-9
t7147,9.114287306359318e-10
t7148,1.2105948651737043e-9
t7149,9.105808071928294e-10
t7150,1.203169474629507e-9
t7151,9.330002173797988e-10
t7152,1.2073297523937078e-9
t7153,9.82153341799152e-10
t7154,1.1764673809185093e-9
t7155,9.948470791625362e-10
t7156,1.1704314596322133e-9
t7157,9.973098199025035e-10
t7158,1.1745785007051562e-9
t7159,9.671822509782665e-10
t7160,1.3668189224951907e-9
t7161,9.621729488046027e-10
t7162,1.207011441112487e-9
t7163,1.071138714210123e-9
t7164,1.320459583128325e-9
t7165,9.925897687675745e-10
t7166,1.3412766613327215e-9
t7167,1.7849833519515745e-9
t7168,1.8363980724230352e-9
t7169,9.878125313865018e-10
t7170,1.173628324538987e-9
t7171,9.36581450891438e-10
t7172,1.2019443332080196e-9
t7173,9.414018491815609e-10
t7174,1.1915146812348478e-9
t7175,9.674508317427746e-10
t7176,1.1900023103075846e-9
t7177,9.67117162490412e-10
t7178,1.1840859230819674e-9
t7179,9.855661276380698e-10
t7180,1.1797098468051278e-9
t7181,9.910780436002782e-10
t7182,1.1852511125698889e-9
t7183,9.623146107783743e-10
t7184,1.3766306053444127e-9
t7185,1.077400528394863e-9
t7186,1.3220722961250622e-9
t7187,1.134274048358616e-9
t7188,1.4099321436163546e-9
t7189,1.1224062086228584e-9
t7190,1.3419173495291686e-9
t7191,1.6307175041487448e-9
t7192,1.8107128257724408e-9
t7193,9.890102144029564e-10
t7194,1.1899899406411221e-9
t7195,9.277208658281553e-10
t7196,1.215600134923445e-9
t7197,9.396288095597861e-10
t7198,1.2036099167265012e-9
t7199,9.617897809364062e-10
t7200,1.2009133292956858e-9
t7201,9.874236036985282e-10
t7202,1.1917740806038601e-9
t7203,1.0013109651086001e-9
t7204,1.1921436356385912e-9
t7205,9.876611004066031e-10
t7206,1.2026277546641798e-9
t7207,9.281073628799195e-10
t7208,1.1977430976796765e-9
t7209,9.52151029580943e-10
t7210,1.2423999656405274e-9
t7211,1.0686139094588776e-9
t7212,1.3108185975655636e-9
t7213,1.0832997787870348e-9
t7214,1.3133937483673164e-9
t7215,1.131863956311753e-9
t7216,1.8914245412512613e-9
t7217,9.738560147341813e-10
t7218,1.1866969831700136e-9
t7219,9.233293917041783e-10
t7220,1.2198302076680511e-9
t7221,9.280170097047799e-10
t7222,1.2103818980654238e-9
t7223,9.53654886623803e-10
t7224,1.2016691814224387e-9
t7225,9.776817804660192e-10
t7226,1.1936671570009062e-9
t7227,9.872665458925025e-10
t7228,1.1892991812033138e-9
t7229,9.72494233899025e-10
t7230,1.2030230663017876e-9
t7231,9.155928105240831e-10
t7232,1.2070813789879578e-9
t7233,9.689996939752395e-10
t7234,1.3109927531197384e-9
t7235,1.063977192954317e-9
t7236,1.3223219910473287e-9
t7237,1.0738134185079878e-9
t7238,1.3610688089834186e-9
t7239,1.8966448866004745e-9
t7240,2.0545170547578523e-9
t7241,9.499692025412913e-10
t7242,1.184626942002305e-9
t7243,9.037063986072269e-10
t7244,1.2137614412405291e-9
t7245,9.053912694084431e-10
t7246,1.2099895815775814e-9
t7247,9.351854322951601e-10
t7248,1.2054134318706694e-9
t7249,9.48039237419603e-10
t7250,1.1986211397881912e-9
t7251,9.621843214751566e-10
t7252,1.1950717152621304e-9
t7253,9.554065075190156e-10
t7254,1.2098250323212288e-9
t7255,9.00688596859247e-10
t7256,1.3484268455242664e-9
t7257,1.0239070091312442e-9
t7258,1.3492520969625933e-9
t7259,1.0411294433072109e-9
t7260,1.3682560602159554e-9
t7261,1.9531517669438706e-9
t7262,1.5847700577035942e-9
t7263,1.4131341420472215e-9
t7264,1.954678807518624e-9
t7265,9.267029655970343e-10
t7266,1.2053233722599092e-9
t7267,9.096882890180051e-10
t7268,1.2301250954301564e-9
t7269,9.102731483652905e-10
t7270,1.225783290466188e-9
t7271,9.183514121013178e-10
t7272,1.20416895142916e-9
t7273,9.840543531988066e-10
t7274,1.2036250970274251e-9
t7275,9.912135723922453e-10
t7276,1.1907348572974345e-9
t7277,9.850256209695417e-10
t7278,1.1999531521267285e-9
t7279,9.100875746804231e-10
t7280,1.1858752217656398e-9
t7281,9.065326961765905e-10
t7282,1.1620241520365647e-9
t7283,9.951057367505938e-10
t7284,1.242756811353603e-9
t7285,1.0030340430216734e-9
t7286,1.2411801455462028e-9
t7287,9.998764622946356e-10
t7288,1.1707944704244873e-9
t7289,9.58783565129562e-10
t7290,1.1912418706246222e-9
t7291,9.142435965898233e-10
t7292,1.2228748298003733e-9
t7293,9.123029231312466e-10
t7294,1.2152440925708265e-9
t7295,9.402964577172713e-10
t7296,1.2062295936728367e-9
t7297,9.664476759738507e-10
t7298,1.2118566326266397e-9
t7299,9.978609577263446e-10
t7300,1.4243420057393357e-9
t7301,1.0861921030533828e-9
t7302,1.2390927059905557e-9
t7303,9.003998824338479e-10
t7304,1.1699210653301265e-9
t7305,9.386958782632536e-10
t7306,1.1812252460148942e-9
t7307,1.075513200375373e-9
t7308,1.3507204275266236e-9
t7309,1.9512827781383153e-9
t7310,1.3598964102038998e-9
t7311,1.055747247049004e-9
t7312,1.3359903628857403e-9
t7313,9.115754068031595e-10
t7314,1.21100605069004e-9
t7315,9.046618805940053e-10
t7316,1.2093955553988648e-9
t7317,9.961026426880697e-10
t7318,1.2034041166322418e-9
t7319,9.5734453502334e-10
t7320,1.1894835586829794e-9
t7321,9.370024452078103e-10
t7322,1.187571018206282e-9
t7323,9.968983699934127e-10
t7324,1.2096964463987635e-9
t7325,9.839497210941491e-10
t7326,1.2258330156844086e-9
t7327,9.393537123377671e-10
t7328,1.5511358179566931e-9
t7329,1.3518569300276637e-9
t7330,1.5136427944524227e-9
t7331,1.3099356878697346e-9
t7332,1.2687223143922638e-9
t7333,1.0327173847937698e-9
t7334,1.9893442411503406e-9
t7335,1.9445893989661587e-9
t7336,2.025800895729743e-9
t7337,9.356134140552787e-10
t7338,1.1989272166482486e-9
t7339,9.299425271338788e-10
t7340,1.2034501803929035e-9
t7341,9.337380982979375e-10
t7342,1.190395782993377e-9
t7343,9.602842733640618e-10
t7344,1.1783835785751843e-9
t7345,9.57595952844621e-10
t7346,1.1872498688824964e-9
t7347,9.992489905294983e-10
t7348,1.1750808586800565e-9
t7349,9.968796916140267e-10
t7350,1.1778142919267177e-9
t7351,9.664774434676432e-10
t7352,1.1623110253491844e-9
t7353,1.2387967657074233e-9
t7354,1.4699082959348623e-9
t7355,1.0520053393826097e-9
t7356,1.3475855982511426e-9
t7357,1.096237139454241e-9
t7358,1.3253898452039258e-9
t7359,1.063825532489833e-9
t7360,1.9680031545687497e-9
t7361,9.933135074166784e-10
t7362,1.208652042378026e-9
t7363,9.558520705830743e-10
t7364,1.216932192033262e-9
t7365,9.299598271881853e-10
t7366,1.205081627312409e-9
t7367,9.565247429983942e-10
t7368,1.1930219875350312e-9
t7369,9.54619867592601e-10
t7370,1.196124671411299e-9
t7371,9.801970474616905e-10
t7372,1.191464235018071e-9
t7373,9.85179667666944e-10
t7374,1.1965369979436784e-9
t7375,9.316930836500192e-10
t7376,1.3251772953949624e-9
t7377,1.4545380631479988e-9
t7378,1.1958770347986733e-9
t7379,9.53329031951367e-10
t7380,1.3088703814858371e-9
t7381,1.3687518247883553e-9
t7382,1.3075005331904176e-9
t7383,1.0492759722838754e-9
t7384,2.03205036690716e-9
t7385,9.527725606405919e-10
t7386,1.236796302544798e-9
t7387,9.264444836832262e-10
t7388,1.2281559400971182e-9
t7389,9.102601931464111e-10
t7390,1.224343203336091e-9
t7391,9.296293027551562e-10
t7392,1.2075497653720531e-9
t7393,9.751785176094044e-10
t7394,1.18969306629731e-9
t7395,9.901109008681646e-10
t7396,1.1869760451040968e-9
t7397,9.977103988119302e-10
t7398,1.1918738227558194e-9
t7399,9.358641292530417e-10
t7400,1.3104303266186248e-9
t7401,1.9457520089245323e-9
t7402,2.077991938982096e-9
t7403,1.9312369048481294e-9
t7404,1.3509202604960617e-9
t7405,1.0832598793159426e-9
t7406,1.599644961183068e-9
t7407,1.4041313510828173e-9
t7408,2.0628733148766706e-9
t7409,9.664019305788215e-10
t7410,1.2489138540786053e-9
t7411,9.424117670050632e-10
t7412,1.2479398129613303e-9
t7413,9.521710118513822e-10
t7414,1.2459443643820804e-9
t7415,9.542682912767083e-10
t7416,1.2087317792602624e-9
t7417,1.0061001273825663e-9
t7418,1.2728673333386363e-9
t7419,1.0703109046542375e-9
t7420,1.2760718844116545e-9
t7421,1.0725476537296088e-9
t7422,1.1959975995072105e-9
t7423,9.568393265658798e-10
t7424,1.1955767093404487e-9
t7425,9.277475490285126e-10
t7426,1.2535052620871786e-9
t7427,1.0572245260774352e-9
t7428,1.3744487390568777e-9
t7429,1.0950232055222445e-9
t7430,1.2609154937534557e-9
t7431,9.982584574216234e-10
t7432,1.186134939698875e-9
t7433,9.76834674941208e-10
t7434,1.2144284748025928e-9
t7435,9.330868189434811e-10
t7436,1.2150449624764736e-9
t7437,9.367931024574456e-10
t7438,1.2365748106452062e-9
t7439,9.620916554378686e-10
t7440,1.2233550156570273e-9
t7441,1.0058532536918446e-9
t7442,1.2096870247421158e-9
t7443,1.0288962994716747e-9
t7444,1.2080818041306775e-9
t7445,1.0253413640256715e-9
t7446,1.2133386459133111e-9
t7447,9.394542478269517e-10
t7448,1.1675519867368913e-9
t7449,9.245332242036304e-10
t7450,1.1549453881807202e-9
t7451,9.780222002409885e-10
t7452,1.2020521220704444e-9
t7453,1.0027008899441238e-9
t7454,1.1914659296296426e-9
t7455,9.7576735649052e-10
t7456,1.1652701691276741e-9
t7457,9.384891866134922e-10
t7458,1.2201848357483666e-9
t7459,9.200538441535476e-10
t7460,1.2227818967183317e-9
t7461,9.246770274979877e-10
t7462,1.218239034886454e-9
t7463,9.526719497173445e-10
t7464,1.2066491301065796e-9
t7465,9.992840170766848e-10
t7466,1.2585994141789516e-9
t7467,1.0162378285596704e-9
t7468,1.2236183077011568e-9
t7469,1.0514386305828095e-9
t7470,1.2324248123931707e-9
t7471,9.809368847420719e-10
t7472,1.2071359947496613e-9
t7473,9.402436541336128e-10
t7474,1.1879281238859845e-9
t7475,1.0078006659161337e-9
t7476,1.355939259190522e-9
t7477,1.0446624413576124e-9
t7478,1.2708608555736819e-9
t7479,1.0170053142343872e-9
t7480,1.1680817692389661e-9
t7481,9.717556293280848e-10
t7482,1.2363985786155584e-9
t7483,9.374206311077247e-10
t7484,1.2142819851516713e-9
t7485,9.515282767040868e-10
t7486,1.2387967421607708e-9
t7487,9.686087270680045e-10
t7488,1.2274967836761256e-9
t7489,1.003175274856204e-9
t7490,1.2692967903813213e-9
t7491,1.0143966555308262e-9
t7492,1.2505926001212048e-9
t7493,1.0779194458899459e-9
t7494,1.2707517645323957e-9
t7495,1.037813516390423e-9
t7496,1.1961946155309198e-9
t7497,9.898306526628506e-10
t7498,1.2235109943060158e-9
t7499,1.0515968008881957e-9
t7500,1.2020239877120763e-9
t7501,1.0355484323765255e-9
t7502,1.3155277769233372e-9
t7503,1.0221813499321506e-9
t7504,1.1644601885577667e-9
t7505,9.693942269572268e-10
t7506,1.2072335436862417e-9
t7507,9.365904525977135e-10
t7508,1.2051308926899423e-9
t7509,9.58594626376906e-10
t7510,1.2013840823068324e-9
t7511,9.667064786472914e-10
t7512,1.2186153649422554e-9
t7513,1.056094612531709e-9
t7514,1.2211409495958068e-9
t7515,1.0246672281075057e-9
t7516,1.2100977935487923e-9
t7517,1.019914143188169e-9
t7518,1.215251505547885e-9
t7519,9.736429717307315e-10
t7520,1.1609537895030027e-9
t7521,9.822100367539688e-10
t7522,1.239690950252881e-9
t7523,1.0650815014682814e-9
t7524,1.3383234604625996e-9
t7525,1.0995541476900806e-9
t7526,1.3446567245465145e-9
t7527,1.0654482616012337e-9
t7528,1.2373585663559547e-9
t7529,9.950444020281053e-10
t7530,1.1951802754349858e-9
t7531,9.548870882711508e-10
t7532,1.2083268904096443e-9
t7533,9.36232291423047e-10
t7534,1.2105560009301704e-9
t7535,9.729339814687547e-10
t7536,1.2200280972857532e-9
t7537,9.828308388065227e-10
t7538,1.2260772039528425e-9
t7539,1.0008317631795701e-9
t7540,1.2226744877079378e-9
t7541,9.996805494486148e-10
t7542,1.2264486596459227e-9
t7543,9.071681690862553e-10
t7544,1.1963990522201813e-9
t7545,9.275663149072229e-10
t7546,1.1865923476663368e-9
t7547,1.0223795399810941e-9
t7548,1.2953183831638677e-9
t7549,1.0526262406243203e-9
t7550,1.3747492497467303e-9
t7551,1.0750733465400132e-9
t7552,1.455658616151052e-9
t7553,9.402018638295852e-10
t7554,1.219445201168964e-9
t7555,9.052171661029163e-10
t7556,1.2181471740063378e-9
t7557,9.242873939736253e-10
t7558,1.2147886616148765e-9
t7559,9.215861213500341e-10
t7560,1.1997294926337397e-9
t7561,9.979684877672885e-10
t7562,1.2241662018544088e-9
t7563,1.1508845465657323e-9
t7564,1.2398781829698779e-9
t7565,1.010438925355786e-9
t7566,1.2194134119314544e-9
t7567,9.213760452985204e-10
t7568,1.3378667922565082e-9
t7569,1.093557153061263e-9
t7570,2.0853422890729285e-9
t7571,1.994299008092416e-9
t7572,1.6523977682702816e-9
t7573,1.99176960060272e-9
t7574,1.909416036135905e-9
t7575,1.9532565317334885e-9
t7576,2.0425526548229785e-9
t7577,9.445635561589329e-10
t7578,1.206277581617941e-9
t7579,9.188763153296282e-10
t7580,1.2058488642935575e-9
t7581,9.317773512378006e-10
t7582,1.2027033485315797e-9
t7583,9.494422987023907e-10
t7584,1.1915423158955896e-9
t7585,9.669961296896677e-10
t7586,1.186117832798601e-9
t7587,9.78947050562081e-10
t7588,1.1887375093934943e-9
t7589,9.77388094422373e-10
t7590,1.1976535615293534e-9
t7591,9.127460796928337e-10
t7592,1.3285784755759e-9
t7593,9.113476687629081e-10
t7594,1.3138725476415982e-9
t7595,1.011036290056623e-9
t7596,1.3259275656149298e-9
t7597,1.0338171200536162e-9
t7598,1.352614188128301e-9
t7599,1.0840449109403377e-9
t7600,1.355488546007008e-9
t7601,9.382354310396963e-10
t7602,1.2208108010264169e-9
t7603,9.112457044082779e-10
t7604,1.2207163341334698e-9
t7605,9.221168185261421e-10
t7606,1.212501639374643e-9
t7607,9.365813347292244e-10
t7608,1.1986889862010907e-9
t7609,9.640023356153431e-10
t7610,1.1824746185148961e-9
t7611,9.891741580166853e-10
t7612,1.1806436525450496e-9
t7613,9.756850176216083e-10
t7614,1.1897562547579996e-9
t7615,9.125762341797611e-10
t7616,1.3134463206112838e-9
t7617,9.13725530799517e-10
t7618,1.3457477706924124e-9
t7619,1.0563216047131862e-9
t7620,1.3550912139302719e-9
t7621,1.110162104677658e-9
t7622,1.446001900269241e-9
t7623,1.94072202431991e-9
t7624,2.0417324624747705e-9
t7625,9.383156784985122e-10
t7626,1.2190933226822865e-9
t7627,9.169590635383106e-10
t7628,1.2159524112667617e-9
t7629,9.241354966489961e-10
t7630,1.212449991560009e-9
t7631,9.452033007687372e-10
t7632,1.1997912609790657e-9
t7633,9.776915092711276e-10
t7634,1.1893374104476211e-9
t7635,1.0021499229799615e-9
t7636,1.1874320675933908e-9
t7637,9.958104947141855e-10
t7638,1.1924908547960047e-9
t7639,9.430337147794946e-10
t7640,1.5573816748276761e-9
t7641,1.3192689872154919e-9
t7642,1.327254720078571e-9
t7643,2.02022254646724e-9
t7644,2.081537606631789e-9
t7645,2.00780823125467e-9
t7646,2.0761506077482818e-9
t7647,1.988698665485633e-9
t7648,2.0790439128387277e-9
t7649,9.097673959635516e-10
t7650,1.2157450099836584e-9
t7651,9.084356492018096e-10
t7652,1.2123660442865605e-9
t7653,9.167528330118865e-10
t7654,1.2108527738322698e-9
t7655,9.384413685003135e-10
t7656,1.2202157857345278e-9
t7657,1.0486600922059047e-9
t7658,1.2186929103286384e-9
t7659,1.0641208802060997e-9
t7660,1.2149307334802816e-9
t7661,1.0000749254864427e-9
t7662,1.215469264427241e-9
t7663,9.677975506412769e-10
t7664,1.390625369785341e-9
t7665,1.1096330266208753e-9
t7666,2.032317025719407e-9
t7667,1.9453992649374604e-9
t7668,1.8466225057461765e-9
t7669,1.0303036304706584e-9
t7670,1.279276731763462e-9
t7671,1.9115978453713906e-9
t7672,1.983681108778274e-9
t7673,9.818292772860078e-10
t7674,1.2048704750462482e-9
t7675,9.411076495382473e-10
t7676,1.2125285791186192e-9
t7677,9.334425548281207e-10
t7678,1.2059961501888995e-9
t7679,9.596117451548693e-10
t7680,1.1943987137841817e-9
t7681,9.769406035485708e-10
t7682,1.193274565518825e-9
t7683,9.959786896680488e-10
t7684,1.186773376610037e-9
t7685,9.904752907721946e-10
t7686,1.192831079223479e-9
t7687,9.543491347563946e-10
t7688,1.1542536197579622e-9
t7689,9.767533291436721e-10
t7690,1.2269789344371623e-9
t7691,1.0288642910113282e-9
t7692,1.3040009042645798e-9
t7693,1.0837394428629596e-9
t7694,1.3871488488497176e-9
t7695,1.0718419735100253e-9
t7696,2.0113261404774884e-9
t7697,9.503068468131103e-10
t7698,1.2115657083688847e-9
t7699,9.309605824824704e-10
t7700,1.214136634653478e-9
t7701,9.224133748817024e-10
t7702,1.2126367668599715e-9
t7703,9.479640535842538e-10
t7704,1.1982171498729243e-9
t7705,9.644185701480015e-10
t7706,1.1955667534674152e-9
t7707,9.741554220956604e-10
t7708,1.1945920987802694e-9
t7709,9.659462778575848e-10
t7710,1.2011059378474201e-9
t7711,9.091835462267242e-10
t7712,1.23673142893831e-9
t7713,1.0233017196312429e-9
t7714,1.9186141338684725e-9
t7715,1.036229410497566e-9
t7716,1.8598953045626616e-9
t7717,1.055318741278309e-9
t7718,1.3329962482588583e-9
t7719,1.6338141642406821e-9
t7720,2.0316542458961595e-9
t7721,9.312796625427575e-10
t7722,1.2056769973308186e-9
t7723,9.108011991269155e-10
t7724,1.204832599812896e-9
t7725,9.134473494988611e-10
t7726,1.2049395216624993e-9
t7727,9.309307787528642e-10
t7728,1.1920480480660766e-9
t7729,9.492567173490242e-10
t7730,1.1852157822177326e-9
t7731,9.716304637386008e-10
t7732,1.182595712614001e-9
t7733,9.563310056218028e-10
t7734,1.1915561723731267e-9
t7735,9.042765440735931e-10
t7736,1.3096321611042394e-9
t7737,1.0187330075405906e-9
t7738,1.3258365694357287e-9
t7739,1.048188483845809e-9
t7740,1.34750330796095e-9
t7741,1.8654936343830396e-9
t7742,1.333178193118834e-9
t7743,1.9290539089260982e-9
t7744,2.0173804964337986e-9
t7745,9.3923106249818e-10
t7746,1.2107190331939412e-9
t7747,9.169598308727105e-10
t7748,1.2156208107167438e-9
t7749,9.079765554155637e-10
t7750,1.2348990314862824e-9
t7751,9.226472148276048e-10
t7752,1.1958907215546107e-9
t7753,9.489950559603686e-10
t7754,1.1812328293702902e-9
t7755,9.633698454702476e-10
t7756,1.181936688357575e-9
t7757,9.632352294075283e-10
t7758,1.186246119603394e-9
t7759,9.156279873678603e-10
t7760,1.319058656928071e-9
t7761,1.0198722659944243e-9
t7762,1.3176643661549998e-9
t7763,1.0450595374127866e-9
t7764,1.5036598239934489e-9
t7765,1.8833322860531578e-9
t7766,1.889615516864317e-9
t7767,1.954750892345133e-9
t7768,2.02987599183074e-9
t7769,9.416120803720228e-10
t7770,1.1926132981467886e-9
t7771,9.087250181052678e-10
t7772,1.1967183117840895e-9
t7773,9.315505776474262e-10
t7774,1.2203658489498813e-9
t7775,9.389503804905607e-10
t7776,1.207435861754595e-9
t7777,9.56028000711382e-10
t7778,1.17868591033463e-9
t7779,9.695559751242815e-10
t7780,1.1750438894324942e-9
t7781,9.71914101999702e-10
t7782,1.1861207182880332e-9
t7783,9.122752713210485e-10
t7784,1.3188359259487186e-9
t7785,9.058371546605131e-10
t7786,1.3006361706727016e-9
t7787,1.0430225257042402e-9
t7788,1.342731496559818e-9
t7789,1.2094234274504115e-9
t7790,1.4542546743041588e-9
t7791,1.893600790936253e-9
t7792,1.923691988800097e-9
t7793,9.247561048500047e-10
t7794,1.2198449180177053e-9
t7795,9.108647391541322e-10
t7796,1.2143574084788818e-9
t7797,9.331808335088839e-10
t7798,1.2367817674608994e-9
t7799,9.544472107648028e-10
t7800,1.2236791116701527e-9
t7801,9.565251710330262e-10
t7802,1.1969902777434768e-9
t7803,9.61122489624028e-10
t7804,1.1923796562910955e-9
t7805,9.447061524105281e-10
t7806,1.197908236026535e-9
t7807,8.983603077920738e-10
t7808,1.1770315095848332e-9
t7809,1.0242738495927955e-9
t7810,1.311786374822812e-9
t7811,1.3776544718705165e-9
t7812,1.3181542622239357e-9
t7813,1.0523931127678496e-9
t7814,1.4443737804541105e-9
t7815,1.0899465979091996e-9
t7816,1.3738089880062206e-9
t7817,9.45085079456825e-10
t7818,1.3773636695792448e-9
t7819,1.140902145591972e-9
t7820,1.3959347016057571e-9
t7821,1.046257100204322e-9
t7822,1.4171518689096129e-9
t7823,9.459916599146144e-10
t7824,1.1918740941662382e-9
t7825,9.533470625237658e-10
t7826,1.185069966273818e-9
t7827,9.755923063661264e-10
t7828,1.2056020784763602e-9
t7829,9.96880486097772e-10
t7830,1.2081827718929635e-9
t7831,9.447426606824807e-10
t7832,1.1496448394433803e-9
t7833,9.355367628745489e-10
t7834,1.1519759235391427e-9
t7835,9.939482498790316e-10
t7836,1.199381532639736e-9
t7837,1.0030782862381034e-9
t7838,1.210135025366555e-9
t7839,9.792903218485845e-10
t7840,1.1541286386586993e-9
t7841,9.452871655982187e-10
t7842,1.2038898919213691e-9
t7843,9.246026993777894e-10
t7844,1.2014114777800655e-9
t7845,9.2111444205971e-10
t7846,1.2017061236738862e-9
t7847,9.427701388166158e-10
t7848,1.1943081789301405e-9
t7849,1.0503937697667958e-9
t7850,1.2163106172594913e-9
t7851,1.0630723571609436e-9
t7852,1.256064323086588e-9
t7853,1.0167230815011846e-9
t7854,1.1865932897326146e-9
t7855,9.741025021173358e-10
t7856,1.1758011476345955e-9
t7857,9.747005405356477e-10
t7858,1.232370947824563e-9
t7859,1.0530154861733441e-9
t7860,1.341868500389932e-9
t7861,1.0941177322000373e-9
t7862,1.3441262830030645e-9
t7863,1.0633204772408897e-9
t7864,1.2276654794303944e-9
t7865,9.92583480183397e-10
t7866,1.2058169230773375e-9
t7867,9.532417468463225e-10
t7868,1.2140057494654045e-9
t7869,9.365788736857696e-10
t7870,1.2110653801390178e-9
t7871,9.707001958888212e-10
t7872,1.2020322158530342e-9
t7873,9.868608222358197e-10
t7874,1.2390146977933651e-9
t7875,1.0462943300962846e-9
t7876,1.2387463541758252e-9
t7877,9.944577825467645e-10
t7878,1.236165237024418e-9
t7879,9.076147311472075e-10
t7880,1.212993074931944e-9
t7881,9.133367605059209e-10
t7882,1.16566449056762e-9
t7883,9.892753184121898e-10
t7884,1.241717120495564e-9
t7885,1.0134031666604166e-9
t7886,1.211348114538881e-9
t7887,1.0115267256392933e-9
t7888,1.1722590771068257e-9
t7889,9.302929064392808e-10
t7890,1.2253206500821097e-9
t7891,9.202899586578228e-10
t7892,1.222784347124656e-9
t7893,9.197257176710868e-10
t7894,1.225666955075556e-9
t7895,9.264423140039148e-10
t7896,1.2115410878716418e-9
t7897,9.693727165797875e-10
t7898,1.1980304069787627e-9
t7899,1.0056704679034472e-9
t7900,1.251371796566931e-9
t7901,1.0399244225983597e-9
t7902,1.2280096151082703e-9
t7903,1.0117910023402867e-9
t7904,1.2555416931849693e-9
t7905,1.0452652741263198e-9
t7906,1.338050525839603e-9
t7907,1.1976314318722916e-9
t7908,2.025056703772273e-9
t7909,1.955418912580801e-9
t7910,2.0396175310160685e-9
t7911,1.4056155487659795e-9
t7912,2.073126131991174e-9
t7913,9.121627248812514e-10
t7914,1.216497797449576e-9
t7915,9.163553062315518e-10
t7916,1.2119790563289548e-9
t7917,9.472618452982174e-10
t7918,1.3737151521222342e-9
t7919,1.070617996983354e-9
t7920,1.3555575292276929e-9
t7921,9.5699742589134e-10
t7922,1.2042215697380724e-9
t7923,9.815667608072935e-10
t7924,1.2109076708942708e-9
t7925,9.80276608161025e-10
t7926,1.2195343981029003e-9
t7927,1.0407260165054955e-9
t7928,2.0384734646807293e-9
t7929,2.0153772984057174e-9
t7930,2.0657283661650526e-9
t7931,1.995866888533859e-9
t7932,2.052378942427961e-9
t7933,1.993356652943727e-9
t7934,2.0342806197239425e-9
t7935,1.9612256394488672e-9
t7936,2.0463307600283896e-9
t7937,9.195975244917137e-10
t7938,1.2038380675550753e-9
t7939,9.059466092162242e-10
t7940,1.2024306427432412e-9
t7941,9.19395876455233e-10
t7942,1.2235152569495208e-9
t7943,9.707058017347468e-10
t7944,1.2129137250753587e-9
t7945,9.563929285739376e-10
t7946,1.1822229312735028e-9
t7947,9.764776087181042e-10
t7948,1.1781764289877369e-9
t7949,9.71138805192056e-10
