Constraint,CapRes_1
t1688,1.2090789606541142e-9
t1689,9.247207251333246e-10
t1690,1.2140312407468245e-9
t1691,1.1997351055999663e-9
t1692,1.444528924249472e-9
t1693,1.1984543267034032e-9
t1694,1.4435364020030988e-9
t1695,1.2054036696220548e-9
t1696,1.4502569665445656e-9
t1697,1.2296746126263214e-9
t1698,1.1837804635695786e-9
t1699,9.106394329277338e-10
t1700,1.216056811252261e-9
t1701,9.119485630024896e-10
t1702,1.212959427113926e-9
t1703,9.402669171400715e-10
t1704,1.1990570164753929e-9
t1705,9.801804530438124e-10
t1706,1.1926755795985192e-9
t1707,9.932527777580062e-10
t1708,1.1892484096619707e-9
t1709,9.727926918333274e-10
t1710,1.2072250611611342e-9
t1711,9.114946361688805e-10
t1712,1.2060300129400905e-9
t1713,9.114267490152167e-10
t1714,1.1906191082756677e-9
t1715,1.016568014582369e-9
t1716,1.2845187745894716e-9
t1717,1.0938150215784964e-9
t1718,1.3283533344543079e-9
t1719,1.0122894423571095e-9
t1720,1.4506637492457376e-9
t1721,1.2231205201404055e-9
t1722,1.1822426502059207e-9
t1723,9.202002522105068e-10
t1724,1.2084935964444437e-9
t1725,9.187329975765427e-10
t1726,1.2044464724292823e-9
t1727,9.49991781588919e-10
t1728,1.1969201704394339e-9
t1729,9.650985369750392e-10
t1730,1.1912140596838437e-9
t1731,9.835506754319475e-10
t1732,1.1926915506395209e-9
t1733,9.613077773852073e-10
t1734,1.2120331281518331e-9
t1735,8.979185793361454e-10
t1736,1.2025644347461766e-9
t1737,9.19583639132031e-10
t1738,1.1919009622318757e-9
t1739,1.0172389235450116e-9
t1740,1.3221214626542148e-9
t1741,1.0669456656054351e-9
t1742,1.3210345895421248e-9
t1743,1.201418692503165e-9
t1744,1.4480934520329312e-9
t1745,1.2255322885062928e-9
t1746,1.1802953787887152e-9
t1747,9.184324768197828e-10
t1748,1.2123956860053237e-9
t1749,9.175344854373299e-10
t1750,1.206809038862554e-9
t1751,9.442698971489196e-10
t1752,1.1939769390361645e-9
t1753,9.673264434599946e-10
t1754,1.1837719394536858e-9
t1755,9.836258529334833e-10
t1756,1.1823813248222703e-9
t1757,9.54830784941139e-10
t1758,1.199275794086217e-9
t1759,8.950883908216727e-10
t1760,1.19023270512042e-9
t1761,8.922253391500114e-10
t1762,1.3115543920677108e-9
t1763,1.2123571842556747e-9
t1764,1.4672364935516872e-9
t1765,1.2151784016740397e-9
t1766,1.4673719740698361e-9
t1767,1.2147903324308314e-9
t1768,1.4705050780042778e-9
t1769,1.2411370626095632e-9
t1770,1.1879051959907443e-9
t1771,8.989864871522347e-10
t1772,1.2156751356302566e-9
t1773,9.059496036362732e-10
t1774,1.2075787180452307e-9
t1775,9.425165502881673e-10
t1776,1.1935302516212914e-9
t1777,9.652134935628386e-10
t1778,1.191768040105053e-9
t1779,9.74910041669907e-10
t1780,1.1913015936440262e-9
t1781,9.599334998506506e-10
t1782,1.2026591172935733e-9
t1783,9.273707968854331e-10
t1784,1.1901822021034845e-9
t1785,9.425697179152213e-10
t1786,1.2961623354410822e-9
t1787,1.1840353321164225e-9
t1788,1.3139906598249078e-9
t1789,1.056480354770832e-9
t1790,1.4479344669077454e-9
t1791,1.1764252835171396e-9
t1792,1.4323702477434785e-9
t1793,1.199081623661786e-9
t1794,1.1787605689663717e-9
t1795,9.351887646634266e-10
t1796,1.2079332903673602e-9
t1797,9.50193667482131e-10
t1798,1.2022007072721218e-9
t1799,9.68017811245394e-10
t1800,1.193678137408796e-9
t1801,9.8097212429643e-10
t1802,1.1895405943968735e-9
t1803,1.0107853710665888e-9
t1804,1.1890812893945387e-9
t1805,9.891186891705512e-10
t1806,1.1978011727325884e-9
t1807,9.616328601386173e-10
t1808,1.1887323065040819e-9
t1809,9.991566349987155e-10
t1810,1.317981123281507e-9
t1811,1.0833989860712846e-9
t1812,1.405692925433677e-9
t1813,1.1554960176885787e-9
t1814,1.4025691590236639e-9
t1815,1.1620558001661363e-9
t1816,1.4175800874522467e-9
t1817,1.184677696448868e-9
t1818,1.1728047144162559e-9
t1819,9.336127301079438e-10
t1820,1.2000967107115044e-9
t1821,9.360567457829182e-10
t1822,1.1969436215282443e-9
t1823,9.700347033719927e-10
t1824,1.1965611018906017e-9
t1825,9.706729092997906e-10
t1826,1.1925403440527662e-9
t1827,9.827741311790127e-10
t1828,1.19402383580239e-9
t1829,9.60683812462725e-10
t1830,1.2123633194954143e-9
t1831,9.002269117299176e-10
t1832,1.21088420729159e-9
t1833,9.341187633113419e-10
t1834,1.3086326370097523e-9
t1835,1.0475116697773118e-9
t1836,1.3191134074294582e-9
t1837,1.0534230464885118e-9
t1838,1.302337288956776e-9
t1839,1.1705668047449893e-9
t1840,1.431258576650544e-9
t1841,1.1896786899146055e-9
t1842,1.178650246515727e-9
t1843,9.168771986310715e-10
t1844,1.2028050571714867e-9
t1845,9.129769766607379e-10
t1846,1.2006697382430889e-9
t1847,9.399513045224165e-10
t1848,1.1911695431898187e-9
t1849,9.680536542295603e-10
t1850,1.1886999660347314e-9
t1851,9.767792057399555e-10
t1852,1.1879192377187853e-9
t1853,9.703426072151755e-10
t1854,1.2046225310164265e-9
t1855,9.026493716713299e-10
t1856,1.210046275034684e-9
t1857,9.714872301179611e-10
t1858,1.2077698667000658e-9
t1859,1.0286588923197497e-9
t1860,1.2916192488453215e-9
t1861,1.0446494389638524e-9
t1862,1.401537400411068e-9
t1863,1.1543079867037306e-9
t1864,1.4079655960392848e-9
t1865,1.172659146775598e-9
t1866,1.163473297538544e-9
t1867,9.089617913556795e-10
t1868,1.200008676875248e-9
t1869,9.069869807089606e-10
t1870,1.1933740456652508e-9
t1871,9.370555799949362e-10
t1872,1.1816250120896115e-9
t1873,9.654693217220615e-10
t1874,1.1789593248241518e-9
t1875,9.799148382443435e-10
t1876,1.1834143075136807e-9
t1877,9.60399274228424e-10
t1878,1.2047281108850161e-9
t1879,9.038167998892345e-10
t1880,1.1842840399561211e-9
t1881,9.250898476628812e-10
t1882,1.2160934649665632e-9
t1883,1.033702529945634e-9
t1884,1.2755610369228608e-9
t1885,1.0417239059936924e-9
t1886,1.2554367996979364e-9
t1887,1.022098967497626e-9
t1888,1.429136592275735e-9
t1889,9.892850196619174e-10
t1890,1.1742263303684192e-9
t1891,9.185089531153113e-10
t1892,1.2067957207516207e-9
t1893,9.145303057187467e-10
t1894,1.197431879183697e-9
t1895,9.397014798837507e-10
t1896,1.1886027547693657e-9
t1897,9.566125668875674e-10
t1898,1.1765101587526125e-9
t1899,9.649470003869604e-10
t1900,1.1760390823108223e-9
t1901,9.488198655942302e-10
t1902,1.1886762423449215e-9
t1903,8.919091737727241e-10
t1904,1.1753929161498012e-9
t1905,9.608951965830842e-10
t1906,1.2419614962272788e-9
t1907,1.040339815159925e-9
t1908,1.32765372471461e-9
t1909,1.1474007392922332e-9
t1910,1.2988032659628493e-9
t1911,1.0606854353274939e-9
t1912,1.4117742891233675e-9
t1913,1.173967860313355e-9
t1914,1.1644288633824025e-9
t1915,8.906528141618147e-10
t1916,1.19560731074671e-9
t1917,9.062753772025148e-10
t1918,1.1929175955102116e-9
t1919,9.318707131144982e-10
t1920,1.1831440304878598e-9
t1921,9.58350892294309e-10
t1922,1.1784455550231174e-9
t1923,9.667602331244536e-10
t1924,1.18031733065068e-9
t1925,9.529485812530113e-10
t1926,1.196345957751088e-9
t1927,8.999565891063111e-10
t1928,1.2072757239238745e-9
t1929,9.634787568169634e-10
t1930,1.18640355759011e-9
t1931,1.0261831968443472e-9
t1932,1.2986214481565344e-9
t1933,1.1704667438862934e-9
t1934,1.43069165099401e-9
t1935,1.1840593700076428e-9
t1936,1.4453710670434228e-9
t1937,1.195403771653407e-9
t1938,1.183314330134562e-9
t1939,9.198513312725381e-10
t1940,1.214912741859289e-9
t1941,9.132858684157416e-10
t1942,1.207956075742686e-9
t1943,9.40226465158104e-10
t1944,1.1954692507129612e-9
t1945,9.562961169443874e-10
t1946,1.189590517145601e-9
t1947,9.759156127699003e-10
t1948,1.1848599408043253e-9
t1949,9.662337151200731e-10
t1950,1.195923561739534e-9
t1951,9.306482310375938e-10
t1952,1.2072122068489462e-9
t1953,9.629543895765546e-10
t1954,1.2661552540868008e-9
t1955,1.069839872127594e-9
t1956,1.339238750803392e-9
t1957,1.1595239579644895e-9
t1958,1.3164562025936112e-9
t1959,1.1582046011077518e-9
t1960,1.4280192714629416e-9
t1961,1.1799644364102554e-9
t1962,1.1775402653117494e-9
t1963,9.390644616179106e-10
t1964,1.20869735799265e-9
t1965,9.451256949242774e-10
t1966,1.201386257612059e-9
t1967,9.727408641908946e-10
t1968,1.1965324268447014e-9
t1969,9.67415911849076e-10
t1970,1.1914839675393079e-9
t1971,9.910245388194587e-10
t1972,1.1910178696318226e-9
t1973,9.832503956280364e-10
t1974,1.1937156974216954e-9
t1975,9.481967156470792e-10
t1976,1.1900232979744903e-9
t1977,9.967277215487618e-10
t1978,1.3362279672734891e-9
t1979,1.1217033469099827e-9
t1980,1.4759468090987734e-9
t1981,1.1181438253009804e-9
t1982,1.3624044546551117e-9
t1983,1.0864961529025953e-9
t1984,1.4296444336819173e-9
t1985,1.1538830761022925e-9
t1986,1.1628316087008197e-9
t1987,9.218486083175854e-10
t1988,1.1940319938927674e-9
t1989,9.285300933744595e-10
t1990,1.186078390973647e-9
t1991,9.578176376203984e-10
t1992,1.186304374012684e-9
t1993,9.723946243905764e-10
t1994,1.1837982310646683e-9
t1995,9.781056292400376e-10
t1996,1.1808564942059287e-9
t1997,9.580449687079234e-10
t1998,1.1979944169675368e-9
t1999,8.914954007661201e-10
t2000,1.2054137337036803e-9
t2001,9.504777135259628e-10
t2002,1.293681172517566e-9
t2003,1.0630313415800258e-9
t2004,1.2347806343242267e-9
t2005,1.0176455721901013e-9
t2006,1.348682441993845e-9
t2007,9.971626597496707e-10
t2008,1.1865319760007676e-9
t2009,1.1802594441975874e-9
t2010,1.1749528083488307e-9
t2011,9.131501373850021e-10
t2012,1.2126713899927215e-9
t2013,9.135795341010223e-10
t2014,1.2084742424333945e-9
t2015,9.399990035284514e-10
t2016,1.1969066708602358e-9
t2017,9.51713412359323e-10
t2018,1.192237642561067e-9
t2019,9.685901815740915e-10
t2020,1.190847682803639e-9
t2021,9.491821352853512e-10
t2022,1.2033626481206507e-9
t2023,8.939207440642995e-10
t2024,1.173079550498742e-9
t2025,9.141874579611512e-10
t2026,1.213435304510212e-9
t2027,1.0369421867185224e-9
t2028,1.2935564090808168e-9
t2029,1.0382943261751973e-9
t2030,1.2704935318819908e-9
t2031,1.014971871057779e-9
t2032,1.3286506545331822e-9
t2033,9.78585376393989e-10
t2034,1.1625400566981364e-9
t2035,9.112377353593781e-10
t2036,1.2006815485867947e-9
t2037,9.040929490530913e-10
t2038,1.200163497583857e-9
t2039,9.373558342510096e-10
t2040,1.1917793919666632e-9
t2041,9.605768007430907e-10
t2042,1.1862702694122839e-9
t2043,9.724147527520212e-10
t2044,1.1860614734774337e-9
t2045,9.617833189920118e-10
t2046,1.1995338718023382e-9
t2047,8.916389791897907e-10
t2048,1.1998476473267775e-9
t2049,9.684541638869767e-10
t2050,1.2093979304659803e-9
t2051,1.0401355282547232e-9
t2052,1.2907433563091574e-9
t2053,1.0544325174581562e-9
t2054,1.3952264626459067e-9
t2055,1.1493523566445523e-9
t2056,1.3957817104880331e-9
t2057,1.1697602239867788e-9
t2058,1.166486313035157e-9
t2059,9.077160854812077e-10
t2060,1.1954669357465387e-9
t2061,8.99758105043207e-10
t2062,1.1910160694439026e-9
t2063,9.184717128451604e-10
t2064,1.1817516397978522e-9
t2065,9.438686722590652e-10
t2066,1.1742690816627523e-9
t2067,9.609130089191793e-10
t2068,1.1749498412050258e-9
t2069,9.516494032412828e-10
t2070,1.1877353441100243e-9
t2071,8.880873169899173e-10
t2072,1.1631950423685596e-9
t2073,9.68767202707854e-10
t2074,1.2001085216897184e-9
t2075,1.0400958851443105e-9
t2076,1.2814898115521592e-9
t2077,1.0555474010006666e-9
t2078,1.273069975849266e-9
t2079,1.1460431526423611e-9
t2080,1.3945025243267615e-9
t2081,1.1655587266415125e-9
t2082,1.160845819698219e-9
t2083,8.984878473501986e-10
t2084,1.198041956304865e-9
t2085,8.965385030513408e-10
t2086,1.1984419471868767e-9
t2087,9.165490632903623e-10
t2088,1.1813691869360748e-9
t2089,9.572560647542695e-10
t2090,1.1738632432701379e-9
t2091,9.705090537544927e-10
t2092,1.1760815987960901e-9
t2093,9.614078149590047e-10
t2094,1.185779532101601e-9
t2095,8.917002292875165e-10
t2096,1.1653084262257833e-9
t2097,9.259984780883452e-10
t2098,1.2125865103066375e-9
t2099,1.0360086036429402e-9
t2100,1.2830926345131521e-9
t2101,1.0524774106923013e-9
t2102,1.302231603325658e-9
t2103,1.0510225929557106e-9
t2104,1.4174846616045439e-9
t2105,1.1772898699075783e-9
t2106,1.1715246946601032e-9
t2107,9.069639774636623e-10
t2108,1.2104775412188512e-9
t2109,9.183601278163849e-10
t2110,1.2145629533039466e-9
t2111,9.296437753728838e-10
t2112,1.201604988893982e-9
t2113,9.732482198552052e-10
t2114,1.1940275634590294e-9
t2115,9.896014163757275e-10
t2116,1.2162614130973091e-9
t2117,9.82853529069148e-10
t2118,1.2093992966463897e-9
t2119,9.408192986335244e-10
t2120,1.1812555534191332e-9
t2121,9.765343804906668e-10
t2122,1.309316148497845e-9
t2123,1.1029975987227067e-9
t2124,1.3851245454810853e-9
t2125,1.124515389592863e-9
t2126,1.3728281896027774e-9
t2127,1.1103402091333354e-9
t2128,1.3708344910427727e-9
t2129,1.0604327297209736e-9
t2130,1.1733482206612532e-9
t2131,9.233736545957168e-10
t2132,1.2122380981031429e-9
t2133,9.130538017327234e-10
t2134,1.2031724549827264e-9
t2135,9.500110166718774e-10
t2136,1.1923772785273952e-9
t2137,9.706216248405117e-10
t2138,1.1888593003228626e-9
t2139,9.996535714790872e-10
t2140,1.1846494242417457e-9
t2141,9.88283349537162e-10
t2142,1.1855621674246937e-9
t2143,9.5331193967571e-10
t2144,1.178153935893533e-9
t2145,1.00565082955666e-9
t2146,1.3617226733148637e-9
t2147,1.1352929656028933e-9
t2148,1.3955786651141458e-9
t2149,1.1227927521233396e-9
t2150,1.3640931876060063e-9
t2151,1.0732207749884898e-9
t2152,1.3479267182887552e-9
t2153,1.0769640122194675e-9
t2154,1.1627129563227861e-9
t2155,9.185994504838275e-10
t2156,1.1969382148893867e-9
t2157,9.205973771464509e-10
t2158,1.191052201237171e-9
t2159,9.602961765765737e-10
t2160,1.194063038529771e-9
t2161,9.667094540582082e-10
t2162,1.1875527237259495e-9
t2163,9.78222074613157e-10
t2164,1.185424048203437e-9
t2165,9.739143885738626e-10
t2166,1.1955614943820368e-9
t2167,9.074565738518685e-10
t2168,1.1787561889524694e-9
t2169,9.630200175823462e-10
t2170,1.2018549058610247e-9
t2171,1.0985801657737594e-9
t2172,1.3112150254206888e-9
t2173,1.0494943323248103e-9
t2174,1.39136566872584e-9
t2175,1.1125325935602936e-9
t2176,1.3571017542517108e-9
t2177,1.0527434919240637e-9
t2178,1.1649844636132356e-9
t2179,9.114668411189843e-10
t2180,1.2016088960353674e-9
t2181,8.988969041910044e-10
t2182,1.199017732844437e-9
t2183,9.198232776914102e-10
t2184,1.1871631132730137e-9
t2185,9.743369159397322e-10
t2186,1.1846172929084356e-9
t2187,9.807727501289688e-10
t2188,1.1837059160831454e-9
t2189,9.793415567346844e-10
t2190,1.198986575735956e-9
t2191,9.167270895525344e-10
t2192,1.1706987178103913e-9
t2193,9.743770090793763e-10
t2194,1.2333937424842063e-9
t2195,1.0522925641351848e-9
t2196,1.3352852092041683e-9
t2197,1.1457112498782522e-9
t2198,1.409027194586019e-9
t2199,1.0574301216082391e-9
t2200,1.3742905290592085e-9
t2201,1.0775927544970692e-9
t2202,1.1851701710293252e-9
t2203,9.242989473523024e-10
t2204,1.213304612197415e-9
t2205,9.099925454230678e-10
t2206,1.21240589528819e-9
t2207,9.378462103909817e-10
t2208,1.2009232974532627e-9
t2209,9.672785093634624e-10
t2210,1.1953773557130603e-9
t2211,9.773065427137671e-10
t2212,1.1942469498983293e-9
t2213,9.693856376862326e-10
t2214,1.2115686008046058e-9
t2215,8.976500659580455e-10
t2216,1.1774527998862304e-9
t2217,9.639681129963803e-10
t2218,1.210784847002183e-9
t2219,1.027667891946695e-9
t2220,1.3728287613278108e-9
t2221,1.0856386368593887e-9
t2222,1.3675611995128028e-9
t2223,1.0877341425028595e-9
t2224,1.3680461408283956e-9
t2225,1.0921725721397037e-9
t2226,1.1809119047094341e-9
t2227,9.010834493791393e-10
t2228,1.2096071482506965e-9
t2229,9.054204386558507e-10
t2230,1.2057305469446336e-9
t2231,9.330929861887796e-10
t2232,1.1989325013662611e-9
t2233,9.477674384600921e-10
t2234,1.1932780874556983e-9
t2235,9.666379515938878e-10
t2236,1.1937803777204503e-9
t2237,9.579365235663136e-10
t2238,1.2100069674972008e-9
t2239,8.96127801588809e-10
t2240,1.1785792845812838e-9
t2241,9.5012929393797e-10
t2242,1.1983529466637676e-9
t2243,1.0105740745138103e-9
t2244,1.2771229857112812e-9
t2245,1.0591707233299893e-9
t2246,1.3413448282402945e-9
t2247,1.0349164997852981e-9
t2248,1.38238248220934e-9
t2249,1.0919132741906482e-9
t2250,1.1797399527974317e-9
t2251,9.097650328803685e-10
t2252,1.2172186679451743e-9
t2253,9.069669887445378e-10
t2254,1.2140952281661894e-9
t2255,9.289634713569761e-10
t2256,1.205580863090707e-9
t2257,9.660596324182283e-10
t2258,1.201169959084663e-9
t2259,9.704708764906865e-10
t2260,1.1942900004940864e-9
t2261,9.635153139870345e-10
t2262,1.2085821071992823e-9
t2263,9.131297206823748e-10
t2264,1.186611473987868e-9
t2265,9.457672277563295e-10
t2266,1.1755056397099491e-9
t2267,1.0008835563912477e-9
t2268,1.2594128897392557e-9
t2269,1.0373656445687674e-9
t2270,1.3982149488051459e-9
t2271,1.1158711100373126e-9
t2272,1.3756193310634684e-9
t2273,1.1020255552812843e-9
t2274,1.1834390167361e-9
t2275,9.100723430702456e-10
t2276,1.2174862003091241e-9
t2277,9.073202062289566e-10
t2278,1.2130983303573888e-9
t2279,9.333926632502582e-10
t2280,1.2073485613729318e-9
t2281,9.791343968615618e-10
t2282,1.205753547018467e-9
t2283,9.820181251077013e-10
t2284,1.2088831355881977e-9
t2285,9.90661510298902e-10
t2286,1.2122857627075244e-9
t2287,9.8234744449057e-10
t2288,1.2015452292266692e-9
t2289,1.037376269206807e-9
t2290,1.3161538819158977e-9
t2291,1.107280425507517e-9
t2292,1.3957691028132137e-9
t2293,1.123470067860445e-9
t2294,1.3705533325335257e-9
t2295,1.0976092729426315e-9
t2296,1.298118231586044e-9
t2297,1.0445580104259393e-9
t2298,1.1226751042367347e-9
t2299,7.945339516664698e-10
t2300,1.191235933206864e-9
t2301,8.76349733164023e-10
t2302,1.1917130053440305e-9
t2303,8.347537732250632e-10
t2304,1.181272123910831e-9
t2305,9.922313474466285e-10
t2306,1.2357922428984681e-9
t2307,1.0112824555882695e-9
t2308,1.2323198946048626e-9
t2309,1.0076236145793809e-9
t2310,1.2291873532632008e-9
t2311,9.830245727952692e-10
t2312,1.193978257457201e-9
t2313,9.289626711853902e-10
t2314,1.0388828745629398e-9
t2315,1.086106250473138e-9
t2316,1.2069653790838399e-9
t2317,1.0607277712744733e-9
t2318,1.251120399763524e-9
t2319,1.0768327294942962e-9
t2320,1.2992069649063532e-9
t2321,1.0813766238728893e-9
t2322,1.2579915873293266e-9
t2323,9.536659563532784e-10
t2324,1.2145113041293702e-9
t2325,9.425403677341454e-10
t2326,1.2119955846111308e-9
t2327,9.84197056948114e-10
t2328,1.1926446626064161e-9
t2329,9.789134289303554e-10
t2330,1.1908640534432466e-9
t2331,9.959016384204543e-10
t2332,1.1902846371029926e-9
t2333,9.830857899963943e-10
t2334,1.2031636877821936e-9
t2335,9.164511796519399e-10
t2336,1.17226670303627e-9
t2337,7.64483786435012e-10
t2338,1.2532938630670066e-9
t2339,1.0702870249933703e-9
t2340,1.3352092946681015e-9
t2341,1.0945652977547376e-9
t2342,1.3280337096487613e-9
t2343,1.0698756811543953e-9
t2344,1.2437029301850248e-9
t2345,1.010575131896116e-9
t2346,1.1924064620694787e-9
t2347,9.173928144484327e-10
t2348,1.1940370944040219e-9
t2349,9.041481198963213e-10
t2350,1.1945880699900066e-9
t2351,8.503921964780834e-10
t2352,1.1860790727690856e-9
t2353,8.281497567103204e-10
t2354,1.1840352339161983e-9
t2355,8.14757915190138e-10
t2356,1.1822046860630427e-9
t2357,8.244505782263333e-10
t2358,1.1958295055456509e-9
t2359,9.010048252451918e-10
t2360,1.1781044413107889e-9
t2361,9.730353300815473e-10
t2362,1.2466532299953096e-9
t2363,1.0582244487441794e-9
t2364,1.340481910215398e-9
t2365,1.077824484036299e-9
t2366,1.3273110298179312e-9
t2367,1.0476172542952467e-9
t2368,1.2677406499833451e-9
t2369,1.0119783706863616e-9
t2370,1.1746331279762557e-9
t2371,9.143733610727821e-10
t2372,1.2004151326076814e-9
t2373,9.022775640136443e-10
t2374,1.1983480955821565e-9
t2375,9.286803375702075e-10
t2376,1.1844867484239437e-9
t2377,9.605504993963446e-10
t2378,1.180984604940953e-9
t2379,9.681688826170987e-10
t2380,1.1795143127860826e-9
t2381,9.604806089223338e-10
t2382,1.18952713862647e-9
t2383,9.022739327133782e-10
t2384,1.1561797158890145e-9
t2385,9.82105848291477e-10
t2386,1.2529156827640623e-9
t2387,1.0555652975711393e-9
t2388,1.3419979448265168e-9
t2389,1.0835037024444694e-9
t2390,1.3349634104205198e-9
t2391,1.0474099645938417e-9
t2392,1.2774388694878162e-9
t2393,1.0146403984029378e-9
t2394,1.1621826467903887e-9
t2395,8.568885637106234e-10
t2396,1.2109046165560692e-9
t2397,9.117368910429121e-10
t2398,1.2081473025263953e-9
t2399,8.78173648994951e-10
t2400,1.1956069905993352e-9
t2401,8.46363189232298e-10
t2402,1.1864458452850425e-9
t2403,9.771940606041495e-10
t2404,1.1803519690105318e-9
t2405,9.770954220554546e-10
t2406,1.1925959826677163e-9
t2407,9.186241766697721e-10
t2408,1.1553517055770253e-9
t2409,9.836602475487896e-10
t2410,1.253701285769518e-9
t2411,1.0665058751030878e-9
t2412,1.3113170115066509e-9
t2413,1.0734496022671682e-9
t2414,1.2846338203191281e-9
t2415,1.027102530227309e-9
t2416,1.1947564816507685e-9
t2417,9.795768585258164e-10
t2418,1.185436742792513e-9
t2419,8.924009439659587e-10
t2420,1.1994328665925445e-9
t2421,9.030293773233793e-10
t2422,1.1981647890046165e-9
t2423,9.321117202300313e-10
t2424,1.1917095757937878e-9
t2425,9.416978480973292e-10
t2426,1.1861659424110877e-9
t2427,9.611074992567567e-10
t2428,1.1834981305816184e-9
t2429,9.506691077484937e-10
t2430,1.1914351210272913e-9
t2431,8.943939253475494e-10
t2432,1.1583052237037797e-9
t2433,9.66716826450561e-10
t2434,1.2440221856386646e-9
t2435,1.0388996889817616e-9
t2436,1.2988211085853148e-9
t2437,1.0952181913182565e-9
t2438,1.3119329306603526e-9
t2439,1.0437720702956183e-9
t2440,1.2576168077534588e-9
t2441,1.0045025858781573e-9
t2442,1.1798324031169582e-9
t2443,8.911819241652841e-10
t2444,1.2141696939980243e-9
t2445,9.042468008578892e-10
t2446,1.2099235404974234e-9
t2447,9.20589905103394e-10
t2448,1.1905876502815611e-9
t2449,9.636515639068222e-10
t2450,1.186079795764229e-9
t2451,9.845135887435575e-10
t2452,1.1839066911121653e-9
t2453,9.841935035602532e-10
t2454,1.1824068970710141e-9
t2455,9.46262051036966e-10
t2456,1.1604148346806724e-9
t2457,1.038383558813883e-9
t2458,1.2200374214921717e-9
t2459,1.1226524785047678e-9
t2460,1.3241066597851271e-9
t2461,1.1105688495649297e-9
t2462,1.360207481002451e-9
t2463,1.1094924101532504e-9
t2464,1.3322968322673037e-9
t2465,1.0441333816132633e-9
t2466,1.207680322108296e-9
t2467,9.376858816071474e-10
t2468,1.2057600179119208e-9
t2469,9.36822238811315e-10
t2470,1.203351727262086e-9
t2471,9.60441516320217e-10
t2472,1.1933152417329358e-9
t2473,9.697713608178288e-10
t2474,1.1921751897015536e-9
t2475,9.883490721211113e-10
t2476,1.1917634827565316e-9
t2477,9.879393241064557e-10
t2478,1.1918150431811606e-9
t2479,9.550923438695413e-10
t2480,1.1556121449775826e-9
t2481,8.072767717707576e-10
t2482,1.2785918961885927e-9
t2483,9.600431513040958e-10
t2484,1.0872154554707752e-9
t2485,1.0803282517582e-9
t2486,1.2772278646777425e-9
t2487,1.1175856709598718e-9
t2488,1.3573821295411911e-9
t2489,1.0782280373059903e-9
t2490,1.2636728788769313e-9
t2491,9.534935897363468e-10
t2492,1.199740298536198e-9
t2493,9.363087686835844e-10
t2494,1.1920814901848826e-9
t2495,9.646735089349235e-10
t2496,1.1910943550596643e-9
t2497,9.507204277842324e-10
t2498,1.1818017776222144e-9
t2499,9.569629746348987e-10
t2500,1.1746450220479756e-9
t2501,9.471112327928727e-10
t2502,1.1851685969128084e-9
t2503,8.837653385383882e-10
t2504,1.1469509133986115e-9
t2505,9.44867049275148e-10
t2506,1.2147074694646414e-9
t2507,1.0368878304111267e-9
t2508,1.3263776032004526e-9
t2509,1.066831778943221e-9
t2510,1.3107758355597006e-9
t2511,1.0436923641702037e-9
t2512,1.2669716557661281e-9
t2513,1.0032094434494566e-9
t2514,1.2016406317179633e-9
t2515,9.070370316142385e-10
t2516,1.198628260185805e-9
t2517,8.984313573673996e-10
t2518,1.1934076917503923e-9
t2519,9.305858608935421e-10
t2520,1.1868260144480115e-9
t2521,9.388532013414406e-10
t2522,1.1813963791899467e-9
t2523,9.482975255850429e-10
t2524,1.1836471935755782e-9
t2525,9.467582840930027e-10
t2526,1.1928860945554205e-9
t2527,8.960784474604478e-10
t2528,1.164080122296318e-9
t2529,9.688672908282333e-10
t2530,1.3075669593565176e-9
t2531,1.124411981265631e-9
t2532,1.3098331596119566e-9
t2533,1.0904847918741402e-9
t2534,1.3900864750831929e-9
t2535,1.1305900014323486e-9
t2536,1.3895310507622182e-9
t2537,1.1200665083721197e-9
t2538,1.195923746937891e-9
t2539,9.102842875723018e-10
t2540,1.21042554355333e-9
t2541,9.027284456607725e-10
t2542,1.2056414832492138e-9
t2543,9.339614026966233e-10
t2544,1.1961983551075094e-9
t2545,9.40979794615525e-10
t2546,1.1921070798263797e-9
t2547,9.626851780036541e-10
t2548,1.1902607158818372e-9
t2549,9.555328754316557e-10
t2550,1.1934448566593849e-9
t2551,8.877681598026908e-10
t2552,1.163266828700112e-9
t2553,9.641360308592695e-10
t2554,1.3835030770660846e-9
t2555,1.03213129576423e-9
t2556,1.2824431192757368e-9
t2557,1.045857899100413e-9
t2558,1.3756485608004783e-9
t2559,1.1172771439877405e-9
t2560,1.3756961015334652e-9
t2561,1.1290975115625699e-9
t2562,1.1719433315087333e-9
t2563,8.79526560997889e-10
t2564,1.2140759820936654e-9
t2565,9.044215634414484e-10
t2566,1.2055347872733006e-9
t2567,9.28112069565139e-10
t2568,1.1953366352186337e-9
t2569,9.438918837407755e-10
t2570,1.189234320772859e-9
t2571,9.5946618501512e-10
t2572,1.187287209863501e-9
t2573,9.58369614845408e-10
t2574,1.1953719747274345e-9
t2575,9.094126180040292e-10
t2576,1.1598820091079651e-9
t2577,9.794155458356053e-10
t2578,1.2064980559175665e-9
t2579,1.0239783262325826e-9
t2580,1.2419183883888328e-9
t2581,1.0250328745035835e-9
t2582,1.2098366462140392e-9
t2583,1.1174602031652342e-9
t2584,1.4006422670890824e-9
t2585,1.123032569790299e-9
t2586,1.2075184932717027e-9
t2587,8.941491069103483e-10
